Player Name,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Travis Kelce,KC,6.8,89.5,0.7,0.1,19.7
Darren Waller,LV,6.6,76.4,0.6,0.1,17.6
Mark Andrews,BAL,4.5,55.3,0.6,0.0,13.4
T.J. Hockenson,DET,4.8,53.4,0.5,0.0,12.9
Logan Thomas,WAS,4.9,48.9,0.5,0.0,12.6
George Kittle,SF,4.6,57.8,0.3,0.0,12.3
Robert Tonyan,GB,3.9,45.0,0.6,0.0,11.9
Dallas Goedert,PHI,4.1,45.6,0.5,0.0,11.5
Jared Cook,NO,3.6,47.3,0.4,0.0,10.9
Rob Gronkowski,TB,3.7,49.9,0.3,0.0,10.6
Austin Hooper,CLE,4.3,46.5,0.3,0.0,10.5
Evan Engram,NYG,4.6,49.3,0.2,0.0,10.4
Noah Fant,DEN,4.0,45.8,0.3,0.0,10.4
Mike Gesicki,MIA,3.5,44.0,0.3,0.0,9.6
Hayden Hurst,ATL,3.5,39.6,0.3,0.0,9.3
Eric Ebron,PIT,3.6,40.7,0.2,0.0,8.8
Dalton Schultz,DAL,3.8,38.9,0.2,0.0,8.6
Jonnu Smith,TEN,3.3,37.4,0.2,0.0,8.4
Tyler Higbee,LAR,3.4,38.3,0.2,0.0,8.4
Zach Ertz,PHI,3.5,38.4,0.2,0.0,8.3
Jordan Akins,HOU,3.2,36.9,0.2,0.0,7.9
Cole Kmet,CHI,3.1,34.9,0.2,0.0,7.7
Irv Smith Jr.,MIN,3.1,34.7,0.2,0.0,7.6
Tyler Eifert,JAC,3.0,31.9,0.1,0.0,7.0
Dan Arnold,ARI,2.5,32.1,0.2,0.0,6.9
Donald Parham Jr.,LAC,2.7,28.5,0.2,0.0,6.5
Drew Sample,CIN,3.0,28.4,0.1,0.0,6.3
Dawson Knox,BUF,2.5,29.4,0.2,0.1,6.2
Jimmy Graham,CHI,2.4,25.3,0.2,0.0,6.0
Gerald Everett,LAR,2.5,27.3,0.1,0.0,5.8
Harrison Bryant,CLE,2.3,25.6,0.2,0.1,5.6
Anthony Firkser,TEN,2.1,23.4,0.1,0.0,5.1
Trey Burton,IND,2.1,22.0,0.1,0.0,5.0
David Njoku,CLE,1.7,21.4,0.1,0.0,4.7
Jordan Reed,SF,2.0,19.5,0.1,0.0,4.6
Greg Olsen,SEA,1.9,20.0,0.1,0.0,4.5
Chris Herndon IV,NYJ,1.9,20.8,0.1,0.0,4.4
