Player Name,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Travis Kelce,KC,6.3,85.2,0.7,0.1,15.4
Zach Ertz,PHI,6.7,63.5,0.5,0.1,12.3
Austin Hooper,ATL,5.6,61.2,0.5,0.1,12.0
George Kittle,SF,5.2,65.1,0.5,0.0,12.0
Mark Andrews,BAL,4.2,52.6,0.7,0.0,11.2
Will Dissly,SEA,4.4,50.0,0.6,0.0,10.4
Greg Olsen,CAR,4.0,48.2,0.3,0.0,8.3
Jimmy Graham,GB,3.6,42.9,0.2,0.0,7.5
Delanie Walker,TEN,4.0,42.2,0.1,0.0,7.1
Vance McDonald,PIT,3.4,32.6,0.3,0.0,6.8
Gerald Everett,LAR,3.1,36.3,0.2,0.0,6.1
Jason Witten,DAL,3.6,34.3,0.2,0.1,6.0
T.J. Hockenson,DET,3.0,35.0,0.2,0.0,5.8
Jared Cook,NO,3.0,34.5,0.1,0.0,5.6
O.J. Howard,TB,2.6,34.7,0.1,0.1,5.2
Tyler Eifert,CIN,2.6,29.3,0.1,0.0,4.9
Noah Fant,DEN,2.8,28.3,0.1,0.0,4.7
Rhett Ellison,NYG,2.9,28.4,0.1,0.0,4.7
Jordan Akins,HOU,2.1,27.9,0.1,0.0,4.5
Jeremy Sprinkle,WAS,2.6,25.4,0.1,0.0,4.4
Geoff Swaim,JAC,2.8,25.5,0.1,0.0,4.4
Ricky Seals-Jones,CLE,2.0,25.6,0.1,0.0,4.4
Dallas Goedert,PHI,2.5,23.3,0.1,0.0,4.4
Hayden Hurst,BAL,2.1,24.5,0.1,0.0,4.1
Tyler Higbee,LAR,2.1,22.9,0.1,0.0,4.0
Darren Fells,HOU,1.8,20.8,0.2,0.0,4.0
Mike Gesicki,MIA,2.4,22.9,0.1,0.0,3.8
Cameron Brate,TB,1.9,20.5,0.1,0.0,3.7
Matt LaCosse,NE,1.9,21.3,0.1,0.0,3.5
Hunter Henry,LAC,1.7,21.6,0.1,0.0,3.5
Marcedes Lewis,GB,1.7,19.2,0.1,0.0,3.4
Ryan Izzo,NE,1.6,18.3,0.1,0.0,3.3
Jeff Heuerman,DEN,1.8,17.5,0.1,0.0,3.2
Ryan Griffin,NYJ,1.9,18.2,0.1,0.0,3.2
Nick Boyle,BAL,1.7,16.8,0.1,0.0,3.1
Kyle Rudolph,MIN,1.7,16.1,0.1,0.0,3.0
Blake Jarwin,DAL,1.5,16.6,0.1,0.0,2.7
Josh Hill,NO,1.7,14.9,0.1,0.0,2.7
Jesse James,DET,1.4,15.2,0.1,0.0,2.6
Irv Smith Jr.,MIN,1.4,14.8,0.1,0.0,2.6
Jonnu Smith,TEN,1.4,15.1,0.1,0.0,2.6
C.J. Uzomah,CIN,1.4,16.4,0.0,0.0,2.6
Demetrius Harris,CLE,1.6,14.2,0.1,0.0,2.5
Luke Willson,SEA,1.3,13.1,0.1,0.0,2.4
Maxx Williams,ARI,1.4,12.6,0.1,0.0,2.3
Nick Vannett,PIT,1.3,12.2,0.1,0.0,2.3
Charles Clay,ARI,1.2,12.8,0.1,0.0,2.2
Lance Kendricks,LAC,1.3,12.6,0.1,0.0,2.2
Garrett Dickerson,NYG,1.3,13.3,0.0,0.0,2.2
Logan Thomas,DET,1.2,11.3,0.1,0.0,2.1
Nick O'Leary,MIA,1.0,10.6,0.1,0.0,1.9
Kaden Smith,NYG,1.1,12.5,0.0,0.0,1.8
Virgil Green,LAC,0.9,9.5,0.1,0.0,1.8
Tanner Hudson,TB,0.7,7.6,0.1,0.0,1.7
Seth DeValve,JAC,1.0,10.9,0.0,0.0,1.7
Luke Stocker,ATL,1.0,9.2,0.0,0.0,1.6
Drew Sample,CIN,0.7,8.0,0.0,0.0,1.2
MyCole Pruitt,TEN,0.7,6.7,0.0,0.0,1.2
Deon Yelder,KC,0.6,7.2,0.0,0.0,1.2
Ross Dwelley,SF,0.7,6.4,0.0,0.0,1.2
Ian Thomas,CAR,0.6,6.4,0.0,0.0,1.1
Jacob Hollister,SEA,0.7,7.9,0.0,0.0,1.1
Zach Gentry,PIT,0.8,7.2,0.0,0.0,1.1
Blake Bell,KC,0.6,6.3,0.0,0.0,1.1
Durham Smythe,MIA,0.6,6.3,0.0,0.0,1.1
Jerome Cunningham,WAS,0.8,6.8,0.0,0.0,1.1
Stephen Anderson,LAC,0.4,5.0,0.0,0.0,0.9
Pharaoh Brown,CLE,0.6,6.2,0.0,0.0,0.9
Logan Paulsen,HOU,0.4,4.8,0.0,0.0,0.9
Dalton Schultz,DAL,0.4,4.6,0.0,0.0,0.7
Anthony Firkser,TEN,0.5,5.2,0.0,0.0,0.7
Chris Manhertz,CAR,0.4,4.6,0.0,0.0,0.7
Andrew Beck,DEN,0.5,4.6,0.0,0.0,0.7
Tyler Conklin,MIN,0.4,4.5,0.0,0.0,0.7
Daniel Brown,NYJ,0.5,4.1,0.0,0.0,0.6
Levine Toilolo,SF,0.3,4.4,0.0,0.0,0.6
Darrell Daniels,ARI,0.3,3.6,0.0,0.0,0.6
Ben Koyack,JAC,0.4,4.0,0.0,0.0,0.6
Trevon Wesco,NYJ,0.4,3.3,0.0,0.0,0.5
Antony Auclair,TB,0.2,2.2,0.0,0.0,0.3
Jaeden Graham,ATL,0.1,2.0,0.0,0.0,0.3
David Morgan,MIN,0.1,0.8,0.0,0.0,0.2
Cethan Carter,CIN,0.1,0.8,0.0,0.0,0.1
Troy Fumagalli,DEN,0.1,0.5,0.0,0.0,0.1
