Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
1,Christian McCaffrey,CAR,TB,1,9,1.2,0.6,23.1
2,Ezekiel Elliott,DAL,NYJ,1,4,2.1,0.6,19.5
3,Dalvin Cook,MIN,PHI,2,10,3.2,0.9,18.3
4,Nick Chubb,CLE,SEA,3,9,5.2,1.3,17.3
5,Leonard Fournette,JAC,NO,3,13,5.7,2.0,17.1
6,Alvin Kamara,NO,JAC,1,15,5.7,1.8,17.2
7,Aaron Jones,GB,DET,4,16,7.4,1.6,16.9
8,Le'Veon Bell,NYJ,DAL,1,14,7.7,2.0,16.7
9,David Johnson,ARI,ATL,6,17,9.5,2.3,15.9
10,Chris Carson,SEA,CLE,5,13,9.5,1.2,15.3
11,Mark Ingram,BAL,CIN,3,16,10.5,1.6,15.2
12,James Conner,PIT,LAC,7,21,12.7,2.1,15.1
13,Derrick Henry,TEN,DEN,2,20,13.1,1.8,15.0
14,Kerryon Johnson,DET,GB,7,18,13.4,1.9,14.5
15,Sony Michel,NE,NYG,8,22,15.8,2.3,14.4
16,Melvin Gordon,LAC,PIT,12,26,16.1,1.5,13.7
17,Austin Ekeler,LAC,PIT,11,24,16.7,1.9,13.6
18,Joe Mixon,CIN,BAL,15,26,18.9,1.9,13.2
19,Phillip Lindsay,DEN,TEN,13,23,18.9,2.1,12.9
20,Devonta Freeman,ATL,ARI,14,28,19.7,2.5,12.5
21,Damien Williams,KC,HOU,15,28,20.4,1.9,12.4
22,James White,NE,NYG,12,32,22.9,1.4,12.0
23,Malcolm Brown,LAR,SF,15,42,23.0,4.6,11.8
24,Matt Breida,SF,LAR,17,30,24.8,2.2,11.6
25,Adrian Peterson,WAS,MIA,18,30,26.0,2.3,11.4
26,Kenyan Drake,MIA,WAS,23,37,26.0,2.3,10.9
27,Carlos Hyde,HOU,KC,20,32,27.2,2.2,10.6
28,Royce Freeman,DEN,TEN,24,36,27.9,2.2,9.3
29,Jordan Howard,PHI,MIN,19,35,28.2,2.8,9.2
30,Tevin Coleman,SF,LAR,18,36,29.7,2.8,9.1
31,LeSean McCoy,KC,HOU,19,39,30.5,1.8,8.7
32,Chris Thompson,WAS,MIA,25,36,30.5,2.1,9.0
33,Ronald Jones II,TB,CAR,27,36,33.2,1.0,8.7
34,Miles Sanders,PHI,MIN,29,36,34.0,1.5,7.9
35,Duke Johnson,HOU,KC,31,39,34.9,1.2,7.6
36,Jonathan Hilliman,NYG,NE,29,46,36.8,3.3,7.1
37,Peyton Barber,TB,CAR,35,45,37.4,1.5,7.1
38,Chase Edmonds,ARI,ATL,30,44,38.0,2.2,6.7
39,Ito Smith,ATL,ARI,35,44,38.0,1.5,6.9
40,Latavius Murray,NO,JAC,33,51,41.4,2.7,6.3
41,Giovani Bernard,CIN,BAL,39,49,42.0,1.5,6.3
42,Rashaad Penny,SEA,CLE,38,48,42.5,1.7,5.2
43,Gus Edwards,BAL,CIN,36,50,42.5,2.3,5.4
44,Darrell Henderson,LAR,SF,38,64,45.9,5.0,4.1
45,Dion Lewis,TEN,DEN,42,53,45.9,2.3,4.1
46,Jamaal Williams,GB,DET,37,65,46.5,5.9,4.0
47,Raheem Mostert,SF,LAR,42,53,47.6,2.6,3.9
48,Tony Pollard,DAL,NYJ,41,57,48.3,3.2,3.8
49,Mark Walton,MIA,WAS,41,57,49.2,3.4,3.8
50,Alexander Mattison,MIN,PHI,44,55,49.6,2.2,3.8
51,Dare Ogunbowale,TB,CAR,46,60,51.4,2.4,3.7
52,Darrel Williams,KC,HOU,44,64,54.1,4.0,3.7
53,Elijhaa Penny,NYG,NE,40,58,50.8,4.0,3.7
54,Ty Johnson,DET,GB,48,57,54.2,2.2,3.6
55,Benny Snell Jr.,PIT,LAC,49,60,54.3,2.6,3.1
56,Justice Hill,BAL,CIN,48,64,55.4,3.8,3.1
57,Brandon Bolden,NE,NYG,47,63,56.5,4.3,3.0
58,Dontrell Hilliard,CLE,SEA,51,65,59.8,3.0,3.0
59,Kalen Ballage,MIA,WAS,42,79,58.7,5.9,3.0
60,C.J. Prosise,SEA,CLE,51,71,60.8,5.3,2.8
61,Ty Montgomery,NYJ,DAL,45,72,60.8,2.5,2.6
62,Ryquell Armstead,JAC,NO,55,81,62.7,3.9,2.6
63,J.D. McKissic,DET,GB,54,76,62.9,3.9,2.5
64,Reggie Bonnafon,CAR,TB,52,79,64.5,3.8,2.0
65,Wendell Smallwood,WAS,MIA,54,87,64.8,5.3,2.0
66,Tra Carson,GB,DET,53,90,64.7,7.5,2.0
67,D'Ernest Johnson,CLE,SEA,55,91,68.8,5.6,1.9
68,Ameer Abdullah,MIN,PHI,64,92,68.7,4.9,1.9
69,CJ Ham,MIN,PHI,56,78,69.6,2.9,1.8
70,Jeff Wilson,SF,LAR,55,93,72.1,5.9,1.4
71,Bilal Powell,NYJ,DAL,59,77,72.7,2.1,1.7
72,Alex Armah,CAR,TB,60,87,74.1,4.1,1.3
73,Dan Vitale,GB,DET,63,76,72.2,2.8,1.2
74,Derek Watt,LAC,PIT,61,77,73.5,2.7,1.2
75,Dwayne Washington,NO,JAC,62,82,75.5,3.8,1.2
76,Devontae Booker,DEN,TEN,68,85,74.6,4.7,1.2
77,Zach Line,NO,JAC,65,82,77.7,2.7,1.1
78,Boston Scott,PHI,MIN,63,94,77.7,7.8,1.0
