Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
1,New England (NE)NE DST,NE,NYG,1,2,1.0,0.0,12.3
2,Dallas (DAL)DAL DST,DAL,NYJ,2,7,3.1,1.0,10.0
3,Baltimore (BAL)BAL DST,BAL,CIN,2,9,3.3,1.1,9.0
4,Los Angeles (LAC)LAC DST,LAC,PIT,1,15,3.8,2.3,8.9
5,Carolina (CAR)CAR DST,CAR,TB,2,18,5.2,1.5,8.2
6,Washington (WAS)WAS DST,WAS,MIA,3,16,6.9,2.2,8.2
7,Tennessee (TEN)TEN DST,TEN,DEN,4,17,7.7,2.1,8.1
8,Green Bay (GB)GB DST,GB,DET,3,16,8.1,2.0,8.0
9,Denver (DEN)DEN DST,DEN,TEN,4,16,10.4,2.2,7.9
10,New Orleans (NO)NO DST,NO,JAC,7,17,11.6,2.2,7.9
11,Los Angeles (LAR)LAR DST,LAR,SF,6,20,12.0,3.1,7.5
12,Philadelphia (PHI)PHI DST,PHI,MIN,5,22,12.3,3.3,7.3
13,Jacksonville (JAC)JAC DST,JAC,NO,9,19,13.3,2.4,7.2
14,Minnesota (MIN)MIN DST,MIN,PHI,8,19,13.1,2.8,7.0
15,San Francisco (SF)SF DST,SF,LAR,2,24,13.9,4.5,7.0
16,Seattle (SEA)SEA DST,SEA,CLE,8,22,14.9,2.7,6.9
17,Pittsburgh (PIT)PIT DST,PIT,LAC,6,20,17.0,1.8,6.9
18,Miami (MIA)MIA DST,MIA,WAS,11,21,17.6,2.5,6.7
19,Tampa Bay (TB)TB DST,TB,CAR,8,22,18.9,1.7,6.5
20,Kansas City (KC)KC DST,KC,HOU,9,22,18.5,2.8,6.4
21,Cleveland (CLE)CLE DST,CLE,SEA,15,24,20.2,2.1,6.4
22,Atlanta (ATL)ATL DST,ATL,ARI,7,25,21.5,2.6,5.9
23,Detroit (DET)DET DST,DET,GB,16,26,23.0,1.2,5.7
24,Arizona (ARI)ARI DST,ARI,ATL,19,26,24.4,1.3,5.6
25,Houston (HOU)HOU DST,HOU,KC,18,27,24.8,1.4,5.6
26,New York (NYJ)NYJ DST,NYJ,DAL,21,28,26.0,1.4,5.5
27,Cincinnati (CIN)CIN DST,CIN,BAL,23,28,26.3,0.9,5.4
28,New York (NYG)NYG DST,NYG,NE,27,29,28.0,0.2,4.4
