Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
1,Travis Kelce,KC,HOU,1,3,1.1,0.4,15.0
2,Austin Hooper,ATL,ARI,1,4,2.6,0.7,12.3
3,George Kittle,SF,LAR,1,6,3.0,1.1,12.1
4,Zach Ertz,PHI,MIN,2,6,3.8,0.8,12.0
5,Mark Andrews,BAL,CIN,2,6,4.6,0.7,11.4
6,Will Dissly,SEA,CLE,4,7,6.4,0.5,9.8
7,Greg Olsen,CAR,TB,5,11,6.6,0.7,8.3
8,Jimmy Graham,GB,DET,8,12,8.3,0.6,7.0
9,Gerald Everett,LAR,SF,7,14,9.4,1.3,7.0
10,Delanie Walker,TEN,DEN,8,15,10.0,0.9,6.9
11,Jared Cook,NO,JAC,7,23,11.4,1.7,5.8
12,O.J. Howard,TB,CAR,9,19,13.2,1.5,5.7
13,Jason Witten,DAL,NYJ,10,18,13.3,1.4,5.6
14,Vance McDonald,PIT,LAC,11,25,14.6,1.1,5.5
15,T.J. Hockenson,DET,GB,10,21,14.7,2.6,5.2
16,Noah Fant,DEN,TEN,8,20,15.5,2.2,5.2
17,Tyler Eifert,CIN,BAL,14,24,18.2,2.0,4.8
18,Jordan Akins,HOU,KC,13,30,19.1,1.8,4.8
19,Dallas Goedert,PHI,MIN,13,27,20.6,2.2,4.7
20,Geoff Swaim,JAC,NO,16,35,22.1,4.9,4.3
21,Kyle Rudolph,MIN,PHI,17,31,22.4,3.0,4.4
22,Jeremy Sprinkle,WAS,MIA,13,52,24.2,5.6,4.4
23,Ricky Seals-Jones,CLE,SEA,16,40,24.7,5.0,4.2
24,Tyler Higbee,LAR,SF,21,35,25.5,3.2,4.2
25,Darren Fells,HOU,KC,18,34,27.0,3.9,4.0
26,Hayden Hurst,BAL,CIN,17,34,26.3,3.6,3.9
27,Cameron Brate,TB,CAR,17,33,26.5,3.3,3.9
28,Mike Gesicki,MIA,WAS,19,36,28.1,3.0,3.6
29,Hunter Henry,LAC,PIT,8,37,20.0,8.1,3.4
30,Matt LaCosse,NE,NYG,19,38,28.1,4.3,3.4
31,Rhett Ellison,NYG,NE,18,35,26.7,4.3,3.6
32,Irv Smith Jr.,MIN,PHI,25,50,32.9,5.2,3.2
33,C.J. Uzomah,CIN,BAL,28,43,34.2,3.1,3.2
34,Blake Jarwin,DAL,NYJ,29,44,36.0,3.0,3.1
35,Demetrius Harris,CLE,SEA,23,43,35.5,5.1,2.7
36,Ryan Izzo,NE,NYG,23,39,33.8,2.4,2.6
37,Ryan Griffin,NYJ,DAL,26,48,38.2,4.3,2.6
38,Marcedes Lewis,GB,DET,29,51,37.1,4.4,2.6
39,Josh Hill,NO,JAC,31,44,36.2,4.1,2.5
40,Jeff Heuerman,DEN,TEN,29,54,39.9,5.0,2.4
41,Jesse James,DET,GB,37,51,42.1,3.6,2.4
42,Jonnu Smith,TEN,DEN,34,47,40.7,3.2,2.4
43,Luke Willson,SEA,CLE,34,49,41.8,3.4,2.3
44,Nick Boyle,BAL,CIN,24,47,41.1,4.3,2.3
45,Maxx Williams,ARI,ATL,34,51,45.7,2.5,2.3
46,Virgil Green,LAC,PIT,24,54,45.8,4.7,2.3
47,Logan Thomas,DET,GB,40,56,47.8,4.4,2.2
48,Charles Clay,ARI,ATL,42,54,48.4,2.3,2.2
49,Nick O'Leary,MIA,WAS,44,58,51.4,3.4,2.1
50,Lance Kendricks,LAC,PIT,36,61,52.6,4.4,2.1
51,Nick Vannett,PIT,LAC,42,58,52.8,2.9,2.0
52,Seth DeValve,JAC,NO,25,59,51.0,5.8,2.0
53,Deon Yelder,KC,HOU,48,62,52.7,4.1,1.9
54,Drew Sample,CIN,BAL,48,60,55.1,2.8,1.9
55,Luke Stocker,ATL,ARI,48,61,55.3,3.0,1.9
56,Ross Dwelley,SF,LAR,30,62,51.8,7.0,1.8
57,Ian Thomas,CAR,TB,39,62,56.1,3.8,1.7
58,Pharaoh Brown,CLE,SEA,47,62,58.0,3.3,1.4
59,Durham Smythe,MIA,WAS,50,68,60.4,4.0,1.3
60,Kaden Smith,NYG,NE,42,61,55.3,5.4,1.4
61,Andrew Beck,DEN,TEN,49,64,60.0,2.2,1.1
62,Garrett Dickerson,NYG,NE,45,63,54.4,5.0,1.2
63,Levine Toilolo,SF,LAR,29,61,56.3,4.3,1.1
64,Blake Bell,KC,HOU,53,64,61.4,2.4,1.1
65,MyCole Pruitt,TEN,DEN,49,67,64.2,2.1,1.1
66,Jacob Hollister,SEA,CLE,48,68,62.8,7.6,1.0
67,Jerome Cunningham,WAS,MIA,60,65,64.3,0.9,1.0
68,Tyler Conklin,MIN,PHI,62,69,66.3,2.6,1.0
69,Antony Auclair,TB,CAR,56,72,64.0,8.0,1.0
70,Daniel Brown,NYJ,DAL,64,69,66.3,2.1,0.9
