Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
1,Julio Jones,ATL,ARI,1,5,1.2,0.4,16.7
2,DeAndre Hopkins,HOU,KC,1,4,2.0,0.4,16.5
3,Keenan Allen,LAC,PIT,1,7,3.7,0.9,16.3
4,Michael Thomas,NO,JAC,1,21,4.1,1.3,15.1
5,Cooper Kupp,LAR,SF,2,11,4.7,0.7,14.4
6,Amari Cooper,DAL,NYJ,3,9,6.2,0.9,14.1
7,Chris Godwin,TB,CAR,3,11,6.6,1.1,13.7
8,Odell Beckham Jr.,CLE,SEA,4,21,8.6,1.4,13.3
9,Adam Thielen,MIN,PHI,6,14,8.9,0.8,13.2
10,Julian Edelman,NE,NYG,7,16,11.2,1.5,14.4
11,Tyler Lockett,SEA,CLE,7,16,11.4,2.0,12.9
12,Tyler Boyd,CIN,BAL,6,20,12.9,2.0,12.8
13,Mike Evans,TB,CAR,8,20,13.3,2.0,12.6
14,Larry Fitzgerald,ARI,ATL,9,21,13.6,2.2,13.4
15,Tyreek Hill,KC,HOU,8,32,14.2,4.3,12.5
16,Kenny Golladay,DET,GB,13,29,16.8,2.0,12.5
17,Josh Gordon,NE,NYG,13,26,17.4,2.4,13.1
18,Will Fuller,HOU,KC,13,26,17.9,2.1,11.8
19,Robert Woods,LAR,SF,9,43,19.5,2.5,12.8
20,D.J. Chark,JAC,NO,15,27,20.1,2.5,11.4
21,Terry McLaurin,WAS,MIA,12,38,22.6,4.5,12.4
22,Stefon Diggs,MIN,PHI,13,33,22.7,2.1,11.3
23,Brandin Cooks,LAR,SF,16,32,23.1,3.4,11.0
24,Calvin Ridley,ATL,ARI,18,39,23.4,2.5,10.9
25,JuJu Smith-Schuster,PIT,LAC,17,39,25.0,3.2,10.9
26,Michael Gallup,DAL,NYJ,13,31,26.1,2.9,10.9
27,D.J. Moore,CAR,TB,16,35,26.6,3.0,10.3
28,Courtland Sutton,DEN,TEN,17,37,26.6,2.8,10.7
29,Jarvis Landry,CLE,SEA,19,40,29.7,2.9,10.2
