Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
30,Alshon Jeffery,PHI,MIN,22,37,29.9,2.2,10.4
31,Curtis Samuel,CAR,TB,22,38,30.1,2.2,10.2
32,Mike Williams,LAC,PIT,19,43,33.5,2.6,10.1
33,Dede Westbrook,JAC,NO,26,40,34.1,2.9,10.0
34,Emmanuel Sanders,DEN,TEN,25,40,34.8,2.0,10.3
35,Marvin Jones,DET,GB,26,46,35.4,3.4,9.5
36,Marquez Valdes-Scantling,GB,DET,29,46,36.6,3.7,9.7
37,Mohamed Sanu,ATL,ARI,29,43,37.3,2.5,9.1
38,Robby Anderson,NYJ,DAL,28,50,40.1,3.0,9.6
39,D.K. Metcalf,SEA,CLE,35,51,40.6,3.0,9.0
40,Demarcus Robinson,KC,HOU,22,71,42.1,5.8,9.5
41,Preston Williams,MIA,WAS,32,55,42.1,4.5,8.8
42,Golden Tate,NYG,NE,37,50,43.1,2.5,8.6
43,Geronimo Allison,GB,DET,34,51,44.2,2.9,9.4
44,Jamison Crowder,NYJ,DAL,35,54,44.6,4.0,9.1
45,Auden Tate,CIN,BAL,33,52,44.8,2.5,8.5
46,Mecole Hardman,KC,HOU,26,62,45.9,4.3,8.5
47,Diontae Johnson,PIT,LAC,39,56,49.0,3.0,8.3
48,Corey Davis,TEN,DEN,46,66,51.2,3.2,8.6
49,A.J. Brown,TEN,DEN,43,71,52.2,4.8,7.9
50,Devante Parker,MIA,WAS,40,66,53.0,5.4,8.0
51,Deebo Samuel,SF,LAR,44,59,53.0,3.4,7.7
52,Darius Slayton,NYG,NE,41,76,54.4,5.3,7.3
53,Marquise Goodwin,SF,LAR,49,62,54.7,2.8,7.0
54,KeeSean Johnson,ARI,ATL,38,73,56.4,7.2,6.7
55,Paul Richardson,WAS,MIA,49,64,56.6,3.6,7.9
56,Nelson Agholor,PHI,MIN,40,93,57.6,5.1,7.4
57,Keke Coutee,HOU,KC,43,80,56.6,6.7,7.3
58,Willie Snead,BAL,CIN,42,66,55.6,5.6,7.2
59,Chris Conley,JAC,NO,51,77,62.5,4.4,7.2
60,Demaryius Thomas,NYJ,DAL,51,77,62.5,4.8,6.4
61,Trey Quinn,WAS,MIA,50,70,62.9,3.7,6.3
62,Jakobi Meyers,NE,NYG,42,77,63.0,5.7,6.2
63,Byron Pringle,KC,HOU,33,80,65.1,8.1,6.1
64,Dante Pettis,SF,LAR,55,71,65.1,3.1,6.8
65,Ted Ginn,NO,JAC,49,83,65.6,5.0,5.9
66,Randall Cobb,DAL,NYJ,47,89,64.4,7.5,6.1
67,Albert Wilson,MIA,WAS,36,76,66.7,4.4,6.2
68,Adam Humphries,TEN,DEN,63,81,69.2,2.9,6.2
69,Danny Amendola,DET,GB,56,86,69.3,5.3,5.6
70,Miles Boykin,BAL,CIN,46,104,70.9,10.3,5.3
71,Marquise Brown,BAL,CIN,24,64,37.0,11.1,6.1
72,Antonio Callaway,CLE,SEA,57,100,74.7,7.3,6.0
73,Cody Latimer,NYG,NE,59,89,74.0,4.8,5.9
74,Christian Kirk,ARI,ATL,25,93,45.1,18.6,6.1
75,David Moore,SEA,CLE,65,108,77.7,6.8,5.9
76,Trent Sherfield,ARI,ATL,53,105,79.7,9.7,4.7
77,Mack Hollins,PHI,MIN,63,86,78.5,3.4,5.6
78,DaeSean Hamilton,DEN,TEN,69,111,82.3,7.7,5.8
79,Olabisi Johnson,MIN,PHI,64,104,78.6,6.7,4.6
80,Jarius Wright,CAR,TB,68,106,81.3,7.0,4.6
81,Damion Willis,CIN,BAL,56,103,79.8,7.5,4.1
82,Jake Kumerow,GB,DET,56,98,78.2,10.6,4.0
83,Jaron Brown,SEA,CLE,67,91,80.9,3.3,5.0
84,Seth Roberts,BAL,CIN,68,93,81.0,7.4,4.8
85,Travis Benjamin,LAC,PIT,69,88,83.0,3.4,3.9
86,Richie James,SF,LAR,68,101,88.0,4.9,3.7
87,Kendrick Bourne,SF,LAR,79,96,87.9,3.4,4.6
88,Steven Sims,WAS,MIA,72,127,89.9,12.6,3.6
89,Pharoh Cooper,ARI,ATL,75,100,89.5,4.7,4.3
90,Alex Erickson,CIN,BAL,74,99,87.7,7.1,4.2
91,Josh Reynolds,LAR,SF,71,115,92.2,9.6,4.2
92,Bobo Wilson,TB,CAR,80,109,92.7,5.5,3.4
93,Marqise Lee,JAC,NO,82,98,92.2,3.1,4.1
94,Andy Isabella,ARI,ATL,76,109,94.3,8.1,3.4
95,Tajae Sharpe,TEN,DEN,88,102,96.1,3.5,4.1
96,Damiere Byrd,ARI,ATL,49,112,90.4,13.6,3.8
97,Johnny Holton,PIT,LAC,71,108,92.3,9.4,3.0
98,Devin Smith,DAL,NYJ,76,116,93.5,10.5,3.0
99,Damion Ratley,CLE,SEA,87,119,99.0,5.4,2.9
100,Justin Hardy,ATL,ARI,75,127,97.6,9.8,3.9
101,Rashard Higgins,CLE,SEA,52,111,91.0,12.2,3.6
102,Ryan Switzer,PIT,LAC,79,115,101.8,5.9,3.4
103,Laquon Treadwell,MIN,PHI,89,125,105.6,7.7,3.6
104,Keelan Cole,JAC,NO,96,120,106.1,7.2,3.6
105,Josh Bellamy,NYJ,DAL,90,121,107.6,7.2,2.7
106,Tavon Austin,DAL,NYJ,93,112,103.8,4.5,3.4
107,Marvin Hall,DET,GB,91,128,101.9,8.3,3.2
108,Kelvin Harmon,WAS,MIA,93,123,102.9,7.2,2.5
109,Geremy Davis,LAC,PIT,102,119,107.4,5.1,2.4
110,Austin Carr,NO,JAC,90,125,106.7,9.7,2.4
111,Cody Core,NYG,NE,88,122,107.1,7.1,3.1
112,Vyncint Smith,NYJ,DAL,90,120,107.1,7.0,2.3
113,Scott Miller,TB,CAR,83,125,111.4,9.2,2.3
114,Allen Hurns,MIA,WAS,79,121,109.6,5.6,2.8
115,J.J. Arcega-Whiteside,PHI,MIN,86,124,113.7,5.6,1.8
116,Donte Moncrief,PIT,LAC,75,121,110.5,10.7,2.9
117,Braxton Berrios,NYJ,DAL,95,130,114.5,7.6,1.8
118,Russell Gage,ATL,ARI,95,124,115.4,4.7,1.7
119,Malik Turner,SEA,CLE,105,122,115.5,3.9,1.6
120,Justin Watson,TB,CAR,104,129,119.5,7.2,1.7
121,Darrius Shepherd,GB,DET,99,124,115.8,5.7,1.6
122,Chris Moore,BAL,CIN,94,129,115.9,10.0,2.1
123,Gunner Olszewski,NE,NYG,99,129,117.7,9.0,1.4
124,Darius Jennings,TEN,DEN,108,127,119.8,5.4,2.1
125,Allen Lazard,GB,DET,111,127,121.2,3.6,1.4
126,Deonte Harris,NO,JAC,103,132,120.2,9.5,1.2
127,Isaiah Ford,MIA,WAS,104,124,119.9,2.8,1.2
128,Tyler Ervin,JAC,NO,105,124,110.5,7.8,0
129,Stanley Morgan Jr.,CIN,BAL,106,128,120.7,6.8,1.0
130,Taywan Taylor,CLE,SEA,109,131,116.5,9.0,1.7
131,Drew Morgan,FA,,94,107,100.5,6.5,0.8
132,DeAndre Carter,HOU,KC,111,130,124.6,6.0,0.8
133,De'Anthony Thomas,KC,HOU,100,132,126.7,3.0,1.6
134,Jordan Matthews,SF,LAR,106,131,128.0,1.9,1.5
135,Andre Patton,LAC,PIT,118,130,123.8,4.9,0.6
136,Diontae Spencer,DEN,TEN,114,131,127.7,2.7,0.6
137,Ray-Ray McCloud,CAR,TB,117,132,126.5,5.9,0.6
138,Lil'Jordan Humphrey,NO,JAC,126,133,130.5,2.7,0.5
