Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Baltimore (BAL)BAL DST,BAL,CIN,1,5,1.8,1.0
2,Arizona (ARI)ARI DST,ARI,OAK,1,9,2.2,1.2
3,Los Angeles (LAC)LAC DST,LAC,DEN,1,10,3.3,1.8
4,Chicago (CHI)CHI DST,CHI,MIN,1,8,4.6,1.5
5,Houston (HOU)HOU DST,HOU,WAS,3,16,5.0,1.2
6,Pittsburgh (PIT)PIT DST,PIT,JAC,1,8,5.3,1.1
7,Carolina (CAR)CAR DST,CAR,DET,2,10,6.6,1.1
8,Minnesota (MIN)MIN DST,MIN,CHI,3,12,8.1,1.1
9,Washington (WAS)WAS DST,WAS,HOU,4,13,8.8,1.6
10,New York (NYG)NYG DST,NYG,TB,8,19,11.1,1.6
11,Indianapolis (IND)IND DST,IND,TEN,9,19,11.8,1.7
12,Tennessee (TEN)TEN DST,TEN,IND,7,24,12.7,2.6
13,Jacksonville (JAC)JAC DST,JAC,PIT,10,24,13.6,2.2
14,Seattle (SEA)SEA DST,SEA,GB,7,20,14.4,1.8
15,Atlanta (ATL)ATL DST,ATL,DAL,6,22,14.8,2.9
16,Green Bay (GB)GB DST,GB,SEA,10,25,15.6,1.8
17,Cincinnati (CIN)CIN DST,CIN,BAL,9,22,18.3,2.6
18,New Orleans (NO)NO DST,NO,PHI,8,24,18.5,3.9
19,Oakland (OAK)OAK DST,OAK,ARI,11,23,18.1,2.3
20,Tampa Bay (TB)TB DST,TB,NYG,8,25,18.3,1.9
21,Dallas (DAL)DAL DST,DAL,ATL,12,25,19.2,1.7
22,Denver (DEN)DEN DST,DEN,LAC,13,23,19.9,2.6
23,Los Angeles (LAR)LAR DST,LAR,KC,16,27,22.5,2.0
24,Detroit (DET)DET DST,DET,CAR,18,26,23.8,0.9
25,Philadelphia (PHI)PHI DST,PHI,NO,19,26,25.0,0.7
26,Kansas City (KC)KC DST,KC,LAR,14,26,25.0,2.2
