Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Patrick Mahomes,KC,LAR,1,4,1.2,0.5
2,Drew Brees,NO,PHI,1,5,2.7,1.0
3,Jared Goff,LAR,KC,1,5,2.8,0.9
4,Cam Newton,CAR,DET,1,10,3.9,1.0
5,Carson Wentz,PHI,NO,3,8,4.7,1.1
6,Matt Ryan,ATL,DAL,4,15,6.8,1.0
7,Aaron Rodgers,GB,SEA,5,13,7.3,1.3
8,Andrew Luck,IND,TEN,6,11,7.9,1.4
9,Russell Wilson,SEA,GB,5,12,9.1,1.2
10,Deshaun Watson,HOU,WAS,5,21,9.5,1.4
11,Ryan Fitzpatrick,TB,NYG,5,17,11.5,1.7
12,Ben Roethlisberger,PIT,JAC,7,16,12.6,1.4
13,Mitch Trubisky,CHI,MIN,6,19,13.5,1.9
14,Dak Prescott,DAL,ATL,11,19,14.4,1.7
15,Philip Rivers,LAC,DEN,12,20,14.6,1.4
16,Marcus Mariota,TEN,IND,11,19,15.7,2.0
17,Kirk Cousins,MIN,CHI,9,22,16.3,2.3
18,Eli Manning,NYG,TB,9,20,17.2,1.4
19,Matthew Stafford,DET,CAR,16,21,19.4,0.7
20,Lamar Jackson,BAL,CIN,15,27,19.9,2.7
21,Blake Bortles,JAC,PIT,17,24,20.7,0.8
22,Josh Rosen,ARI,OAK,20,25,22.1,0.8
23,Alex Smith,WAS,HOU,20,25,23.1,0.8
24,Case Keenum,DEN,LAC,21,26,23.3,0.9
25,Andy Dalton,CIN,BAL,22,26,24.9,0.7
26,Derek Carr,OAK,ARI,24,29,25.9,0.5
27,Taysom Hill,NO,PHI,27,29,27.3,0.5
28,Robert Griffin,BAL,CIN,26,30,27.8,0.7
29,Jameis Winston,TB,NYG,28,30,28.8,0.6
30,Cody Kessler,JAC,PIT,27,31,29.9,0.5
31,Jeff Driskel,CIN,BAL,29,31,30.6,0.7
32,Taylor Heinicke,CAR,DET,32,39,35.5,3.5
