Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Michael Thomas,NO,PHI,1,2,1,0.2
2,Odell Beckham Jr.,NYG,TB,1,4,2,0.4
3,DeAndre Hopkins,HOU,WAS,2,12,3.7,1.2
4,Tyreek Hill,KC,LAR,2,8,4.5,1.2
5,Adam Thielen,MIN,CHI,3,11,5,1.6
6,Julio Jones,ATL,DAL,3,11,6.8,1.2
7,Antonio Brown,PIT,JAC,4,13,6.9,1.5
8,Davante Adams,GB,SEA,3,11,7.7,1.6
9,Robert Woods,LAR,KC,4,10,8.6,0.9
10,Brandin Cooks,LAR,KC,5,12,10.1,1.7
11,Keenan Allen,LAC,DEN,4,23,11.1,2.4
12,Mike Evans,TB,NYG,6,19,12.1,1.7
13,JuJu Smith-Schuster,PIT,JAC,11,25,14.4,2.3
14,Emmanuel Sanders,DEN,LAC,12,22,16.3,2.4
15,Corey Davis,TEN,IND,6,24,16.5,2.2
16,T.Y. Hilton,IND,TEN,11,24,16.5,2.5
17,Kenny Golladay,DET,CAR,12,26,17.6,2.9
18,Stefon Diggs,MIN,CHI,12,23,17.7,2.2
19,Larry Fitzgerald,ARI,OAK,9,33,17.9,2.7
20,Alshon Jeffery,PHI,NO,12,25,18,4.1
21,Amari Cooper,DAL,ATL,13,26,20.5,2.5
22,Tyler Boyd,CIN,BAL,14,29,20.6,2
23,Sterling Shepard,NYG,TB,19,33,24.5,3
24,Tyler Lockett,SEA,GB,22,47,25.3,2.6
25,Marquez Valdes-Scantling,GB,SEA,20,48,25.3,2
26,Allen Robinson,CHI,MIN,17,37,26.4,2.7
27,John Brown,BAL,CIN,21,42,28.3,5.3
28,Calvin Ridley,ATL,DAL,16,34,29.5,3.4
29,DeSean Jackson,TB,NYG,25,38,29.9,2.2
30,Golden Tate,PHI,NO,15,37,30,3.5
31,Courtland Sutton,DEN,LAC,24,63,31,3.7
32,Doug Baldwin,SEA,GB,24,50,31.6,3.2
33,Devin Funchess,CAR,DET,19,40,33.8,4.1
34,Demaryius Thomas,HOU,WAS,27,47,33.9,2.3
35,Christian Kirk,ARI,OAK,31,54,35.5,3
36,Anthony Miller,CHI,MIN,29,44,36.2,2.8
37,Michael Crabtree,BAL,CIN,26,53,36.6,2.8
38,Donte Moncrief,JAC,PIT,35,49,41,2.4
39,Chris Godwin,TB,NYG,32,52,41.9,4.4
40,Josh Reynolds,LAR,KC,29,61,42.7,3.8
41,Mohamed Sanu,ATL,DAL,38,53,42.8,2
42,Dede Westbrook,JAC,PIT,36,50,43,2.9
43,Tyrell Williams,LAC,DEN,35,50,43.2,3.2
44,Tre'Quan Smith,NO,PHI,26,61,43.5,4.1
45,Willie Snead,BAL,CIN,34,61,42.5,6.1
46,D.J. Moore,CAR,DET,27,52,45.4,4
47,Maurice Harris,WAS,HOU,34,57,48.8,3.8
48,Cole Beasley,DAL,ATL,38,56,49.8,3.2
49,Keke Coutee,HOU,WAS,44,62,50.3,4
50,Nelson Agholor,PHI,NO,27,59,51,5.1
51,David Moore,SEA,GB,28,57,49.1,3.6
52,Sammy Watkins,KC,LAR,24,61,36.5,10.6
53,Taylor Gabriel,CHI,MIN,41,65,51.8,3.1
54,John Ross,CIN,BAL,38,66,54.1,3
55,Mike Williams,LAC,DEN,28,65,54.4,3.8
56,Josh Doctson,WAS,HOU,47,63,56.5,2.6
57,Adam Humphries,TB,NYG,45,62,55.3,2.3
58,Seth Roberts,OAK,ARI,44,65,56.6,3.7
59,Brandon LaFell,OAK,ARI,50,65,59.3,3.3
60,Michael Gallup,DAL,ATL,51,61,57.6,2.5
61,Curtis Samuel,CAR,DET,56,81,61.3,2.1
62,Chris Conley,KC,LAR,53,75,65.5,4.8
63,Ryan Grant,IND,TEN,58,77,65,3.4
64,Dontrelle Inman,IND,TEN,49,71,65,3.2
65,Allen Hurns,DAL,ATL,61,84,68,4.7
66,TJ Jones,DET,CAR,49,77,68.1,5.8
67,Laquon Treadwell,MIN,CHI,62,73,68.5,2.2
68,D.J. Chark,JAC,PIT,64,78,70.7,3.5
69,Keelan Cole,JAC,PIT,55,79,71.3,4.6
70,Equanimeous St. Brown,GB,SEA,51,82,70.4,6.4
71,Aldrick Robinson,MIN,CHI,57,95,64.5,4.5
72,Chester Rogers,IND,TEN,62,86,72.7,4.4
73,Tajae Sharpe,TEN,IND,55,81,72,6
74,Jarius Wright,CAR,DET,64,82,74,3
75,Bennie Fowler,NYG,TB,62,81,69,5
76,James Washington,PIT,JAC,70,92,78,4.3
77,Ryan Switzer,PIT,JAC,68,98,76.3,6.2
78,Jordan Matthews,PHI,NO,65,85,79,3.6
79,Demarcus Robinson,KC,LAR,62,89,76.5,6.1
80,Alex Erickson,CIN,BAL,69,87,77,3.7
81,Austin Carr,NO,PHI,65,98,75.8,5.3
82,Travis Benjamin,LAC,DEN,73,94,84.6,2.5
83,Cody Core,CIN,BAL,62,92,76.3,6.2
84,Michael Floyd,WAS,HOU,67,93,83.3,3.7
85,Jaron Brown,SEA,GB,79,107,85.9,2.4
86,Auden Tate,CIN,BAL,78,99,88.1,2.5
87,Chris Moore,BAL,CIN,79,104,88.1,5.5
88,Tim Patrick,DEN,LAC,82,108,93.4,3.5
89,Dwayne Harris,OAK,ARI,66,97,86.7,2.9
90,Marvin Hall,ATL,DAL,78,103,90.3,3.5
91,Cam Batson,TEN,IND,86,101,94.4,4.2
92,Brandon Powell,DET,CAR,87,103,96.1,3.9
93,Justin Hardy,ATL,DAL,83,103,93.5,3.6
94,Darius Jennings,TEN,IND,76,106,90.4,5.1
95,Brandon Marshall,NO,PHI,72,115,90.4,7.1
96,Josh Bellamy,CHI,MIN,87,111,95,5.8
97,J'Mon Moore,GB,SEA,89,109,98.6,4.7
98,Zach Pascal,IND,TEN,71,110,99.5,3.9
99,J.,ARI,OAK,84,106,92.3,7.2
100,Darrius Heyward-Bey,PIT,JAC,91,119,100.9,4.6
101,DaeSean Hamilton,DEN,LAC,75,110,93.4,9.5
102,Russell Shepard,NYG,TB,93,111,98.6,4.4
103,Chad Beebe,MIN,CHI,97,135,107.1,5.7
104,Keith Kirkwood,NO,PHI,93,118,103.2,6.2
105,Vyncint Smith,HOU,WAS,100,131,107.6,5.8
106,Rashad Greene,JAC,PIT,93,102,97.1,1.6
107,Nick Williams,LAR,KC,79,104,89.4,7.7
108,Brian Quick,WAS,HOU,91,111,100.7,5.2
109,Marcell Ateman,OAK,ARI,80,103,98.2,4.3
110,Noah Brown,DAL,ATL,90,110,105.5,5.7
111,Sammie Coates,HOU,WAS,103,113,106.5,2.4
112,Dan Arnold,NO,PHI,90,113,106.4,8.5
113,Corey Coleman,NYG,TB,85,116,105.3,12
114,Damiere Byrd,CAR,DET,108,114,110.8,2.6
115,Kevin White,CHI,MIN,104,122,111,6.1
116,Trent Sherfield,ARI,OAK,97,121,112,9.4
117,Andy Jones,DET,CAR,99,115,109.5,6.3
118,Justin Hunter,PIT,JAC,105,113,110.5,3.2
119,Saeed Blacknall,OAK,ARI,113,122,117.8,3.3
120,Justin Watson,TB,NYG,112,121,116.3,3.3
121,River Cracraft,DEN,LAC,105,127,118.4,5.4
122,Jawill Davis,NYG,TB,118,120,118.5,0.9
123,Khadarel Hodge,LAR,KC,115,126,120.4,3.8
