Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,DeAndre Hopkins,ARI,DET,1,2,1.0,0.2,17.7,0.04000000000000001
2,Tyreek Hill,KC,BAL,2,9,2.9,1.4,16.0,0.9799999999999999
3,Calvin Ridley,ATL,CHI,2,10,3.4,1.3,15.7,0.8450000000000001
4,Allen Robinson II,CHI,ATL,3,21,5.1,1.8,14.2,1.08
5,Amari Cooper,DAL,SEA,3,15,6.3,2.4,13.9,1.92
6,Adam Thielen,MIN,TEN,2,12,7.6,2.3,13.8,2.6449999999999996
7,D.K. Metcalf,SEA,DAL,4,14,8.3,1.9,13.7,0.9025
8,Mike Evans,TB,DEN,3,18,9.7,2.7,13.7,2.43
9,Tyler Lockett,SEA,DAL,5,16,9.9,2.4,13.6,1.152
10,Chris Godwin,TB,DEN,1,48,10.5,5.6,13.1,31.359999999999996
11,Terry McLaurin,WAS,CLE,6,18,10.6,2.7,13.1,1.215
12,JuJu Smith-Schuster,PIT,HOU,6,19,12.3,2.5,13.1,1.0416666666666667
13,D.J. Moore,CAR,LAC,6,26,13.9,2.8,12.8,1.3066666666666664
14,Julio Jones,ATL,CHI,1,68,16.8,14.5,12.8,210.25
15,Odell Beckham Jr.,CLE,WAS,2,25,17.2,2.9,12.6,4.205
16,Diontae Johnson,PIT,HOU,11,25,17.3,3.3,12.3,0.9899999999999999
17,Cooper Kupp,LAR,BUF,12,40,17.3,3.5,12.3,1.0208333333333333
18,Robert Woods,LAR,BUF,12,50,18.4,5.2,12.0,2.2533333333333334
19,Keenan Allen,LAC,CAR,6,29,18.6,2.4,12.2,0.96
20,Stefon Diggs,BUF,LAR,8,31,19.4,3.0,12.0,1.125
21,Marquise Brown,BAL,KC,15,31,20.7,2.8,11.9,0.5226666666666666
22,Julian Edelman,NE,LV,13,30,22.5,3.0,11.8,0.6923076923076923
23,T.Y. Hilton,IND,NYJ,12,37,23.2,3.5,11.3,1.0208333333333333
24,CeeDee Lamb,DAL,SEA,18,31,24.4,3.2,11.2,0.568888888888889
25,Kenny Golladay,DET,ARI,7,103,25.9,17.2,11.1,42.262857142857136
26,Michael Gallup,DAL,SEA,20,36,27.1,3.4,11.1,0.578
27,Tyler Boyd,CIN,PHI,21,43,27.7,2.9,11.0,0.4004761904761905
28,DeVante Parker,MIA,JAC,16,46,28.1,4.9,10.7,1.5006250000000003
29,A.J. Green,CIN,PHI,13,41,29.2,3.3,10.6,0.8376923076923076
30,Darius Slayton,NYG,SF,19,38,30.2,2.6,10.5,0.35578947368421054
31,John Brown,BUF,LAR,22,39,32.8,3.0,10.5,0.4090909090909091
32,Marvin Jones Jr.,DET,ARI,26,42,33.0,3.7,10.4,0.5265384615384616
33,Corey Davis,TEN,MIN,17,41,33.9,3.0,9.8,0.5294117647058824
34,Jarvis Landry,CLE,WAS,23,45,33.9,3.4,9.9,0.5026086956521738
35,DeSean Jackson,PHI,CIN,24,45,34.3,4.1,9.7,0.7004166666666666
