Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Ezekiel Elliott,DAL,SEA,1,5,1.6,0.8,19.7,0.6400000000000001
2,Alvin Kamara,NO,GB,1,5,1.7,0.7,17.8,0.48999999999999994
3,Derrick Henry,TEN,MIN,1,10,3.5,1.8,17.7,3.24
4,Jonathan Taylor,IND,NYJ,3,10,4.7,1.4,17.5,0.6533333333333332
5,Dalvin Cook,MIN,TEN,3,8,5.4,1.2,17.2,0.48
6,Miles Sanders,PHI,CIN,2,15,5.7,1.9,16.9,1.805
7,Aaron Jones,GB,NO,3,10,6.7,1.3,16.0,0.5633333333333334
8,Kenyan Drake,ARI,DET,4,12,8.6,1.4,16.0,0.48999999999999994
9,Josh Jacobs,LV,NE,5,13,9.4,2.0,15.5,0.8
10,Nick Chubb,CLE,WAS,6,16,10.2,1.6,15.2,0.42666666666666675
11,Austin Ekeler,LAC,CAR,6,17,10.7,2.1,15.2,0.735
12,Clyde Edwards-Helaire,KC,BAL,8,18,12.0,1.8,14.7,0.405
13,Chris Carson,SEA,DAL,6,19,12.2,1.7,14.7,0.48166666666666663
14,James Conner,PIT,HOU,8,26,13.9,2.0,14.7,0.5
15,Joe Mixon,CIN,PHI,11,22,14.7,1.5,14.2,0.20454545454545456
16,James Robinson,JAC,MIA,15,28,17.0,1.8,14.1,0.21600000000000003
17,David Montgomery,CHI,ATL,13,24,18.6,2.7,13.4,0.5607692307692308
18,Kareem Hunt,CLE,WAS,14,25,18.9,2.0,12.8,0.2857142857142857
19,Todd Gurley II,ATL,CHI,11,27,19.0,2.5,12.6,0.5681818181818182
20,Devin Singletary,BUF,LAR,16,27,19.9,2.7,12.1,0.45562500000000006
21,Melvin Gordon III,DEN,TB,17,32,20.8,1.8,11.4,0.19058823529411767
22,David Johnson,HOU,PIT,14,26,22.3,2.5,10.8,0.44642857142857145
23,Leonard Fournette,TB,DEN,17,36,23.1,3.1,10.7,0.565294117647059
24,Joshua Kelley,LAC,CAR,17,42,24.1,3.0,10.6,0.5294117647058824
25,Mark Ingram II,BAL,KC,16,37,24.9,2.0,10.4,0.25
26,Antonio Gibson,WAS,CLE,19,29,25.7,2.1,10.1,0.23210526315789473
27,Jerick McKinnon,SF,NYG,16,46,26.4,3.2,8.9,0.6400000000000001
28,Mike Davis,CAR,LAC,19,37,27.8,2.9,8.7,0.44263157894736843
29,Darrell Henderson,LAR,BUF,23,38,29.4,2.5,8.7,0.2717391304347826
30,J.K. Dobbins,BAL,KC,24,42,31.3,3.4,8.6,0.48166666666666663
31,D'Andre Swift,DET,ARI,28,38,32.2,2.1,8.2,0.1575
32,Myles Gaskin,MIA,JAC,25,48,34.1,4.5,8.2,0.81
33,Ronald Jones II,TB,DEN,16,43,34.4,3.7,8.2,0.8556250000000001
34,Malcolm Brown,LAR,BUF,25,40,35.4,2.8,8.1,0.31359999999999993
35,Tarik Cohen,CHI,ATL,30,44,36.4,2.9,7.6,0.2803333333333333
36,Sony Michel,NE,LV,22,44,36.6,3.4,7.6,0.5254545454545454
37,Latavius Murray,NO,GB,31,51,37.5,2.8,7.0,0.2529032258064516
38,Dion Lewis,NYG,SF,28,68,37.8,4.5,7.1,0.7232142857142857
39,Nyheim Hines,IND,NYJ,22,49,37.9,4.2,6.9,0.8018181818181819
40,Jeff Wilson Jr.,SF,NYG,25,94,39.5,14.1,6.7,7.9524
41,Adrian Peterson,DET,ARI,34,55,41.1,2.6,6.5,0.19882352941176473
42,Frank Gore,NYJ,IND,33,51,41.3,2.0,6.5,0.12121212121212122
43,Chase Edmonds,ARI,DET,35,52,41.9,3.2,6.3,0.29257142857142865
44,Rex Burkhead,NE,LV,30,56,44.5,7.3,6.1,1.7763333333333333
45,Boston Scott,PHI,CIN,38,58,47.2,3.9,6.0,0.4002631578947368
46,Kerryon Johnson,DET,ARI,38,63,48.0,3.5,5.9,0.3223684210526316
47,Alexander Mattison,MIN,TEN,39,54,46.2,2.7,5.8,0.18692307692307694
48,Carlos Hyde,SEA,DAL,41,65,48.1,3.9,5.8,0.37097560975609756
49,Jordan Howard,MIA,JAC,30,55,48.1,3.8,5.4,0.48133333333333334
50,Benny Snell Jr.,PIT,HOU,32,65,52.3,4.5,5.4,0.6328125
51,Chris Thompson,JAC,MIA,43,65,50.9,3.7,4.9,0.31837209302325586
52,Wayne Gallman,NYG,SF,20,84,52.9,7.3,5.4,2.6645
53,Matt Breida,MIA,JAC,45,60,54.8,3.1,4.8,0.21355555555555558
54,Jamaal Williams,GB,NO,45,61,52.0,3.4,4.7,0.25688888888888883
55,Tony Pollard,DAL,SEA,47,66,55.1,3.6,4.7,0.27574468085106385
56,Giovani Bernard,CIN,PHI,44,64,56.1,3.8,4.6,0.3281818181818182
57,J.D. McKissic,WAS,CLE,47,64,56.3,4.1,4.6,0.3576595744680851
58,Gus Edwards,BAL,KC,44,83,59.8,6.6,4.5,0.9899999999999999
59,Peyton Barber,WAS,CLE,42,72,60.1,3.9,4.4,0.3621428571428571
60,Darrel Williams,KC,BAL,45,83,60.7,8.6,4.2,1.6435555555555554
61,Brian Hill,ATL,CHI,57,70,62.2,2.0,4.2,0.07017543859649122
62,LeSean McCoy,TB,DEN,51,78,62.3,4.7,4.1,0.43313725490196087
63,Royce Freeman,DEN,TB,50,69,63.3,2.9,4.1,0.16820000000000002
64,Jalen Richard,LV,NE,54,70,64.2,3.0,3.9,0.16666666666666666
65,Darwin Thompson,KC,BAL,61,74,67.3,3.3,3.7,0.1785245901639344
66,Jordan Wilkins,IND,NYJ,58,76,65.1,3.7,3.5,0.2360344827586207
67,Ito Smith,ATL,CHI,63,76,69.1,3.0,3.4,0.14285714285714285
68,Devonta Freeman,NYG,SF,40,105,66.1,15.2,3.1,5.776
69,Jaylen Samuels,PIT,HOU,57,81,71.0,5.2,2.8,0.47438596491228074
70,Kyle Juszczyk,SF,NYG,56,81,70.1,5.7,2.6,0.5801785714285714
71,Devontae Booker,LV,NE,54,77,70.6,4.6,2.5,0.3918518518518518
72,AJ Dillon,GB,NO,64,85,73.0,5.8,2.8,0.525625
73,Lamical Perine,NYJ,IND,57,80,73.1,4.5,2.5,0.35526315789473684
74,Travis Homer,SEA,DAL,66,84,76.1,3.3,2.2,0.16499999999999998
75,Corey Clement,PHI,CIN,62,92,76.0,7.1,2.3,0.8130645161290322
76,Reggie Bonnafon,CAR,LAC,54,97,74.8,11.5,2.2,2.449074074074074
77,J.J. Taylor,NE,LV,70,89,79.0,3.8,2.2,0.20628571428571427
78,Tyler Ervin,GB,NO,67,88,81.8,4.1,2.0,0.2508955223880597
79,Josh Adams,NYJ,IND,58,90,76.4,5.9,2.2,0.6001724137931035
80,JaMycal Hasty,SF,NYG,70,98,80.6,7.7,2.0,0.8470000000000001
81,Kalen Ballage,NYJ,IND,68,94,82.7,6.5,2.0,0.6213235294117647
82,Anthony McFarland Jr.,PIT,HOU,72,101,81.3,6.5,1.9,0.5868055555555556
83,T.J. Yeldon,BUF,LAR,53,92,74.4,9.7,1.6,1.7752830188679243
84,Patrick Laird,MIA,JAC,76,99,83.0,4.3,1.5,0.2432894736842105
85,Mike Boone,MIN,TEN,75,93,82.4,4.4,1.7,0.2581333333333334
86,Ryan Nall,CHI,ATL,77,99,86.0,5.5,1.4,0.39285714285714285
87,Ke'Shawn Vaughn,TB,DEN,77,98,86.8,5.9,1.2,0.45207792207792213
88,Darrynton Evans,TEN,MIN,52,99,78.9,10.7,1.2,2.201730769230769
89,C.J. Ham,MIN,TEN,82,96,90.5,3.8,1.3,0.17609756097560975
90,Trenton Cannon,CAR,LAC,75,100,88.9,6.7,1.1,0.5985333333333334
91,Eno Benjamin,ARI,DET,82,103,88.6,4.9,1.2,0.2928048780487805
92,Bryce Love,WAS,CLE,73,99,89.2,5.6,1.2,0.42958904109589036
93,Buddy Howell,HOU,PIT,81,101,91.1,4.3,1.1,0.2282716049382716
94,Jason Huntley,PHI,CIN,87,111,92.9,5.7,1.1,0.37344827586206897
95,Dare Ogunbowale,JAC,MIA,77,102,93.9,5.2,1.1,0.3511688311688312
96,Jakob Johnson,NE,LV,81,101,91.1,6.8,1.1,0.5708641975308641
97,Ameer Abdullah,MIN,TEN,90,98,95.0,2.2,0.9,0.053777777777777785
98,Jeremy McNichols,TEN,MIN,77,106,94.2,6.9,0.8,0.6183116883116884
99,C.J. Prosise,HOU,PIT,86,103,93.3,4.7,0.9,0.25686046511627914
100,Alex Armah,CAR,LAC,79,100,90.3,6.1,0.7,0.47101265822784805
101,Justice Hill,BAL,KC,77,98,93.0,2.8,0.8,0.10181818181818181
102,Alec Ingold,LV,NE,86,104,92.6,7.2,0.6,0.6027906976744186
103,Khari Blasingame,TEN,MIN,84,102,94.2,7.3,0.6,0.6344047619047619
104,Patrick Ricard,BAL,KC,84,101,94.4,5.5,0.6,0.3601190476190476
105,Qadree Ollison,ATL,CHI,79,103,93.5,10.1,0.5,1.29126582278481
106,Ryquell Armstead,JAC,MIA,92,99,94.3,2.9,0.3,0.09141304347826087
107,Taiwan Jones,BUF,LAR,87,107,95.3,8.3,0.2,0.7918390804597703
108,D'Ernest Johnson,CLE,WAS,90,108,101.4,5.8,0.1,0.37377777777777776
109,Reggie Gilliam,BUF,LAR,88,101,94.5,6.5,0.1,0.48011363636363635
110,Elijhaa Penny,NYG,SF,93,105,99.0,6.0,0.1,0.3870967741935484
111,Andy Janovich,CLE,WAS,92,112,102.0,10.0,0.1,1.0869565217391304
