Player Name,Team,rec_att,rec_yds,rec_tds,rush_att,rush_yds,rush_tds,fumbles,fpts
DeAndre Hopkins,ARI,7.6,96.1,0.7,0.1,0.5,0.0,0.1,17.7
Calvin Ridley,ATL,6.0,79.9,0.7,0.3,1.4,0.0,0.1,15.2
Amari Cooper,DAL,5.9,82.7,0.6,0.1,0.4,0.0,0.1,14.6
Tyreek Hill,KC,5.4,77.0,0.6,0.7,4.4,0.0,0.0,14.3
Tyler Lockett,SEA,5.5,76.2,0.6,0.2,1.1,0.0,0.0,14.0
Adam Thielen,MIN,5.4,75.0,0.6,0.2,0.9,0.0,0.0,13.6
D.K. Metcalf,SEA,4.8,72.4,0.7,0.1,0.3,0.0,0.1,13.5
Julian Edelman,NE,5.7,74.6,0.4,0.6,4.0,0.0,0.1,13.4
Allen Robinson II,CHI,5.9,74.0,0.5,0.2,0.8,0.0,0.1,13.4
Stefon Diggs,BUF,5.5,74.3,0.5,0.2,1.6,0.0,0.0,13.3
D.J. Moore,CAR,6.0,78.5,0.3,0.5,3.8,0.0,0.1,13.2
Chris Godwin,TB,5.3,74.0,0.5,0.0,0.3,0.0,0.0,13.1
Terry McLaurin,WAS,5.0,76.1,0.5,0.1,0.2,0.0,0.0,13.1
DeVante Parker,MIA,4.8,72.8,0.6,0.0,0.0,0.0,0.0,13.0
Mike Evans,TB,4.9,70.3,0.6,0.0,0.0,0.0,0.0,12.8
Keenan Allen,LAC,5.8,69.8,0.4,0.3,1.8,0.0,0.1,12.6
JuJu Smith-Schuster,PIT,5.3,67.9,0.5,0.0,0.1,0.0,0.0,12.5
Diontae Johnson,PIT,5.4,63.9,0.6,0.2,1.5,0.0,0.1,12.4
Cooper Kupp,LAR,5.1,65.7,0.5,0.4,2.2,0.0,0.0,12.2
Marquise Brown,BAL,4.6,63.6,0.5,0.3,2.4,0.0,0.0,12.0
Odell Beckham Jr.,CLE,4.7,65.5,0.5,0.1,0.6,0.0,0.0,12.0
Robert Woods,LAR,5.5,68.7,0.2,1.0,6.7,0.1,0.1,11.9
T.Y. Hilton,IND,4.8,66.9,0.5,0.0,0.0,0.0,0.0,11.9
Kenny Golladay,DET,4.5,66.4,0.5,0.0,0.2,0.0,0.0,11.8
Michael Gallup,DAL,4.2,67.1,0.4,0.0,0.1,0.0,0.0,11.4
Julio Jones,ATL,4.7,67.7,0.4,0.1,0.3,0.0,0.1,11.2
Marvin Jones Jr.,DET,4.4,59.0,0.5,0.1,0.2,0.0,0.0,11.1
Darius Slayton,NYG,4.0,57.0,0.5,0.0,0.2,0.0,0.0,10.7
Keelan Cole,JAC,4.2,58.5,0.5,0.1,0.4,0.0,0.1,10.7
A.J. Green,CIN,4.4,60.1,0.4,0.0,0.0,0.0,0.0,10.7
Tyler Boyd,CIN,4.8,57.0,0.4,0.1,0.8,0.0,0.0,10.6
