Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Status
1,Rob Gronkowski,NE,NYJ,1,5,1.3,1.0
2,Delanie Walker,TEN,JAC,2,6,2.7,1.3
3,Greg Olsen,CAR,ATL,1,6,3.2,1.2
4,Eric Ebron,DET,GB,2,18,5.5,2.8
5,Jimmy Graham,SEA,ARI,2,17,5.8,2.7
6,Jack Doyle,IND,HOU,2,15,6.4,2.3
7,Antonio Gates,LAC,OAK,2,19,7.0,2.7
8,Charles Clay,BUF,MIA,3,11,8.0,1.9
9,Kyle Rudolph,MIN,CHI,2,22,8.4,2.9
10,Vernon Davis,WAS,NYG,4,15,9.9,1.9
11,Benjamin Watson,BAL,CIN,8,25,13.5,3.1
12,Jason Witten,DAL,PHI,9,18,13.5,2.1
13,Cameron Brate,TB,NO,8,30,13.8,3.2
14,Jared Cook,OAK,LAC,10,21,13.7,2.5
15,Zach Ertz,PHI,DAL,2,43,17.4,7.3
16,Travis Kelce,KC,DEN,1,41,17.2,8.3
17,Austin Hooper,ATL,CAR,13,24,17.0,2.3
18,George Kittle,SF,LAR,12,37,19.0,4.4
19,Trey Burton,PHI,DAL,5,35,20.2,5.8
20,Maxx Williams,BAL,CIN,10,49,20.4,13.9
21,Rhett Ellison,NYG,WAS,11,33,20.8,5.1
22,Jesse James,PIT,CLE,12,29,21.1,4.2
23,Vance McDonald,PIT,CLE,9,36,21.6,4.6
24,Austin Seferian-Jenkins,NYJ,NE,12,55,22.5,7.6
25,Stephen Anderson,HOU,IND,11,32,23.5,4.5
26,David Njoku,CLE,PIT,10,32,24.1,4.4
27,Tyler Kroft,CIN,BAL,10,29,24.1,4.0
28,Lance Kendricks,GB,DET,16,49,25.1,6.1
29,Ricky Seals-Jones,ARI,SEA,11,36,26.5,5.3
30,Garrett Celek,SF,LAR,14,36,24.2,4.0
31,Demetrius Harris,KC,DEN,16,34,27.1,4.9
32,A.J. Derby,MIA,BUF,20,35,29.8,5.2
33,Adam Shaheen,CHI,MIN,20,100,39.4,16.9
34,Josh Hill,NO,TB,21,46,28.7,5.6
35,Seth DeValve,CLE,PIT,22,37,31.2,4.8
36,Jerell Adams,NYG,WAS,23,34,31.9,3.2
37,Jermaine Gresham,ARI,SEA,24,59,32.9,8.2
38,Marcedes Lewis,JAC,TEN,21,53,33.1,6.2
39,Tyler Higbee,LAR,SF,27,47,33.7,5.5
40,Dion Sims,CHI,MIN,21,45,33.7,6.7
41,Niles Paul,WAS,NYG,29,38,34.4,2.5
42,Eric Tomlinson,NYJ,NE,29,52,36.4,8.2
43,Gerald Everett,LAR,SF,25,46,37.4,7.3
44,James O'Shaughnessy,JAC,TEN,31,42,37.8,4.2
45,Jeff Heuerman,DEN,KC,38,47,40.8,3.3
46,Austin Traylor,DEN,KC,38,44,41.2,2.3
47,Virgil Green,DEN,KC,22,51,41.5,9.4
48,Jacob Hollister,NE,NYJ,21,73,42.9,20.8
49,Nick O'Leary,BUF,MIA,38,49,44.3,3.5
50,Sean McGrath,LAC,OAK,42,50,46.5,3.0
51,Anthony Fasano,MIA,BUF,30,66,46.8,13.0
52,Daniel Brown,CHI,MIN,33,62,47.4,10.1
53,Dwayne Allen,NE,NYJ,29,64,47.7,12.7
54,Neal Sterling,NYJ,NE,37,59,48.0,11.0
55,Nick Boyle,BAL,CIN,31,56,48.8,9.3
56,Brent Celek,PHI,DAL,23,99,53.4,21.6
57,Nick Vannett,SEA,ARI,39,66,53.8,12.2
58,Darren Fells,DET,GB,43,65,55.3,9.6
59,Jonnu Smith,TEN,JAC,49,69,55.8,7.8
60,Ross Travis,IND,HOU,42,66,56.0,7.9
61,Orson Charles,KC,DEN,48,68,56.3,8.3
62,Lee Smith,OAK,LAC,57,61,59.0,1.6
63,David Morgan,MIN,CHI,54,64,59.3,3.7
64,Luke Willson,SEA,ARI,55,73,60.0,7.5
65,James Hanna,DAL,PHI,51,78,60.3,12.5
66,Troy Niklas,ARI,SEA,40,73,61.0,14.9
67,Ed Dickson,CAR,ATL,47,74,62.2,9.2
68,C.J. Uzomah,CIN,BAL,61,67,63.5,2.2
69,Eric Saubert,ATL,CAR,58,72,64.7,5.7
70,Jeremy Sprinkle,WAS,NYG,32,91,64.8,21.1
71,Michael Roberts,DET,GB,64,67,65.3,1.2
72,Antony Auclair,TB,NO,50,79,68.0,12.8
73,Alan Cross,TB,NO,54,77,68.3,10.2
74,MarQueis Gray,MIA,BUF,66,71,68.5,2.5
75,Geoff Swaim,DAL,PHI,70,72,71.0,0.8
76,Derek Carrier,LAR,SF,69,74,71.5,2.5
77,Logan Thomas,BUF,MIA,62,90,76.0,14.0
78,Ryan Malleck,HOU,IND,72,81,76.3,3.7
79,Jeff Cumberland,LAC,OAK,75,79,77.0,2.0
80,Xavier Grimble,PIT,CLE,69,95,80.0,11.0
81,Luke Stocker,TEN,JAC,70,93,80.3,9.5
82,Ben Koyack,JAC,TEN,80,84,82.0,2.0
83,Emanuel Byrd,GB,DET,81,87,84.0,3.0
