Player Name,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Keenan Allen,LAC,0.0,0.4,0.0,6.7,89.1,0.6,0.0,19.3
Michael Thomas,NO,0.0,0.0,0.0,6.6,84.4,0.6,0.0,18.5
Julio Jones,ATL,0.0,0.0,0.0,6.0,90.8,0.6,0.0,18.4
A.J. Green,CIN,0.0,0.0,0.0,5.7,75.6,0.5,0.1,16.0
Mike Evans,TB,0.0,0.0,0.0,5.4,74.9,0.5,0.0,16.0
Jarvis Landry,MIA,0.2,0.8,0.0,6.5,64.1,0.5,0.1,15.6
Adam Thielen,MIN,0.0,0.1,0.0,5.3,69.6,0.5,0.1,14.9
Brandin Cooks,NE,0.3,1.6,0.0,4.5,69.6,0.6,0.0,14.9
Doug Baldwin,SEA,0.1,0.4,0.0,5.0,64.0,0.5,0.0,14.6
Marquise Goodwin,SF,0.1,0.4,0.0,4.9,71.2,0.4,0.0,14.5
Larry Fitzgerald,ARI,0.0,0.0,0.0,5.9,63.0,0.4,0.1,14.5
Demaryius Thomas,DEN,0.0,0.0,0.0,5.0,64.2,0.5,0.0,14.2
Marvin Jones,DET,0.0,0.0,0.0,4.0,65.9,0.6,0.0,14.0
Jamison Crowder,WAS,0.2,1.1,0.0,5.1,62.9,0.4,0.1,14.0
Robby Anderson,NYJ,0.0,0.3,0.0,4.7,63.7,0.4,0.0,13.8
T.Y. Hilton,IND,0.0,0.0,0.0,4.3,66.0,0.5,0.0,13.6
JuJu Smith-Schuster,PIT,0.0,0.1,0.0,4.4,59.5,0.5,0.0,13.3
Golden Tate,DET,0.3,1.7,0.0,5.3,59.8,0.3,0.0,13.3
Randall Cobb,GB,0.6,2.7,0.0,4.8,49.6,0.4,0.0,12.5
Stefon Diggs,MIN,0.2,1.0,0.0,4.1,53.6,0.5,0.0,12.5
Dede Westbrook,JAC,0.0,0.1,0.0,4.5,55.5,0.4,0.0,12.4
Michael Crabtree,OAK,0.0,0.0,0.0,5.0,55.9,0.3,0.0,12.3
Keelan Cole,JAC,0.0,0.0,0.0,3.7,56.4,0.5,0.0,12.1
Devin Funchess,CAR,0.0,0.1,0.0,4.2,58.9,0.3,0.0,12.0
Josh Gordon,CLE,0.0,0.1,0.0,4.4,62.5,0.2,0.0,12.0
Mike Wallace,BAL,0.0,0.0,0.0,4.0,53.1,0.4,0.0,11.9
