Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Status
1,Keenan Allen,LAC,OAK,1,4,1.5,0.8
2,Michael Thomas,NO,TB,1,8,2.4,1.4
3,Julio Jones,ATL,CAR,1,5,2.9,0.8
4,A.J. Green,CIN,BAL,1,19,6.1,3.4
5,Larry Fitzgerald,ARI,SEA,1,34,6.8,4.6
6,Adam Thielen,MIN,CHI,2,20,7.7,3.6
7,Mike Evans,TB,NO,4,21,8.0,3.9
8,Doug Baldwin,SEA,ARI,3,23,9.1,4.0
9,Marvin Jones,DET,GB,4,23,10.0,4.0
10,Jarvis Landry,MIA,BUF,3,17,10.1,2.7
11,Brandin Cooks,NE,NYJ,4,25,11.0,4.0
12,Golden Tate,DET,GB,7,27,11.9,3.5
13,T.Y. Hilton,IND,HOU,2,28,13.2,4.4
14,Marquise Goodwin,SF,LAR,5,31,13.6,4.1
15,Jamison Crowder,WAS,NYG,5,28,16.5,4.3
16,Demaryius Thomas,DEN,KC,10,25,17.8,3.0
17,Stefon Diggs,MIN,CHI,12,28,18.7,3.9
18,Devin Funchess,CAR,ATL,11,35,20.0,4.5
19,Michael Crabtree,OAK,LAC,9,100,21.0,13.2
20,JuJu Smith-Schuster,PIT,CLE,6,65,20.4,11.7
21,Josh Gordon,CLE,PIT,8,31,20.4,5.1
22,Mohamed Sanu,ATL,CAR,16,34,21.4,4.2
23,Dez Bryant,DAL,PHI,10,49,23.4,6.5
24,Mike Wallace,BAL,CIN,8,45,24.4,5.0
25,Robby Anderson,NYJ,NE,7,42,25.9,5.7
26,Dede Westbrook,JAC,TEN,17,76,29.6,8.6
27,Keelan Cole,JAC,TEN,12,70,28.8,7.6
28,Martavis Bryant,PIT,CLE,17,78,30.1,12.9
29,Rishard Matthews,TEN,JAC,15,46,30.4,5.6
30,Amari Cooper,OAK,LAC,18,72,31.2,8.4
31,Ted Ginn,NO,TB,20,47,32.1,5.8
32,Randall Cobb,GB,DET,19,58,32.3,7.5
33,Josh Doctson,WAS,NYG,20,44,33.9,5.7
34,Devante Parker,MIA,BUF,19,49,34.5,5.1
35,Kelvin Benjamin,BUF,MIA,8,53,36.7,7.4
36,Tyrell Williams,LAC,OAK,27,58,36.8,5.9
37,Danny Amendola,NE,NYJ,24,51,39.1,5.0
38,Paul Richardson,SEA,ARI,24,57,39.6,5.6
39,Kendall Wright,CHI,MIN,25,63,39.5,7.4
40,Will Fuller,HOU,IND,17,69,40.5,10.9
41,Corey Davis,TEN,JAC,18,59,40.8,7.0
42,Kenny Stills,MIA,BUF,27,60,41.9,6.1
