Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Status
1,Pittsburgh Steelers,PIT,CLE,1,13,2.5,2.6
2,Baltimore Ravens,BAL,CIN,1,9,3.0,1.6
3,Minnesota Vikings,MIN,CHI,1,9,3.3,1.9
4,Los Angeles Chargers,LAC,OAK,1,15,4.8,2.4
5,Seattle Seahawks,SEA,ARI,2,12,5.3,2.4
6,New England Patriots,NE,NYJ,1,20,5.5,2.8
7,Jacksonville Jaguars,JAC,TEN,1,19,8.0,3.8
8,Washington Redskins,WAS,NYG,4,18,8.4,2.2
9,Denver Broncos,DEN,KC,5,16,9.2,2.6
10,Detroit Lions,DET,GB,3,20,9.9,2.7
11,New Orleans Saints,NO,TB,3,20,11.4,3.0
12,Buffalo Bills,BUF,MIA,5,20,12.5,3.0
13,Kansas City Chiefs,KC,DEN,5,23,13.2,3.4
14,Carolina Panthers,CAR,ATL,4,25,13.9,4.6
15,Philadelphia Eagles,PHI,DAL,8,23,15.8,3.1
16,Los Angeles Rams,LAR,SF,2,27,16.4,3.6
17,Arizona Cardinals,ARI,SEA,10,26,18.0,3.3
18,San Francisco 49ers,SF,LAR,10,31,18.6,3.8
19,Atlanta Falcons,ATL,CAR,9,27,18.5,3.4
20,Dallas Cowboys,DAL,PHI,9,30,18.8,3.7
21,Indianapolis Colts,IND,HOU,10,26,19.1,4.9
22,Houston Texans,HOU,IND,13,26,19.9,3.2
23,Tennessee Titans,TEN,JAC,12,30,19.6,4.2
24,Chicago Bears,CHI,MIN,3,30,22.4,5.2
25,New York Giants,NYG,WAS,14,28,23.8,3.5
26,Miami Dolphins,MIA,BUF,13,29,24.5,3.7
27,Cincinnati Bengals,CIN,BAL,14,29,24.7,4.5
28,Cleveland Browns,CLE,PIT,17,32,26.6,4.5
29,Green Bay Packers,GB,DET,17,30,27.1,2.6
30,Oakland Raiders,OAK,LAC,23,31,29.0,1.8
31,New York Jets,NYJ,NE,27,32,31.0,1.3
32,Tampa Bay Buccaneers,TB,NO,29,32,31.3,0.9
