Player,Team,Opp,Time,FD Pos,FD Own,FD Sal,DK Pos,DK Own,DK Sal
Jamison Crowder,NYJ,BUF,Sun 01:00 EDT,WR,3.00%,5400,WR,3.60%,4100
Ronald Jones,TB,SF,Sun 04:25 EDT,RB,2.90%,5600,RB,3.60%,3900
Christian Kirk,ARI,DET,Sun 04:25 EDT,WR,2.90%,6000,WR,3.20%,4700
Danny Amendola,DET,ARI,Sun 04:25 EDT,WR,2.80%,4900,WR,3.50%,3600
T.J. Hockenson,DET,ARI,Sun 04:25 EDT,TE,2.60%,4900,TE,3.00%,3100
Alshon Jeffery,PHI,WAS,Sun 01:00 EDT,WR,2.60%,6700,WR,2.60%,5900
Derrick Henry,TEN,CLE,Sun 01:00 EDT,RB,2.60%,6800,RB,2.50%,5900
Peyton Barber,TB,SF,Sun 04:25 EDT,RB,2.40%,5500,RB,2.80%,4000
John Brown,BUF,NYJ,Sun 01:00 EDT,WR,2.30%,5500,WR,2.60%,4300
Greg Olsen,CAR,LA,Sun 01:00 EDT,TE,2.30%,5200,TE,2.60%,3200
Corey Davis,TEN,CLE,Sun 01:00 EDT,WR,2.30%,6200,WR,2.60%,4900
Marvin Jones,DET,ARI,Sun 04:25 EDT,WR,2.30%,6100,WR,2.50%,4800
Nelson Agholor,PHI,WAS,Sun 01:00 EDT,WR,2.20%,5000,WR,2.50%,3900
Jordan Howard,PHI,WAS,Sun 01:00 EDT,RB,2.20%,5800,RB,2.50%,4200
Dontrell Hilliard,CLE,TEN,Sun 01:00 EDT,RB,2.10%,4800,RB,3.10%,3000
Marlon Mack,IND,LAC,Sun 04:05 EDT,RB,2.10%,6900,RB,2.20%,5600
Devonta Freeman,ATL,MIN,Sun 01:00 EDT,RB,2.10%,6700,RB,2.20%,5300
Rashard Higgins,CLE,TEN,Sun 01:00 EDT,WR,2.00%,4500,WR,2.50%,3200
Tyler Eifert,CIN,SEA,Sun 04:05 EDT,TE,1.90%,5200,TE,2.30%,3100
Cole Beasley,BUF,NYJ,Sun 01:00 EDT,WR,1.90%,4800,WR,2.30%,3600
Eric Ebron,IND,LAC,Sun 04:05 EDT,TE,1.80%,5900,TE,1.80%,4100
Michael Crabtree,ARI,DET,Sun 04:25 EDT,WR,1.80%,4600,WR,0.00%,3400
Kenyan Drake,MIA,BAL,Sun 01:00 EDT,RB,1.70%,6000,RB,2.00%,4700
Devin Singletary,BUF,NYJ,Sun 01:00 EDT,RB,1.60%,5300,RB,2.10%,3600
David Moore,SEA,CIN,Sun 04:05 EDT,WR,1.60%,5200,WR,2.00%,3500
Chad Beebe,MIN,ATL,Sun 01:00 EDT,WR,1.60%,4800,WR,2.20%,3000
Dak Prescott,DAL,NYG,Sun 04:25 EDT,QB,1.50%,7500,QB,1.60%,5900
Randall Cobb,DAL,NYG,Sun 04:25 EDT,WR,1.50%,5000,WR,1.50%,4200
Jack Doyle,IND,LAC,Sun 04:05 EDT,TE,1.50%,5400,TE,1.70%,3400
Michael Gallup,DAL,NYG,Sun 04:25 EDT,WR,1.40%,5600,WR,1.60%,4300
Derrius Guice,WAS,PHI,Sun 01:00 EDT,RB,1.40%,5900,RB,1.70%,4400
Josh Allen,BUF,NYJ,Sun 01:00 EDT,QB,1.40%,6900,QB,1.40%,5600
Ty Montgomery,NYJ,BUF,Sun 01:00 EDT,RB,1.30%,4900,RB,1.80%,3200
Adrian Peterson,WAS,PHI,Sun 01:00 EDT,RB,1.30%,5600,RB,1.60%,3700
Nick Vannett,SEA,CIN,Sun 04:05 EDT,TE,1.30%,4800,TE,1.40%,2700
Alexander Mattison,MIN,ATL,Sun 01:00 EDT,RB,1.30%,4900,RB,1.40%,3800
Marqise Lee,JAC,KC,Sun 01:00 EDT,WR,1.20%,5000,WR,1.20%,4400
Quincy Enunwa,NYJ,BUF,Sun 01:00 EDT,WR,1.20%,5200,WR,1.50%,3800
Paul Richardson,WAS,PHI,Sun 01:00 EDT,WR,1.20%,4900,WR,1.30%,3900
Rashaad Penny,SEA,CIN,Sun 04:05 EDT,RB,1.20%,5900,RB,1.20%,4900
Mohamed Sanu,ATL,MIN,Sun 01:00 EDT,WR,1.20%,5300,WR,1.20%,4600
Joe Mixon,CIN,SEA,Sun 04:05 EDT,RB,1.10%,7800,RB,1.10%,6700
Breshad Perriman,TB,SF,Sun 04:25 EDT,WR,1.10%,4800,WR,1.40%,3300
Chase Edmonds,ARI,DET,Sun 04:25 EDT,RB,1.10%,5100,RB,1.60%,3100
Matthew Stafford,DET,ARI,Sun 04:25 EDT,QB,1.00%,6600,QB,1.00%,5400
Adam Humphries,TEN,CLE,Sun 01:00 EDT,WR,1.00%,5200,WR,1.40%,4000
Tyler Higbee,LA,CAR,Sun 01:00 EDT,TE,1.00%,4000,TE,1.10%,2600
Ryan Griffin,NYJ,BUF,Sun 01:00 EDT,TE,0.90%,4000,TE,1.00%,2700
Albert Wilson,MIA,BAL,Sun 01:00 EDT,WR,0.90%,5000,WR,1.10%,3900
Geoff Swaim,JAC,KC,Sun 01:00 EDT,TE,0.90%,4500,TE,1.00%,2900
James O'Shaughnessy,JAC,KC,Sun 01:00 EDT,TE,0.90%,4000,TE,1.10%,2500
O.J. Howard,TB,SF,Sun 04:25 EDT,TE,0.90%,6500,TE,0.80%,5000
David Njoku,CLE,TEN,Sun 01:00 EDT,TE,0.80%,5800,TE,0.80%,3700
C.J. Anderson,DET,ARI,Sun 04:25 EDT,RB,0.80%,5300,RB,0.90%,3900
Kalen Ballage,MIA,BAL,Sun 01:00 EDT,RB,0.80%,5700,RB,0.90%,4500
Trey Quinn,WAS,PHI,Sun 01:00 EDT,WR,0.80%,4900,WR,1.00%,3400
Gary Jennings,SEA,CIN,Sun 04:05 EDT,WR,0.80%,4500,WR,1.00%,3000
Jakeem Grant,MIA,BAL,Sun 01:00 EDT,WR,0.70%,4500,WR,1.00%,3000
Will Dissly,SEA,CIN,Sun 04:05 EDT,TE,0.70%,4000,TE,0.70%,2900
Terry McLaurin,WAS,PHI,Sun 01:00 EDT,WR,0.70%,4500,WR,0.90%,3300
Willie Snead,BAL,MIA,Sun 01:00 EDT,WR,0.70%,4800,WR,0.80%,4000
Gus Edwards,BAL,MIA,Sun 01:00 EDT,RB,0.70%,4800,RB,0.90%,3100
Gerald Everett,LA,CAR,Sun 01:00 EDT,TE,0.70%,4900,TE,0.80%,2900
Charles Clay,ARI,DET,Sun 04:25 EDT,TE,0.70%,4200,TE,0.80%,2700
Chris Conley,JAC,KC,Sun 01:00 EDT,WR,0.70%,4500,WR,0.90%,3100
Jacoby Brissett,IND,LAC,Sun 04:05 EDT,QB,0.70%,6000,QB,0.70%,4400
Josh Oliver,JAC,KC,Sun 01:00 EDT,TE,0.70%,4500,TE,0.80%,2700
Chris Thompson,WAS,PHI,Sun 01:00 EDT,RB,0.60%,5100,RB,0.90%,3500
Larry Fitzgerald,ARI,DET,Sun 04:25 EDT,WR,0.60%,5900,WR,0.70%,4900
Ito Smith,ATL,MIN,Sun 01:00 EDT,RB,0.60%,5400,RB,0.70%,4000
DeVante Parker,MIA,BAL,Sun 01:00 EDT,WR,0.60%,5300,WR,0.80%,3900
Darren Sproles,PHI,WAS,Sun 01:00 EDT,RB,0.60%,4600,RB,0.90%,3100
Dallas Goedert,PHI,WAS,Sun 01:00 EDT,TE,0.60%,5000,TE,0.70%,2900
Vernon Davis,WAS,PHI,Sun 01:00 EDT,TE,0.60%,4000,TE,0.60%,2700
C.J. Prosise,SEA,CIN,Sun 04:05 EDT,RB,0.60%,4500,RB,0.90%,3000
Ty Johnson,DET,ARI,Sun 04:25 EDT,RB,0.60%,4500,RB,0.80%,3000
Cody Latimer,NYG,DAL,Sun 04:25 EDT,WR,0.50%,5500,WR,0.80%,3300
Darwin Thompson,KC,JAC,Sun 01:00 EDT,RB,0.50%,4500,RB,0.80%,3000
JJ Arcega-Whiteside,PHI,WAS,Sun 01:00 EDT,WR,0.50%,4800,WR,0.70%,3400
Zay Jones,BUF,NYJ,Sun 01:00 EDT,WR,0.50%,5000,WR,0.60%,3700
Dion Lewis,TEN,CLE,Sun 01:00 EDT,RB,0.50%,5600,RB,0.60%,4700
Dontrelle Inman,LAC,IND,Sun 04:05 EDT,WR,0.50%,6000,WR,0.00%,3200
A.J. Brown,TEN,CLE,Sun 01:00 EDT,WR,0.50%,5100,WR,0.70%,3500
Josh Reynolds,LA,CAR,Sun 01:00 EDT,WR,0.50%,4900,WR,0.70%,3300
Nyheim Hines,IND,LAC,Sun 04:05 EDT,RB,0.50%,5300,RB,0.70%,3900
Ryquell Armstead,JAC,KC,Sun 01:00 EDT,RB,0.50%,4500,RB,0.70%,3000
Eli Manning,NYG,DAL,Sun 04:25 EDT,QB,0.50%,6400,QB,0.50%,5000
Dare Ogunbowale,TB,SF,Sun 04:25 EDT,RB,0.50%,4500,RB,0.70%,3000
Philip Rivers,LAC,IND,Sun 04:05 EDT,QB,0.50%,7500,QB,0.50%,5900
Travis Benjamin,LAC,IND,Sun 04:05 EDT,WR,0.50%,4900,WR,0.60%,3300
Devin Funchess,IND,LAC,Sun 04:05 EDT,WR,0.50%,5600,WR,0.60%,4000
Miles Boykin,BAL,MIA,Sun 01:00 EDT,WR,0.50%,4500,WR,0.60%,3000
Chris Hogan,CAR,LA,Sun 01:00 EDT,WR,0.40%,4600,WR,0.50%,3300
Keelan Cole,JAC,KC,Sun 01:00 EDT,WR,0.40%,4700,WR,0.50%,3400
Malik Turner,SEA,CIN,Sun 04:05 EDT,WR,0.40%,4500,WR,0.50%,3000
Malcolm Brown,LA,CAR,Sun 01:00 EDT,RB,0.40%,4900,RB,0.50%,3800
Frank Gore,BUF,NYJ,Sun 01:00 EDT,RB,0.40%,4900,RB,0.40%,3800
Mecole Hardman,KC,JAC,Sun 01:00 EDT,WR,0.40%,5100,WR,0.40%,4100
Parris Campbell,IND,LAC,Sun 04:05 EDT,WR,0.40%,5000,WR,0.50%,3800
Chris Moore,BAL,MIA,Sun 01:00 EDT,WR,0.40%,5100,WR,0.50%,3200
Hayden Hurst,BAL,MIA,Sun 01:00 EDT,TE,0.40%,4400,TE,0.40%,2700
Marquise Brown,BAL,MIA,Sun 01:00 EDT,WR,0.40%,5000,WR,0.40%,3800
KeeSean Johnson,ARI,DET,Sun 04:25 EDT,WR,0.40%,4900,WR,0.50%,3000
Preston Williams,MIA,BAL,Sun 01:00 EDT,WR,0.40%,4500,WR,0.50%,3000
Mike Gesicki,MIA,BAL,Sun 01:00 EDT,TE,0.30%,4900,TE,0.30%,3000
Dawson Knox,BUF,NYJ,Sun 01:00 EDT,TE,0.30%,4600,TE,0.40%,2500
Andy Dalton,CIN,SEA,Sun 04:05 EDT,QB,0.30%,6500,QB,0.30%,5000
C.J. Uzomah,CIN,SEA,Sun 04:05 EDT,TE,0.30%,4300,TE,0.30%,2600
Justice Hill,BAL,MIA,Sun 01:00 EDT,RB,0.20%,5000,RB,0.30%,3600
Jordan Scarlett,CAR,LA,Sun 01:00 EDT,RB,0.20%,4700,RB,0.30%,3400
Damion Willis,CIN,SEA,Sun 04:05 EDT,WR,0.20%,4500,WR,0.30%,3000
Russell Shepard,NYG,DAL,Sun 04:25 EDT,WR,0.20%,4500,WR,0.30%,3000
Robert Foster,BUF,NYJ,Sun 01:00 EDT,WR,0.20%,5700,WR,0.30%,4100
Giovani Bernard,CIN,SEA,Sun 04:05 EDT,RB,0.20%,5200,RB,0.30%,4100
Seth Roberts,BAL,MIA,Sun 01:00 EDT,WR,0.20%,4500,WR,0.30%,3000
Brandon Powell,ATL,MIN,Sun 01:00 EDT,WR,0.20%,4500,WR,0.30%,3000
Robert Davis,WAS,PHI,Sun 01:00 EDT,WR,0.20%,4500,WR,0.30%,3000
Marcus Mariota,TEN,CLE,Sun 01:00 EDT,QB,0.20%,6500,QB,0.20%,5200
Demarcus Robinson,KC,JAC,Sun 01:00 EDT,WR,0.20%,4800,WR,0.20%,3200
Kendrick Bourne,SF,TB,Sun 04:25 EDT,WR,0.20%,4500,WR,0.20%,3000
Sam Darnold,NYJ,BUF,Sun 01:00 EDT,QB,0.20%,6700,QB,0.20%,5100
Ian Thomas,CAR,LA,Sun 01:00 EDT,TE,0.20%,4600,TE,0.20%,2800
T.J. Yeldon,BUF,NYJ,Sun 01:00 EDT,RB,0.20%,4600,RB,0.20%,3300
Jonnu Smith,TEN,CLE,Sun 01:00 EDT,TE,0.10%,4000,TE,0.20%,2700
Chris Lacy,DET,ARI,Sun 04:25 EDT,WR,0.10%,4500,WR,0.20%,3000
Case Keenum,WAS,PHI,Sun 01:00 EDT,QB,0.10%,6200,QB,0.10%,4900
Russell Gage,ATL,MIN,Sun 01:00 EDT,WR,0.10%,4500,WR,0.20%,3000
Andy Isabella,ARI,DET,Sun 04:25 EDT,WR,0.10%,4600,WR,0.20%,3400
Alfred Morris,DAL,NYG,Sun 04:25 EDT,RB,0.10%,5400,RB,0.00%,3500
Damion Ratley,CLE,TEN,Sun 01:00 EDT,WR,0.10%,4500,WR,0.20%,3000
Jarius Wright,CAR,LA,Sun 01:00 EDT,WR,0.10%,4700,WR,0.10%,3200
Josh Bellamy,NYJ,BUF,Sun 01:00 EDT,WR,0.10%,4500,WR,0.10%,3000
Deon Cain,IND,LAC,Sun 04:05 EDT,WR,0.10%,4500,WR,0.10%,3000
Justin Watson,TB,SF,Sun 04:25 EDT,WR,0.10%,4500,WR,0.10%,3200
Ryan Fitzpatrick,MIA,BAL,Sun 01:00 EDT,QB,0.10%,6200,QB,0.10%,4900
Auden Tate,CIN,SEA,Sun 04:05 EDT,WR,0.10%,4500,WR,0.10%,3000
David Fluellen,TEN,CLE,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3000
Bilal Powell,NYJ,BUF,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3300
Alfred Blue,JAC,KC,Sun 01:00 EDT,RB,0.00%,4700,RB,0.00%,3300
Allen Hurns,MIA,BAL,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3700
Brice Butler,MIA,BAL,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Tavon Austin,DAL,NYG,Sun 04:25 EDT,WR,0.00%,4500,WR,0.00%,3000
Jaron Brown,SEA,CIN,Sun 04:05 EDT,WR,0.00%,4500,WR,0.00%,3100
Torrey Smith,CAR,LA,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Cameron Brate,TB,SF,Sun 04:25 EDT,TE,0.00%,4800,TE,0.00%,2800
Luke Stocker,ATL,MIN,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2500
Virgil Green,LAC,IND,Sun 04:05 EDT,TE,0.00%,4000,TE,0.00%,2500
Demetrius Harris,CLE,TEN,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2500
Dwayne Allen,MIA,BAL,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2500
Rhett Ellison,NYG,DAL,Sun 04:25 EDT,TE,0.00%,4000,TE,0.00%,2500
Nick O'Leary,MIA,BAL,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2500
Devin Smith,DAL,NYG,Sun 04:25 EDT,WR,0.00%,4500,WR,0.00%,3000
Maxx Williams,ARI,DET,Sun 04:25 EDT,TE,0.00%,4100,TE,0.00%,2500
Nick Boyle,BAL,MIA,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2500
Tyler Kroft,BUF,NYJ,Sun 01:00 EDT,TE,0.00%,4300,TE,0.00%,2600
Jesse James,DET,ARI,Sun 04:25 EDT,TE,0.00%,4000,TE,0.00%,2500
Geremy Davis,LAC,IND,Sun 04:05 EDT,WR,0.00%,4500,WR,0.00%,3000
Raheem Mostert,SF,TB,Sun 04:25 EDT,RB,0.00%,4500,RB,0.00%,3700
Justin Hardy,ATL,MIN,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Cameron Artis-Payne,CAR,LA,Sun 01:00 EDT,RB,0.00%,4600,RB,0.00%,3000
Blake Bell,KC,JAC,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2500
Daniel Brown,NYJ,BUF,Sun 01:00 EDT,TE,0.00%,4500,TE,0.00%,2500
Darius Jennings,TEN,CLE,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Tajae Sharpe,TEN,CLE,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Paul Perkins,NYG,DAL,Sun 04:25 EDT,RB,0.00%,4700,RB,0.00%,3300
Cody Core,NYG,DAL,Sun 04:25 EDT,WR,0.00%,4800,WR,0.00%,3000
Charone Peake,NYJ,BUF,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Alex Erickson,CIN,SEA,Sun 04:05 EDT,WR,0.00%,4500,WR,0.10%,3200
D.J. Foster,ARI,DET,Sun 04:25 EDT,RB,0.00%,4500,RB,0.00%,3000
Tommylee Lewis,DET,ARI,Sun 04:25 EDT,WR,0.00%,4500,WR,0.00%,3000
Troymaine Pope,LAC,IND,Sun 04:05 EDT,RB,0.00%,4500,RB,0.00%,3000
Brian Hill,ATL,MIN,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3000
Blake Jarwin,DAL,NYG,Sun 04:25 EDT,TE,0.00%,4000,TE,0.00%,2700
Isaiah McKenzie,BUF,NYJ,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Mack Hollins,PHI,WAS,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Bobo Wilson,TB,SF,Sun 04:25 EDT,WR,0.00%,4500,WR,0.00%,3000
Zach Pascal,IND,LAC,Sun 04:05 EDT,WR,0.00%,4500,WR,0.00%,3100
Mark Walton,MIA,BAL,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3000
Jordan Wilkins,IND,LAC,Sun 04:05 EDT,RB,0.00%,4600,RB,0.00%,3000
Mike Boone,MIN,ATL,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3000
Reggie Bonnafon,CAR,LA,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3000
Byron Pringle,KC,JAC,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Darrel Williams,KC,JAC,Sun 01:00 EDT,RB,0.00%,4800,RB,0.00%,3400
Ross Dwelley,SF,TB,Sun 04:25 EDT,TE,0.00%,4000,TE,0.00%,2500
Khadarel Hodge,CLE,TEN,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Trayveon Williams,CIN,SEA,Sun 04:05 EDT,RB,0.00%,4500,RB,0.00%,3000
Travis Fulgham,DET,ARI,Sun 04:25 EDT,WR,0.00%,4500,WR,0.00%,3000
Jalen Guyton,DAL,NYG,Sun 04:25 EDT,WR,0.00%,4500,WR,0.00%,3000
D'Ernest Johnson,CLE,TEN,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3000
