team,rank,day,mult
ARI,1,Sun,1
ATL,1,Sun,1
BAL,3,Sun,1
BUF,1,Sun,1
CAR,1,Sun,1
CHI,1,Sun,1
CIN,1,Sun,1
CLE,1,Sun,1
DAL,3,Sun,1
DEN,2,Sun,1
HOU,1,Sun,1
IND,1,Sun,1
JAC,3,Sun,1
LAC,1,Sun,1
LAR,2,Sun,1
MIA,1,Sun,1
MIN,1,Sun,1
NYJ,1,Sun,1
OAK,1,Sun,1
PIT,1,Sun,1
SEA,1,Sun,1
TB,1,Sun,1
TEN,3,Sun,1
WAS,1,Sun,1
