Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
1,Travis Kelce,KC,IND,1,1,1.0,0.0,15.9
2,George Kittle,SF,CLE,2,4,2.3,0.6,12.3
3,Zach Ertz,PHI,NYJ,2,12,3.3,0.5,11.7
4,Evan Engram,NYG,MIN,2,6,3.8,0.8,11.0
5,Mark Andrews,BAL,PIT,4,8,5.4,0.7,10.9
6,Darren Waller,OAK,CHI,2,7,5.5,0.6,10.5
7,Austin Hooper,ATL,HOU,6,11,7.1,0.3,9.4
8,Greg Olsen,CAR,JAC,5,15,8.6,0.9,9.5
9,Will Dissly,SEA,LAR,7,14,8.6,0.7,9.3
10,Delanie Walker,TEN,BUF,9,17,11.3,1.8,8.9
11,Jimmy Graham,GB,DAL,8,13,11.6,1.1,8.2
12,Tyler Eifert,CIN,ARI,2,14,11.9,1.8,7.8
13,Eric Ebron,IND,KC,10,17,12.2,1.5,7.5
14,O.J. Howard,TB,NO,10,20,14.3,1.9,6.4
15,Jack Doyle,IND,KC,11,23,15.8,1.6,5.8
16,Jason Witten,DAL,GB,14,24,16.0,1.7,5.7
17,Jared Cook,NO,TB,7,23,17.4,2.5,5.4
18,Noah Fant,DEN,LAC,13,23,17.5,1.1,5.1
19,Dawson Knox,BUF,TEN,10,25,18.3,2.5,4.9
20,Trey Burton,CHI,OAK,15,27,20.1,1.2,4.8
21,Gerald Everett,LAR,SEA,15,29,22.9,2.1,5.3
22,Kyle Rudolph,MIN,NYG,19,41,23.9,3.9,4.7
23,Ricky Seals-Jones,CLE,SF,18,39,25.4,4.0,4.7
24,Jordan Akins,HOU,ATL,18,29,23.8,2.5,4.5
25,Dallas Goedert,PHI,NYJ,20,38,25.1,3.6,4.4
26,C.J. Uzomah,CIN,ARI,19,46,28.1,5.8,3.9
27,James O'Shaughnessy,JAC,CAR,22,32,26.7,2.4,4.4
28,Cameron Brate,TB,NO,22,36,28.4,2.2,3.5
29,Hayden Hurst,BAL,PIT,20,36,29.8,2.7,4.2
30,Irv Smith Jr.,MIN,NYG,23,36,31.6,2.6,3.4
31,Blake Jarwin,DAL,GB,26,47,33.2,3.4,3.9
32,Nick Vannett,PIT,BAL,27,54,33.6,5.1,3.8
33,Jeremy Sprinkle,WAS,NE,23,40,30.8,3.3,3.4
34,Demetrius Harris,CLE,SF,31,45,36.1,3.9,3.3
35,Tyler Higbee,LAR,SEA,27,37,34.4,2.0,3.6
36,Vance McDonald,PIT,BAL,16,40,27.7,7.2,3.2
37,Geoff Swaim,JAC,CAR,27,40,36.1,3.2,3.5
38,Lance Kendricks,LAC,DEN,20,60,35.2,8.1,3.1
39,Darren Fells,HOU,ATL,24,48,37.9,5.3,3.1
40,Nick Boyle,BAL,PIT,34,51,39.5,3.9,3.0
41,Ryan Griffin,NYJ,PHI,29,57,40.1,5.1,2.9
42,Marcedes Lewis,GB,DAL,31,57,43.1,5.1,2.9
43,Charles Clay,ARI,CIN,35,54,46.7,4.8,2.7
44,Jeff Heuerman,DEN,LAC,40,61,45.8,5.2,2.6
45,Foster Moreau,OAK,CHI,39,53,47.8,3.4,2.5
46,Adam Shaheen,CHI,OAK,35,55,47.9,3.8,2.9
47,Robert Tonyan,GB,DAL,39,53,46.5,3.2,2.3
48,Josh Hill,NO,TB,35,47,44.6,2.1,2.2
49,Maxx Williams,ARI,CIN,38,56,47.2,3.6,2.2
50,Jonnu Smith,TEN,BUF,44,54,50.4,2.9,2.4
51,Tommy Sweeney,BUF,TEN,48,58,53.5,2.4,2.2
52,Rhett Ellison,NYG,MIN,47,58,54.0,2.7,2.2
53,Matt LaCosse,NE,WAS,34,69,50.6,9.5,2.2
54,Luke Willson,SEA,LAR,39,63,48.4,6.7,2.2
55,Virgil Green,LAC,DEN,41,58,51.5,4.7,1.9
56,Drew Sample,CIN,ARI,37,70,55.6,6.8,1.9
57,Ryan Izzo,NE,WAS,38,58,49.7,6.2,1.9
58,Mo Alie-Cox,IND,KC,48,67,58.5,3.6,1.9
59,Luke Stocker,ATL,HOU,55,62,58.0,2.1,1.9
60,Derek Carrier,OAK,CHI,49,65,58.2,4.2,1.7
61,Ian Thomas,CAR,JAC,41,63,58.0,2.4,1.8
62,Deon Yelder,KC,IND,41,69,56.2,8.0,1.6
63,Pharaoh Brown,CLE,SF,52,65,60.7,3.0,1.5
64,Blake Bell,KC,IND,51,63,62.2,1.2,1.5
65,Ross Dwelley,SF,CLE,57,67,60.5,3.8,1.4
66,Stephen Anderson,LAC,DEN,54,64,60.0,4.3,1.7
67,Trevon Wesco,NYJ,PHI,59,76,66.0,6.0,1.1
68,Lee Smith,BUF,TEN,58,67,63.8,3.5,1.1
69,Levine Toilolo,SF,CLE,60,73,65.8,4.9,1.0
70,Zach Gentry,PIT,BAL,56,66,62.3,4.5,1.0
71,MyCole Pruitt,TEN,BUF,62,71,65.7,3.9,0.9
72,Ben Braunecker,CHI,OAK,65,71,68.5,2.3,0.9
73,Dalton Schultz,DAL,GB,65,72,68.5,3.5,0.8
