Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
1,DeAndre Hopkins,HOU,ATL,1,5,1.6,0.7,18.2
2,Julio Jones,ATL,HOU,1,5,1.8,0.8,17.4
3,Keenan Allen,LAC,DEN,1,7,3.0,0.6,16.5
4,Michael Thomas,NO,TB,1,9,4.3,0.9,15.8
5,Cooper Kupp,LAR,SEA,4,22,6.2,1.4,15.4
6,Odell Beckham Jr.,CLE,SF,4,12,6.4,1.7,15.3
7,Chris Godwin,TB,NO,2,15,6.5,2.1,15.3
8,Mike Evans,TB,NO,5,18,8.8,1.8,14.4
9,Amari Cooper,DAL,GB,5,28,9.5,2.9,14.3
10,Tyler Lockett,SEA,LAR,8,14,10.2,1.2,14.3
11,Adam Thielen,MIN,NYG,5,17,12.3,1.9,14.2
12,Sammy Watkins,KC,IND,2,29,12.5,3.9,14.0
13,Tyler Boyd,CIN,ARI,6,23,12.6,2.4,13.9
14,Larry Fitzgerald,ARI,CIN,3,18,12.8,2.4,13.6
15,Julian Edelman,NE,WAS,11,28,15.2,2.0,13.5
16,Brandin Cooks,LAR,SEA,14,29,17.9,1.9,13.2
17,JuJu Smith-Schuster,PIT,BAL,13,29,18.3,2.7,12.6
18,Robert Woods,LAR,SEA,14,31,18.3,2.8,12.6
19,Allen Robinson,CHI,OAK,8,25,18.8,2.5,12.4
20,Josh Gordon,NE,WAS,12,44,19.5,3.2,12.1
21,Alshon Jeffery,PHI,NYJ,14,27,21.4,2.0,12.0
22,Marquise Brown,BAL,PIT,13,31,22.8,2.0,11.7
23,Stefon Diggs,MIN,NYG,13,38,23.4,3.1,11.6
24,T.Y. Hilton,IND,KC,7,62,24.3,12.7,11.5
25,Emmanuel Sanders,DEN,LAC,20,37,27.2,3.3,11.5
26,Sterling Shepard,NYG,MIN,18,39,27.5,3.9,11.2
27,Marquez Valdes-Scantling,GB,DAL,21,38,28.1,3.8,11.1
28,Will Fuller,HOU,ATL,13,40,29.2,3.9,11.0
29,Curtis Samuel,CAR,JAC,21,43,29.5,3.1,11.0
30,D.J. Moore,CAR,JAC,21,52,29.8,3.4,10.9
31,Jarvis Landry,CLE,SF,24,43,30.1,3.7,10.5
32,Calvin Ridley,ATL,HOU,10,41,30.6,4.3,9.6
33,Demarcus Robinson,KC,IND,24,43,31.6,3.4,9.5
34,Courtland Sutton,DEN,LAC,16,40,32.1,3.3,9.3
35,John Brown,BUF,TEN,17,46,35.9,4.1,9.3
36,D.J. Chark,JAC,CAR,29,54,36.2,2.8,9.1
37,Geronimo Allison,GB,DAL,23,48,37.5,4.8,9.1
38,Mecole Hardman,KC,IND,25,53,40.2,3.1,8.8
39,Phillip Dorsett,NE,WAS,31,64,40.6,4.4,8.6
40,Auden Tate,CIN,ARI,27,51,41.7,4.0,8.6
41,D.K. Metcalf,SEA,LAR,38,55,42.1,2.8,8.3
42,Robby Anderson,NYJ,PHI,22,54,42.5,4.6,8.2
43,Golden Tate,NYG,MIN,34,51,43.5,3.2,8.1
44,Terry McLaurin,WAS,NE,27,65,44.9,4.5,8.1
45,Diontae Johnson,PIT,BAL,37,57,46.1,3.1,8.0
46,Cole Beasley,BUF,TEN,27,55,46.1,4.9,8.0
47,Mohamed Sanu,ATL,HOU,35,56,47.0,5.2,8.0
48,Jamison Crowder,NYJ,PHI,27,62,50.7,5.2,8.0
49,Mike Williams,LAC,DEN,31,79,48.0,9.5,7.9
50,Deebo Samuel,SF,CLE,32,61,51.4,3.3,7.9
51,Nelson Agholor,PHI,NYJ,38,86,51.6,4.4,7.7
52,Dede Westbrook,JAC,CAR,46,58,51.9,3.0,7.5
53,Corey Davis,TEN,BUF,43,59,52.2,3.5,7.3
54,A.J. Brown,TEN,BUF,47,76,54.0,2.6,7.3
55,KeeSean Johnson,ARI,CIN,45,61,54.4,3.8,7.2
56,Randall Cobb,DAL,GB,28,71,59.1,2.9,6.9
57,Michael Gallup,DAL,GB,34,86,53.6,10.6,6.7
58,Marquise Goodwin,SF,CLE,50,71,59.9,3.7,6.9
59,Paul Richardson,WAS,NE,55,80,61.5,5.3,6.8
60,Tyrell Williams,OAK,CHI,32,66,41.2,8.0,6.9
61,Ted Ginn,NO,TB,58,92,64.3,6.1,6.5
62,Dante Pettis,SF,CLE,56,80,66.2,5.7,6.2
63,Keke Coutee,HOU,ATL,47,87,65.2,9.8,6.0
64,Willie Snead,BAL,PIT,51,90,63.1,6.6,6.0
65,James Washington,PIT,BAL,57,93,66.1,6.6,5.8
66,Chris Conley,JAC,CAR,60,72,65.1,3.3,5.7
67,Trey Quinn,WAS,NE,54,81,67.1,4.5,5.7
68,Hunter Renfrow,OAK,CHI,47,83,72.5,5.6,5.7
69,Adam Humphries,TEN,BUF,62,90,71.3,5.5,5.4
70,Zach Pascal,IND,KC,57,82,69.5,5.0,5.2
71,Anthony Miller,CHI,OAK,53,78,69.6,4.1,5.2
72,Deon Cain,IND,KC,53,94,74.2,6.2,4.9
73,Trent Sherfield,ARI,CIN,57,78,71.9,4.9,4.9
74,Mack Hollins,PHI,NYJ,57,81,74.8,4.0,4.8
75,DaeSean Hamilton,DEN,LAC,68,88,77.0,5.0,4.7
76,Miles Boykin,BAL,PIT,67,98,79.7,8.1,4.7
77,Chester Rogers,IND,KC,59,93,77.3,7.4,4.6
78,Javon Wims,CHI,OAK,58,100,78.3,13.1,4.4
79,Antonio Callaway,CLE,SF,59,103,80.4,11.0,4.3
80,Zay Jones,BUF,TEN,68,92,82.2,5.6,4.3
81,Jarius Wright,CAR,JAC,67,95,82.5,5.7,4.3
82,David Moore,SEA,LAR,56,94,82.3,4.3,4.3
83,Richie James,SF,CLE,66,101,90.0,6.3,4.1
84,Devin Smith,DAL,GB,64,131,82.8,14.4,4.3
85,Darius Slayton,NYG,MIN,71,97,86.4,4.7,3.9
86,Cordarrelle Patterson,CHI,OAK,75,99,89.0,5.1,3.9
87,Andy Isabella,ARI,CIN,62,101,87.1,8.9,3.9
88,Jaron Brown,SEA,LAR,80,93,85.4,3.7,3.8
89,Damion Ratley,CLE,SF,74,112,88.6,7.2,3.8
