Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
74,Darwin Thompson,KC,IND,64,77,70.9,3.6,1.8
75,Benny Snell Jr.,PIT,BAL,68,80,75.0,1.8,1.6
76,Troymaine Pope,LAC,DEN,61,85,74.1,4.9,1.6
77,Kyle Juszczyk,SF,CLE,67,86,77.5,5.8,1.4
78,Alex Armah,CAR,JAC,75,88,79.4,3.2,1.4
79,Darrell Henderson,LAR,SEA,66,90,77.4,5.7,1.3
80,Reggie Bonnafon,CAR,JAC,76,84,81.1,1.9,1.2
81,Ameer Abdullah,MIN,NYG,75,86,80.4,3.0,1.2
82,CJ Ham,MIN,NYG,65,87,81.2,3.6,1.2
83,Dan Vitale,GB,DAL,77,90,83.3,2.9,1.2
84,Damien Harris,NE,WAS,65,88,76.0,7.4,1.1
85,Patrick DiMarco,BUF,TEN,73,89,82.3,4.4,1.0
86,Mike Boone,MIN,NYG,81,89,84.2,2.3,1.0
87,D'Ernest Johnson,CLE,SF,76,88,84.3,2.8,1.0
88,Jordan Scarlett,CAR,JAC,85,91,87.9,1.8,1.0
89,Tavon Austin,DAL,GB,66,89,80.5,7.6,0
90,Tra Carson,GB,DAL,69,90,80.6,7.6,0.9
91,Derek Watt,LAC,DEN,80,100,89.1,4.5,0.9
92,Corey Clement,PHI,NYJ,82,94,89.8,2.6,0.8
93,Zach Line,NO,TB,79,99,90.5,3.9,0.8
94,Justin Jackson,LAC,DEN,89,93,90.0,1.5,0.8
95,Jamize Olawale,DAL,GB,81,94,92.6,0.9,0.7
