Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
1,Christian McCaffrey,CAR,JAC,1,4,1.6,0.8,21.1
2,Ezekiel Elliott,DAL,GB,1,4,1.8,0.8,19.7
3,Dalvin Cook,MIN,NYG,1,5,2.9,0.5,18.7
4,Alvin Kamara,NO,TB,2,10,4.5,1.2,18.1
5,David Johnson,ARI,CIN,1,6,4.6,0.9,18.1
6,Nick Chubb,CLE,SF,4,13,6.3,1.1,17.1
7,Leonard Fournette,JAC,CAR,5,12,7.4,1.3,16.9
8,Chris Carson,SEA,LAR,7,14,8.5,1.2,15.8
9,Derrick Henry,TEN,BUF,4,13,9.5,1.5,15.5
10,Joe Mixon,CIN,ARI,6,17,10.5,2.0,14.5
11,Mark Ingram,BAL,PIT,7,31,12.5,3.8,14.0
12,Le'Veon Bell,NYJ,PHI,7,18,12.8,2.3,13.4
13,Austin Ekeler,LAC,DEN,6,19,13.9,3.1,13.3
14,Aaron Jones,GB,DAL,7,19,13.9,2.4,13.2
15,Todd Gurley,LAR,SEA,10,23,13.9,2.5,13.0
16,James Conner,PIT,BAL,8,17,14.2,1.9,12.9
17,David Montgomery,CHI,OAK,12,27,17.8,1.9,12.6
18,Marlon Mack,IND,KC,9,33,18.5,4.5,12.0
19,LeSean McCoy,KC,IND,7,27,20.2,3.1,11.7
20,Wayne Gallman,NYG,MIN,13,30,20.6,2.4,11.4
21,Melvin Gordon,LAC,DEN,17,29,20.7,2.7,11.1
22,Phillip Lindsay,DEN,LAC,17,26,22.3,1.9,10.9
23,Devonta Freeman,ATL,HOU,18,31,22.6,2.0,10.7
24,Sony Michel,NE,WAS,12,34,22.9,3.1,10.4
25,James White,NE,WAS,15,35,25.3,3.1,10.2
26,Josh Jacobs,OAK,CHI,21,35,26.1,2.5,10.1
27,Jordan Howard,PHI,NYJ,20,35,27.1,2.3,10.1
28,Damien Williams,KC,IND,19,59,29.0,7.6,9.8
29,Carlos Hyde,HOU,ATL,25,37,29.4,2.6,9.4
30,Royce Freeman,DEN,LAC,25,38,30.0,2.1,9.0
31,Miles Sanders,PHI,NYJ,24,38,30.8,2.7,8.9
32,Matt Breida,SF,CLE,19,40,31.0,2.3,8.7
33,Ronald Jones II,TB,NO,26,42,33.9,2.9,8.6
34,Frank Gore,BUF,TEN,26,42,34.5,2.9,8.1
35,Tarik Cohen,CHI,OAK,26,39,34.5,3.0,7.6
36,Jaylen Samuels,PIT,BAL,27,43,34.7,2.8,7.4
37,Chris Thompson,WAS,NE,30,39,34.8,1.9,7.3
38,Duke Johnson,HOU,ATL,31,45,37.7,1.4,7.1
39,Peyton Barber,TB,NO,39,46,41.0,1.9,7.0
40,Adrian Peterson,WAS,NE,36,49,41.6,2.6,6.9
41,Rashaad Penny,SEA,LAR,35,52,43.0,2.5,6.7
42,Nyheim Hines,IND,KC,35,51,43.3,3.5,6.5
43,Giovani Bernard,CIN,ARI,38,53,43.8,3.2,6.3
44,Raheem Mostert,SF,CLE,37,59,45.3,5.4,6.3
45,Devin Singletary,BUF,TEN,33,57,45.9,4.0,6.0
46,Ito Smith,ATL,HOU,40,56,46.4,3.5,5.7
47,Darrel Williams,KC,IND,24,60,47.5,5.7,5.5
48,Gus Edwards,BAL,PIT,45,58,50.8,2.8,5.2
49,Malcolm Brown,LAR,SEA,41,67,48.4,5.0,5.0
50,Tony Pollard,DAL,GB,38,65,52.8,4.0,5.0
51,Alexander Mattison,MIN,NYG,45,58,51.6,3.2,4.9
52,Dion Lewis,TEN,BUF,43,59,52.2,3.4,4.3
53,Latavius Murray,NO,TB,40,62,52.5,3.5,4.1
54,Tevin Coleman,SF,CLE,28,63,46.9,7.4,4.0
55,Jordan Wilkins,IND,KC,44,61,53.5,4.3,3.8
56,Darren Sproles,PHI,NYJ,47,66,58.1,3.9,3.7
57,Dare Ogunbowale,TB,NO,55,63,58.7,2.1,3.7
58,Jalen Richard,OAK,CHI,55,65,58.9,2.4,3.6
59,Chase Edmonds,ARI,CIN,49,66,60.4,2.9,3.5
60,C.J. Prosise,SEA,LAR,52,77,60.5,4.9,3.4
61,Jeff Wilson,SF,CLE,43,70,58.5,5.7,3.3
62,Justice Hill,BAL,PIT,54,70,63.1,3.8,3.3
63,DeAndre Washington,OAK,CHI,59,69,64.6,2.4,3.2
64,T.J. Yeldon,BUF,TEN,45,74,63.8,4.7,3.2
65,Dexter Williams,GB,DAL,46,76,62.7,8.2,3.0
66,Jonathan Hilliman,NYG,MIN,49,75,65.3,5.6,2.9
67,Ryquell Armstead,JAC,CAR,53,73,66.1,4.2,2.8
68,Ty Montgomery,NYJ,PHI,47,72,67.0,3.0,2.8
69,Dontrell Hilliard,CLE,SF,54,71,65.3,3.2,2.7
70,Mike Davis,CHI,OAK,57,85,71.5,4.3,2.6
71,Brandon Bolden,NE,WAS,52,79,73.0,4.8,2.5
72,Elijhaa Penny,NYG,MIN,69,82,72.8,2.8,2.3
73,Wendell Smallwood,WAS,NE,70,81,74.9,2.3,2.1
