Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,New York (NYJ)NYJ DST,NYJ,BUF,1,4,1.4,0.7
2,Chicago (CHI)CHI DST,CHI,DET,1,4,2.5,1.0
3,Kansas City (KC)KC DST,KC,ARI,1,6,2.8,0.9
4,Green Bay (GB)GB DST,GB,MIA,2,14,4.7,1.3
5,Los Angeles (LAC)LAC DST,LAC,OAK,2,13,5.2,1.9
6,New England (NE)NE DST,NE,TEN,3,10,6.8,1.4
7,Philadelphia (PHI)PHI DST,PHI,DAL,4,11,6.8,1.6
8,Buffalo (BUF)BUF DST,BUF,NYJ,2,17,7.3,1.9
9,Indianapolis (IND)IND DST,IND,JAC,7,22,10.0,1.7
10,San Francisco (SF)SF DST,SF,NYG,5,25,10.6,1.3
11,Los Angeles (LAR)LAR DST,LAR,SEA,6,18,10.8,1.8
12,Atlanta (ATL)ATL DST,ATL,CLE,6,20,12.3,2.8
13,Washington (WAS)WAS DST,WAS,TB,7,21,12.4,1.9
14,Jacksonville (JAC)JAC DST,JAC,IND,9,19,13.2,1.6
15,Pittsburgh (PIT)PIT DST,PIT,CAR,10,19,15.8,1.8
16,Dallas (DAL)DAL DST,DAL,PHI,12,19,15.8,1.5
17,New York (NYG)NYG DST,NYG,SF,12,28,16.8,1.9
18,Carolina (CAR)CAR DST,CAR,PIT,4,21,17.8,2.0
19,Detroit (DET)DET DST,DET,CHI,11,22,18.0,1.5
20,New Orleans (NO)NO DST,NO,CIN,11,22,19.0,2.0
21,Cleveland (CLE)CLE DST,CLE,ATL,18,23,21.0,1.0
22,Tampa Bay (TB)TB DST,TB,WAS,14,26,21.3,1.9
23,Seattle (SEA)SEA DST,SEA,LAR,15,27,23.6,1.7
24,Tennessee (TEN)TEN DST,TEN,NE,20,27,23.4,1.0
25,Miami (MIA)MIA DST,MIA,GB,23,27,24.8,0.8
26,Cincinnati (CIN)CIN DST,CIN,NO,22,27,25.7,1.0
27,Arizona (ARI)ARI DST,ARI,KC,23,28,26.5,0.8
28,Oakland (OAK)OAK DST,OAK,LAC,26,28,28.0,0.2
