Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Patrick Mahomes,KC,ARI,1,2,1.1,0.3
2,Aaron Rodgers,GB,MIA,1,4,2.2,0.6
3,Cam Newton,CAR,PIT,1,6,3.2,0.9
4,Jared Goff,LAR,SEA,4,10,5.4,1.7
5,Drew Brees,NO,CIN,2,10,5.6,2.0
6,Philip Rivers,LAC,OAK,2,10,6.2,1.5
7,Matt Ryan,ATL,CLE,4,13,6.8,2.1
8,Ryan Fitzpatrick,TB,WAS,3,12,8.1,2.0
9,Carson Wentz,PHI,DAL,6,15,9.1,1.5
10,Ben Roethlisberger,PIT,CAR,4,16,9.1,2.0
11,Tom Brady,NE,TEN,2,13,9.8,1.5
12,Mitch Trubisky,CHI,DET,11,19,13.0,1.2
13,Russell Wilson,SEA,LAR,9,22,13.3,2.0
14,Andrew Luck,IND,JAC,8,17,13.4,1.2
15,Andy Dalton,CIN,NO,11,19,15.0,1.5
16,Baker Mayfield,CLE,ATL,12,21,15.8,1.3
17,Alex Smith,WAS,TB,11,18,16.1,1.0
18,Marcus Mariota,TEN,NE,16,25,18.9,1.3
19,Matthew Stafford,DET,CHI,15,25,19.6,1.3
20,Dak Prescott,DAL,PHI,17,24,19.9,1.1
21,Blake Bortles,JAC,IND,17,24,20.4,1.3
22,Eli Manning,NYG,SF,16,26,22.5,1.3
23,Nick Mullens,SF,NYG,16,26,22.6,1.9
24,Derek Carr,OAK,LAC,20,27,23.6,1.1
25,Josh Rosen,ARI,KC,23,27,25.2,1.1
26,Josh McCown,NYJ,BUF,14,27,25.6,1.4
27,Brock Osweiler,MIA,GB,24,28,26.4,1.1
28,Matt Barkley,BUF,NYJ,24,30,27.9,0.5
29,Taysom Hill,NO,CIN,28,30,29.0,0.2
30,Nathan Peterman,BUF,NYJ,28,32,29.8,0.4
31,Jameis Winston,TB,WAS,30,33,30.4,0.7
32,Cody Kessler,JAC,IND,30,32,30.9,0.3
33,Tyrod Taylor,CLE,ATL,30,33,32.4,0.5
34,C.J. Beathard,SF,NYG,31,48,36.3,6.9
