Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Todd Gurley,LAR,SEA,1,3,1.2,0.5
2,Kareem Hunt,KC,ARI,1,5,2.3,1.0
3,Melvin Gordon,LAC,OAK,1,6,2.8,0.9
4,Alvin Kamara,NO,CIN,3,7,4.3,0.8
5,Saquon Barkley,NYG,SF,2,7,5.2,1.0
6,James Conner,PIT,CAR,3,8,6.3,1.3
7,James White,NE,TEN,4,10,7.0,1.1
8,Christian McCaffrey,CAR,PIT,2,12,7.4,1.6
9,David Johnson,ARI,KC,7,16,10.1,1.3
10,Ezekiel Elliott,DAL,PHI,7,18,10.4,1.8
11,Joe Mixon,CIN,NO,8,18,10.6,1.6
12,Tevin Coleman,ATL,CLE,9,15,11.9,1.1
13,Tarik Cohen,CHI,DET,7,20,14.4,2.2
14,Nick Chubb,CLE,ATL,8,25,14.4,2.2
15,Aaron Jones,GB,MIA,10,26,16.3,2.7
16,Dion Lewis,TEN,NE,9,25,17.5,3.9
17,Duke Johnson,CLE,ATL,10,43,17.7,2.9
18,Marlon Mack,IND,JAC,11,23,18.1,2.6
19,Leonard Fournette,JAC,IND,15,31,20.0,2.9
20,Mike Davis,SEA,LAR,13,33,20.1,3.3
21,Jordan Howard,CHI,DET,13,31,20.2,2.9
22,Mark Ingram,NO,CIN,12,28,21.4,3.0
23,Matt Breida,SF,NYG,16,32,22.8,2.7
24,Adrian Peterson,WAS,TB,15,33,23.3,4.5
25,Sony Michel,NE,TEN,17,44,24.5,4.2
26,Kerryon Johnson,DET,CHI,20,35,27.0,2.2
27,Kenyan Drake,MIA,GB,18,34,27.3,2.2
28,Austin Ekeler,LAC,OAK,20,34,28.4,2.6
29,Kapri Bibbs,WAS,TB,21,49,29.4,5.4
30,Isaiah Crowell,NYJ,BUF,24,36,30.6,2.3
31,Jalen Richard,OAK,LAC,23,36,30.6,2.7
32,LeSean McCoy,BUF,NYJ,20,34,30.9,2.7
33,Ito Smith,ATL,CLE,24,38,31.3,2.4
34,Elijah McGuire,NYJ,BUF,24,39,32.9,3.1
35,Theo Riddick,DET,CHI,28,42,34.4,2.7
36,Wendell Smallwood,PHI,DAL,27,47,36.4,2.1
37,Doug Martin,OAK,LAC,28,44,36.6,2.9
38,Frank Gore,MIA,GB,21,46,38.2,2.0
39,Nyheim Hines,IND,JAC,35,47,38.9,1.7
40,Peyton Barber,TB,WAS,29,44,40.3,2.3
41,Corey Clement,PHI,DAL,35,48,43.0,2.0
42,Jamaal Williams,GB,MIA,39,50,43.4,1.7
43,T.J. Yeldon,JAC,IND,37,52,42.5,2.0
44,Giovani Bernard,CIN,NO,36,56,45.3,3.0
45,Derrick Henry,TEN,NE,37,51,45.3,2.3
46,Kyle Juszczyk,SF,NYG,37,53,41.6,4.4
47,Spencer Ware,KC,ARI,31,56,48.3,2.7
48,Josh Adams,PHI,DAL,39,54,47.7,3.0
49,Rashaad Penny,SEA,LAR,39,57,48.5,3.3
50,Alfred Morris,SF,NYG,42,55,50.3,2.1
51,Jacquizz Rodgers,TB,WAS,45,54,49.2,1.8
52,Carlos Hyde,JAC,IND,39,55,51.3,2.1
53,LeGarrette Blount,DET,CHI,45,65,55.8,2.7
54,Marcus Murphy,BUF,NYJ,48,80,54.7,2.3
55,DeAndre Washington,OAK,LAC,48,57,53.6,1.9
56,Chase Edmonds,ARI,KC,48,60,56.1,2.4
57,Trenton Cannon,NYJ,BUF,52,72,59.8,3.6
58,Malcolm Brown,LAR,SEA,57,66,61.3,2.0
59,Wayne Gallman,NYG,SF,55,67,59.5,3.1
60,C.J. Anderson,CAR,PIT,51,70,64.7,4.3
61,Chris Carson,SEA,LAR,40,81,57.5,8.1
62,Anthony Sherman,KC,ARI,56,71,60.5,2.8
63,Mark Walton,CIN,NO,58,76,66.3,3.7
64,Jordan Wilkins,IND,JAC,57,72,66.3,2.8
65,Kalen Ballage,MIA,GB,58,73,66.5,2.8
66,Rod Smith,DAL,PHI,62,73,67.0,2.0
67,Benny Cunningham,CHI,DET,61,79,66.7,3.9
68,Patrick DiMarco,BUF,NYJ,55,82,63.8,5.2
69,James Develin,NE,TEN,49,76,64.2,5.3
70,Samaje Perine,WAS,TB,60,77,70.2,3.4
71,Keith Smith,OAK,LAC,59,72,63.5,3.7
72,Kenjon Barner,NE,TEN,46,76,56.1,3.9
73,Jaylen Samuels,PIT,CAR,53,78,68.9,6.0
74,Shaun Wilson,TB,WAS,61,81,73.1,2.1
75,Stevan Ridley,PIT,CAR,52,82,74.3,5.6
76,Dontrell Hilliard,CLE,ATL,68,93,75.8,3.0
77,Alex Armah,CAR,PIT,49,81,68.9,5.4
78,Cordarrelle Patterson,NE,TEN,43,60,50.3,6.3
79,Damien Williams,KC,ARI,73,89,76.6,2.7
80,Robert Turbin,FA,,67,86,72.0,1.9
81,C.J. Prosise,SEA,LAR,69,80,72.3,1.9
82,Zach Line,NO,CIN,59,80,76.5,1.3
83,Tommy Bohanon,JAC,IND,70,80,76.2,3.5
84,Justin Jackson,LAC,OAK,73,82,77.5,3.4
85,Taquan Mizzell,CHI,DET,75,88,80.7,2.6
86,Tra Carson,GB,MIA,76,84,80.6,2.9
87,Tre Madden,SEA,LAR,75,78,76.5,1.5
88,Elijhaa Penny,NYG,SF,82,92,86.3,4.2
