Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Michael Thomas,NO,CIN,1,5,1.3,0.8
2,Antonio Brown,PIT,CAR,1,112,2.3,0.9
3,Julio Jones,ATL,CLE,1,6,3.1,0.9
4,Davante Adams,GB,MIA,2,6,4.2,0.9
5,Odell Beckham Jr.,NYG,SF,2,11,4.9,1.1
6,Keenan Allen,LAC,OAK,1,11,6.1,1.5
7,Tyreek Hill,KC,ARI,6,14,7.0,1.2
8,Robert Woods,LAR,SEA,7,14,9.0,1.3
9,Tyler Boyd,CIN,NO,4,15,9.4,1.8
10,Mike Evans,TB,WAS,5,15,9.5,2.1
11,JuJu Smith-Schuster,PIT,CAR,8,17,11.4,1.6
12,Jarvis Landry,CLE,ATL,8,18,12.3,1.9
13,Brandin Cooks,LAR,SEA,10,20,13.5,2.0
14,Cooper Kupp,LAR,SEA,7,21,13.7,1.8
15,Julian Edelman,NE,TEN,10,16,13.7,1.5
16,Josh Gordon,NE,TEN,8,26,15.5,2.5
17,Calvin Ridley,ATL,CLE,9,39,18.4,2.3
18,Larry Fitzgerald,ARI,KC,16,31,19.6,3.4
19,Marvin Jones,DET,CHI,16,34,19.9,2.6
20,Alshon Jeffery,PHI,DAL,17,29,21.1,2.2
21,Marquez Valdes-Scantling,GB,MIA,15,46,21.5,4.3
22,T.Y. Hilton,IND,JAC,19,30,23.3,2.0
23,Kenny Golladay,DET,CHI,15,55,23.9,2.9
24,Golden Tate,PHI,DAL,15,32,24.5,4.5
25,DeSean Jackson,TB,WAS,20,44,25.9,3.4
26,Devin Funchess,CAR,PIT,13,47,26.3,3.6
27,Corey Davis,TEN,NE,14,40,26.4,2.7
28,Doug Baldwin,SEA,LAR,20,43,26.9,2.8
29,Amari Cooper,DAL,PHI,13,41,28.2,4.7
30,Tyler Lockett,SEA,LAR,19,51,29.2,3.8
31,Sterling Shepard,NYG,SF,21,42,30.8,2.8
32,Christian Kirk,ARI,KC,21,43,32.0,3.3
33,Tyrell Williams,LAC,OAK,13,53,34.0,3.1
34,Tre'Quan Smith,NO,CIN,27,46,35.2,2.9
35,Taylor Gabriel,CHI,DET,31,48,36.3,3.1
36,Mohamed Sanu,ATL,CLE,30,52,36.8,3.9
37,Donte Moncrief,JAC,IND,25,52,38.9,4.5
38,D.J. Moore,CAR,PIT,22,60,40.3,5.8
39,Maurice Harris,WAS,TB,30,56,40.5,5.6
40,Chris Godwin,TB,WAS,27,56,41.4,4.4
41,Marquise Goodwin,SF,NYG,31,53,43.2,3.6
42,Mike Williams,LAC,OAK,22,74,41.1,5.5
43,Randall Cobb,GB,MIA,32,62,44.3,4.6
44,Allen Robinson,CHI,DET,27,65,44.5,9.3
45,Anthony Miller,CHI,DET,37,55,44.8,4.0
46,Dede Westbrook,JAC,IND,35,59,45.3,5.0
47,David Moore,SEA,LAR,23,62,47.6,4.7
48,Adam Humphries,TB,WAS,36,57,47.6,5.2
49,Danny Amendola,MIA,GB,38,68,48.9,3.2
50,Jordy Nelson,OAK,LAC,30,67,46.7,4.7
