Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Travis Kelce,KC,JAC,1,3,1.2,0.4
2,Zach Ertz,PHI,MIN,1,3,1.9,0.5
3,Jared Cook,OAK,LAC,3,8,3.9,1.0
4,Jordan Reed,WAS,NO,2,11,4.2,1.7
5,Rob Gronkowski,NE,IND,1,14,5.4,1.5
6,Jimmy Graham,GB,DET,3,9,5.7,1.1
7,George Kittle,SF,ARI,4,9,6.8,1.1
8,Eric Ebron,IND,NE,5,12,7.3,1.3
9,Vance McDonald,PIT,ATL,6,12,8.8,0.8
10,Kyle Rudolph,MIN,PHI,8,13,9.9,0.7
11,David Njoku,CLE,BAL,9,14,11.2,1.1
12,Austin Hooper,ATL,PIT,10,17,12.8,0.9
13,Benjamin Watson,NO,WAS,11,15,13.3,1.1
14,Ricky Seals-Jones,ARI,SF,12,17,15.1,1.1
15,Austin Seferian-Jenkins,JAC,KC,11,21,15.3,1.6
16,C.J. Uzomah,CIN,MIA,10,26,15.0,4.5
17,Nick Vannett,SEA,LAR,14,25,18.3,2.1
18,Antonio Gates,LAC,OAK,15,23,19.2,1.7
19,Geoff Swaim,DAL,HOU,16,27,20.1,2.3
20,Rhett Ellison,NYG,CAR,16,29,20.2,2.4
21,Dallas Goedert,PHI,MIN,16,25,20.5,2.5
22,Ian Thomas,CAR,NYG,16,32,21.9,1.9
23,Charles Clay,BUF,TEN,13,28,22.1,3.5
24,Jeff Heuerman,DEN,NYJ,15,33,22.7,3.4
25,Mike Gesicki,MIA,CIN,21,33,24.6,1.5
26,Jesse James,PIT,ATL,19,35,25.6,3.1
27,Jonnu Smith,TEN,BUF,23,39,27.5,2.1
28,Tyler Kroft,CIN,MIA,19,33,28.1,2.9
29,Ryan Griffin,HOU,DAL,25,32,29.2,1.7
30,Vernon Davis,WAS,NO,24,34,30.9,2.6
31,Hayden Hurst,BAL,CLE,17,55,30.4,4.5
32,Mark Andrews,BAL,CLE,25,37,31.6,2.1
33,Luke Willson,DET,GB,28,41,32.9,2.8
34,Nick Boyle,BAL,CLE,27,58,31.6,4.2
35,Virgil Green,LAC,OAK,32,56,35.6,3.5
36,Demetrius Harris,KC,JAC,30,51,36.3,4.0
37,Jordan Leggett,NYJ,DEN,32,64,37.1,1.4
38,Jordan Akins,HOU,DAL,30,49,38.1,2.7
39,Gerald Everett,LAR,SEA,35,47,39.6,2.9
40,Maxx Williams,BAL,CLE,31,44,37.9,3.7
41,Chris Herndon IV,NYJ,DEN,29,44,40.6,2.6
42,Josh Hill,NO,WAS,33,54,40.6,3.0
43,Tyler Higbee,LAR,SEA,34,47,42.0,2.8
44,Garrett Celek,SF,ARI,38,59,45.0,3.1
45,Luke Stocker,TEN,BUF,37,51,41.4,3.7
46,Jason Croom,BUF,TEN,36,55,49.7,4.1
47,Logan Paulsen,ATL,PIT,40,62,49.8,5.7
48,Jermaine Gresham,ARI,SF,45,55,47.2,2.1
49,Eric Tomlinson,NYJ,DEN,30,87,52.0,5.7
50,Darren Fells,CLE,BAL,47,56,49.0,2.1
51,James O'Shaughnessy,JAC,KC,26,50,45.6,3.4
52,Levine Toilolo,DET,GB,42,61,48.8,5.4
53,Jordan Thomas,HOU,DAL,47,57,53.4,2.1
54,Lee Smith,OAK,LAC,49,60,54.2,3.7
55,Lance Kendricks,GB,DET,50,59,54.6,2.9
56,Jacob Hollister,NE,IND,41,66,55.2,9.2
57,Niles Paul,JAC,KC,54,68,56.8,3.0
58,David Morgan,MIN,PHI,54,63,56.8,3.2
59,Mo Alie-Cox,IND,NE,42,64,52.3,9.1
60,Derek Carrier,OAK,LAC,44,69,58.2,3.4
61,Blake Jarwin,DAL,HOU,40,78,58.6,6.2
62,Durham Smythe,MIA,CIN,41,81,59.8,12.7
63,Dwayne Allen,NE,IND,36,73,60.2,8.9
64,Chris Manhertz,CAR,NYG,49,72,60.2,7.5
65,Erik Swoope,IND,NE,38,42,40.0,2.0
66,Matt LaCosse,DEN,NYJ,50,75,62.0,7.2
67,Rico Gathers,DAL,HOU,54,64,62.2,3.6
68,Khari Lee,FA,,62,66,63.6,1.6
69,Seth DeValve,CLE,BAL,58,69,65.3,4.3
70,Hakeem Valles,FA,,65,67,65.8,0.8
71,Joshua Perkins,PHI,MIN,61,72,69.4,1.9
72,Logan Thomas,BUF,TEN,63,71,66.7,3.3
73,Marcedes Lewis,GB,DET,62,68,65.0,3.0
74,Tyler Conklin,NE,IND,63,70,66.5,3.5
75,Scott Simonson,NYG,CAR,70,74,71.8,1.8
76,Orson Charles,CLE,BAL,70,83,76.5,6.5
