Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Antonio Brown,PIT,ATL,1,16,1.6,0.6
2,Michael Thomas,NO,WAS,1,7,1.8,1.1
3,Julio Jones,ATL,PIT,1,4,2.7,0.4
4,DeAndre Hopkins,HOU,DAL,2,11,4.4,1.2
5,Odell Beckham Jr.,NYG,CAR,3,9,6.2,1.2
6,JuJu Smith-Schuster,PIT,ATL,4,10,6.3,1.2
7,A.J. Green,CIN,MIA,5,13,7.1,1.5
8,Keenan Allen,LAC,OAK,3,10,7.5,1.8
9,Adam Thielen,MIN,PHI,3,11,7.8,1.6
10,Golden Tate,DET,GB,9,17,11.4,1.3
11,Davante Adams,GB,DET,7,19,11.6,2.3
12,Tyreek Hill,KC,JAC,8,30,12.5,1.5
13,Stefon Diggs,MIN,PHI,5,22,12.6,2.2
14,Brandin Cooks,LAR,SEA,9,24,13.2,2.5
15,Jarvis Landry,CLE,BAL,10,22,14.9,1.7
16,Cooper Kupp,LAR,SEA,14,25,16.2,2.0
17,Robert Woods,LAR,SEA,13,22,17.9,1.6
18,Emmanuel Sanders,DEN,NYJ,13,27,18.2,2.2
19,Corey Davis,TEN,BUF,13,27,19.5,2.0
20,Kenny Golladay,DET,GB,12,28,19.6,2.7
21,Tyler Boyd,CIN,MIA,16,26,21.5,2.2
22,Calvin Ridley,ATL,PIT,11,32,22.2,3.7
23,John Brown,BAL,CLE,19,43,24.4,3.5
24,Marvin Jones,DET,GB,23,36,26.8,2.8
25,Alshon Jeffery,PHI,MIN,15,36,27.2,3.0
26,Amari Cooper,OAK,LAC,18,46,27.2,4.2
27,Julian Edelman,NE,IND,14,40,27.3,4.4
28,Doug Baldwin,SEA,LAR,21,40,27.6,4.5
29,Devin Funchess,CAR,NYG,20,40,29.6,3.1
30,Sterling Shepard,NYG,CAR,25,43,30.3,3.4
31,Will Fuller,HOU,DAL,19,48,31.1,7.4
32,Keelan Cole,JAC,KC,22,45,31.9,4.3
33,Demaryius Thomas,DEN,NYJ,18,40,32.5,3.9
34,Kenny Stills,MIA,CIN,27,51,33.7,3.6
35,Quincy Enunwa,NYJ,DEN,20,58,35.7,5.0
36,Dede Westbrook,JAC,KC,20,43,36.3,3.0
