Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Todd Gurley,LAR,SEA,1,4,1.3,0.5
2,Alvin Kamara,NO,WAS,1,5,2.1,0.8
3,Melvin Gordon,LAC,OAK,1,5,2.9,0.7
4,Christian McCaffrey,CAR,NYG,1,7,3.9,0.8
5,Ezekiel Elliott,DAL,HOU,2,8,5.0,0.8
6,Saquon Barkley,NYG,CAR,4,8,6.1,0.7
7,David Johnson,ARI,SF,5,17,7.9,1.3
8,James Conner,PIT,ATL,5,15,9.1,1.8
9,James White,NE,IND,6,19,9.5,2.9
10,T.J. Yeldon,JAC,KC,8,17,10.4,1.5
11,Chris Thompson,WAS,NO,6,20,11.0,2.5
12,Kareem Hunt,KC,JAC,6,15,11.5,1.8
13,Sony Michel,NE,IND,8,18,12.0,1.6
14,Marshawn Lynch,OAK,LAC,13,20,15.7,1.1
15,Joe Mixon,CIN,MIA,7,44,15.8,5.9
16,Matt Breida,SF,ARI,13,32,16.5,2.1
17,Carlos Hyde,CLE,BAL,11,30,17.2,3.1
18,Mark Ingram,NO,WAS,13,33,17.3,2.2
19,Kerryon Johnson,DET,GB,13,26,19.4,2.3
20,Phillip Lindsay,DEN,NYJ,18,35,21.4,3.2
21,Dion Lewis,TEN,BUF,15,37,22.8,2.3
22,Jay Ajayi,PHI,MIN,17,31,23.6,2.9
23,Aaron Jones,GB,DET,14,47,23.8,4.0
24,Devonta Freeman,ATL,PIT,15,42,24.5,4.7
25,Nyheim Hines,IND,NE,16,41,26.7,4.7
26,Alex Collins,BAL,CLE,16,38,27.1,4.9
27,Adrian Peterson,WAS,NO,20,43,28.2,3.8
28,Tevin Coleman,ATL,PIT,21,50,29.0,4.7
29,Javorius Allen,BAL,CLE,12,38,29.1,4.0
30,LeSean McCoy,BUF,TEN,21,41,29.2,3.7
31,Austin Ekeler,LAC,OAK,23,39,31.0,3.5
32,Royce Freeman,DEN,NYJ,20,44,33.3,5.0
33,Derrick Henry,TEN,BUF,20,49,33.9,4.7
34,Kenyan Drake,MIA,CIN,24,44,34.7,3.3
35,Ty Montgomery,GB,DET,19,46,34.7,4.2
36,Bilal Powell,NYJ,DEN,13,44,35.1,4.1
37,Duke Johnson,CLE,BAL,25,54,39.5,4.4
38,Latavius Murray,MIN,PHI,27,56,39.5,7.0
39,Isaiah Crowell,NYJ,DEN,31,44,39.9,2.5
40,Theo Riddick,DET,GB,34,49,37.8,2.1
41,Chris Carson,SEA,LAR,24,51,41.0,5.2
42,Alfred Blue,HOU,DAL,23,59,41.4,8.7
43,Mike Davis,SEA,LAR,36,51,42.9,3.7
44,Frank Gore,MIA,CIN,27,51,44.7,2.7
45,Jamaal Williams,GB,DET,35,49,44.0,2.9
46,Corey Grant,JAC,KC,27,63,47.2,5.9
47,Jalen Richard,OAK,LAC,39,60,45.3,3.1
48,Alfred Morris,SF,ARI,41,52,47.7,1.9
49,Jordan Wilkins,IND,NE,40,55,49.4,2.8
50,Kyle Juszczyk,SF,ARI,43,56,48.5,2.3
51,Nick Chubb,CLE,BAL,45,75,53.6,4.0
52,C.J. Anderson,CAR,NYG,49,64,55.0,2.7
53,Rashaad Penny,SEA,LAR,49,71,56.3,4.6
54,Wendell Smallwood,PHI,MIN,42,81,53.7,5.3
55,Chris Ivory,BUF,TEN,51,61,55.7,2.2
56,Devontae Booker,DEN,NYJ,52,63,57.3,2.3
57,Wayne Gallman,NYG,CAR,49,64,58.7,2.2
58,LeGarrette Blount,DET,GB,51,66,61.0,3.2
59,Lamar Miller,HOU,DAL,18,71,44.2,18.1
60,Ito Smith,ATL,PIT,48,80,59.6,4.0
61,Chase Edmonds,ARI,SF,50,66,58.8,2.7
62,Mark Walton,CIN,MIA,46,88,60.0,9.1
63,Spencer Ware,KC,JAC,53,70,64.1,2.1
64,Doug Martin,OAK,LAC,55,67,62.7,2.4
65,Rod Smith,DAL,HOU,59,75,67.3,2.9
66,Corey Clement,PHI,MIN,45,81,67.6,8.3
67,Malcolm Brown,LAR,SEA,65,78,70.3,2.2
68,C.J. Prosise,SEA,LAR,61,105,67.2,3.9
69,Damien Williams,KC,JAC,66,83,69.6,4.5
70,Stevan Ridley,PIT,ATL,65,79,72.0,2.3
71,Dalvin Cook,MIN,PHI,25,80,46.1,15.8
72,Robert Turbin,IND,NE,51,82,66.8,7.4
73,CJ Ham,MIN,PHI,63,79,70.3,3.7
74,Marcus Murphy,BUF,TEN,66,74,69.9,1.9
75,Kalen Ballage,MIA,CIN,67,87,76.5,4.2
76,Roc Thomas,MIN,PHI,68,108,80.5,4.6
77,Anthony Sherman,KC,JAC,64,86,72.0,3.9
78,Mike Boone,MIN,PHI,64,101,78.6,5.9
79,Tommy Bohanon,JAC,KC,75,96,78.9,3.0
80,Josh Adams,PHI,MIN,74,92,84.9,4.7
81,Ryan Hewitt,IND,NE,54,82,65.1,9.7
82,Tyler Ervin,HOU,DAL,53,97,69.4,11.6
