Todd Gurley,0.3038
Michael Thomas,0.2173
Kareem Hunt,0.209
Melvin Gordon,0.2083
Alvin Kamara,0.2043
Tyler Boyd,0.182
Dion Lewis,0.1778
Marquez Valdes-Scantling,0.161
New York Jets,0.1568
Davante Adams,0.1468
Keenan Allen,0.139
Brandin Cooks,0.1338
Travis Kelce,0.1334
Mike Evans,0.1323
Robert Woods,0.1308
Tyreek Hill,0.1273
Cooper Kupp,0.1263
Corey Davis,0.125
Julio Jones,0.124
Joe Mixon,0.1208
Green Bay Packers,0.1188
Jared Goff,0.1185
Ryan Fitzpatrick,0.115
Chicago Bears,0.1088
Jimmy Graham,0.1055
Duke Johnson,0.1025
Kansas City Chiefs,0.1015
James White,0.1013
Jarvis Landry,0.101
Los Angeles Chargers,0.0983
Mike Davis,0.0965
Josh Gordon,0.0958
Patrick Mahomes,0.0945
Philip Rivers,0.094
David Johnson,0.0895
Aaron Rodgers,0.0875
O.J. Howard,0.0863
Adrian Peterson,0.0853
Sammy Watkins,0.0853
Drew Brees,0.0843
Trey Burton,0.0843
New England Patriots,0.083
Rob Gronkowski,0.0828
Julian Edelman,0.0813
Jordan Reed,0.0813
Tom Brady,0.081
Tyrell Williams,0.08
Tevin Coleman,0.079
Mike Williams,0.0768
Tarik Cohen,0.0765
Los Angeles Rams,0.076
Marvin Jones,0.0755
Kenny Golladay,0.0743
Jordan Howard,0.072
Mark Ingram,0.0685
Doug Baldwin,0.0678
David Njoku,0.0668
Nick Chubb,0.066
Jared Cook,0.0655
Calvin Ridley,0.065
Matt Ryan,0.0648
DeSean Jackson,0.0633
Tyler Lockett,0.061
Andy Dalton,0.0598
Aaron Jones,0.0598
Maurice Harris,0.0578
Marcus Mariota,0.0575
John Ross,0.0574
Sony Michel,0.0555
T.Y. Hilton,0.055
Adam Humphries,0.0528
Jack Doyle,0.052
Marlon Mack,0.0495
Allen Robinson,0.0478
Alex Smith,0.0475
Leonard Fournette,0.0463
Atlanta Falcons,0.0455
Benjamin Watson,0.044
Eric Ebron,0.0395
Nick Vannett,0.0393
Jacksonville Jaguars,0.0393
Chris Godwin,0.039
Indianapolis Colts,0.0388
Randall Cobb,0.0385
Tre'Quan Smith,0.0375
Austin Hooper,0.036
Tampa Bay Buccaneers,0.0358
Josh Doctson,0.0348
Washington Redskins,0.0325
Baker Mayfield,0.0323
Isaiah Crowell,0.0323
Larry Fitzgerald,0.032
Kerryon Johnson,0.031
Austin Ekeler,0.0308
Vernon Davis,0.0308
Peyton Barber,0.0303
Elijah McGuire,0.0293
Christian Kirk,0.029
Jordy Nelson,0.0288
Russell Wilson,0.0285
Mohamed Sanu,0.0281
Andrew Luck,0.0278
Chris Herndon,0.0275
David Moore,0.0273
C.J. Uzomah,0.027
Buffalo Bills,0.027
Mitch Trubisky,0.0265
Anthony Miller,0.0253
Taylor Gabriel,0.0235
Quincy Enunwa,0.023
Chris Hogan,0.0224
New Orleans Saints,0.0224
Chris Carson,0.0213
LeSean McCoy,0.0213
Robby Anderson,0.021
Gerald Everett,0.02
Matthew Stafford,0.0195
Dede Westbrook,0.019
Josh McCown,0.0188
Kelvin Benjamin,0.0188
Kenyan Drake,0.0185
Danny Amendola,0.0185
Cleveland Browns,0.018
Derek Carr,0.0163
Tennessee Titans,0.0158
Rashard Higgins,0.0151
Derrick Henry,0.0143
Jamaal Williams,0.0141
Ito Smith,0.0138
Jalen Richard,0.0138
Blake Bortles,0.0133
Antonio Gates,0.0129
Doug Martin,0.0128
Tajae Sharpe,0.0128
Seth Roberts,0.0125
Detroit Lions,0.0124
Chris Thompson,0.012
Brandon LaFell,0.0118
Jermaine Kearse,0.0115
Theo Riddick,0.0113
Nyheim Hines,0.0108
Jonnu Smith,0.0085
Miami Dolphins,0.0085
Martavis Bryant,0.0084
Antonio Callaway,0.0081
Ricky Seals-Jones,0.0081
Frank Gore,0.0078
Kenny Stills,0.0078
Oakland Raiders,0.0078
Ryan Grant,0.0075
Arizona Cardinals,0.0075
DeVante Parker,0.0073
Travis Benjamin,0.0066
Kapri Bibbs,0.0063
Cincinnati Bengals,0.0061
Seattle Seahawks,0.0061
Brock Osweiler,0.0058
Josh Rosen,0.0053
Derek Anderson,0.005
Tyler Higbee,0.005
Mike Gesicki,0.0049
Breshad Perriman,0.0044
Damion Ratley,0.0044
Chris Ivory,0.0041
