Carson Palmer (9614765),0.25
Adam Thielen (9614556),0.25
Jordy Nelson (9614523),0.2
Davante Adams (9614527),0.2
Rob Gronkowski (9614664),0.25
Jordan Howard (9614384),0.27
Mark Ingram (9614609),0.25
Lamar Miller (9614448),0.22
