Allen Hurns,1
Leonard Fournette,0.1
Chris Ivory,1.2
Keenan Allen,0.8
Tyrell Williams,1.05
Ben Watson,1.1
Breshad Perriman,0
Hunter Henry,1.05
DeVante Parker,0
Jarvis Landry,1.05
Kenny Stills,1.1
Marlon Mack,1.1
Mike Wallace,0.9
DeMarco Murray,0.8
Derrick Henry,1
Stefon Diggs,0
Adam Thielen,1.05
Andre Ellington,0
Jordan Matthews,1.1
Delanie Walker,1
Jonnu Smith,1
Jordan Howard,1.05
Jerick McKinnon,0.97
Jeremy Maclin,0.1
Antonio Brown,1.05
Martellus Bennett,1.05
Coby Fleener,1.05
Tyler Kroft,1.025
David Njoku,1.05
A.J. Green,1.05
Mitch Trubisky,1
Andy Dalton,1
Jay Cutler,1
Carlos Hyde,1.025
Bennie Fowler,1.1
Alshon Jeffery ,1.05
Nelson Algholor,1.025
George Kittle,1.05
Eddie Lacy,1.05
Thomas Rawls,1.05
A.J. Derby,1.1
Seattle Seahawks,1.05
Duke Johnson,1.05
Michael Campanaro,1.5
Willie Snead,0.01
Sterling Shepard,1.05
Ryan Fitzpatrick,0.1
