Player,Team,Opp,Time,FD Pos,FD Own,FD Sal,DK Pos,DK Own,DK Sal
Will Fuller,HOU,CAR,Sun 01:00 EDT,WR,2.50%,5900,WR,2.90%,4500
Kenyan Drake,MIA,LAC,Sun 01:00 EDT,RB,2.30%,5300,RB,2.30%,4200
Kyler Murray,ARI,SEA,Sun 04:05 EDT,QB,2.30%,7600,QB,2.20%,6000
LeSean McCoy,KC,DET,Sun 01:00 EDT,RB,2.20%,6300,RB,1.90%,5600
Mecole Hardman,KC,DET,Sun 01:00 EDT,WR,2.20%,6500,WR,2.50%,5100
Peyton Barber,TB,LA,Sun 04:05 EDT,RB,2.00%,5700,RB,1.90%,4300
Rex Burkhead,NE,BUF,Sun 01:00 EDT,RB,1.90%,5600,RB,2.00%,4400
Tom Brady,NE,BUF,Sun 01:00 EDT,QB,1.90%,7800,QB,1.70%,6600
Ito Smith,ATL,TEN,Sun 01:00 EDT,RB,1.80%,4800,RB,1.80%,3700
Mohamed Sanu,ATL,TEN,Sun 01:00 EDT,WR,1.80%,5700,WR,2.20%,4100
Danny Amendola,DET,KC,Sun 01:00 EDT,WR,1.70%,4900,WR,2.00%,3900
Josh Allen,BUF,NE,Sun 01:00 EDT,QB,1.70%,7400,QB,1.80%,5600
Corey Davis,TEN,ATL,Sun 01:00 EDT,WR,1.70%,5200,WR,1.90%,4200
Curtis Samuel,CAR,HOU,Sun 01:00 EDT,WR,1.70%,5800,WR,1.90%,4600
Devin Singletary,BUF,NE,Sun 01:00 EDT,RB,1.70%,5400,RB,1.80%,4200
Sony Michel,NE,BUF,Sun 01:00 EDT,RB,1.70%,6100,RB,1.40%,5500
Emmanuel Sanders,DEN,JAC,Sun 04:25 EDT,WR,1.70%,5500,WR,1.70%,4900
Dion Lewis,TEN,ATL,Sun 01:00 EDT,RB,1.60%,4900,RB,1.70%,3700
J.J. Nelson,OAK,IND,Sun 01:00 EDT,WR,1.60%,5200,WR,2.10%,3600
Kalen Ballage,MIA,LAC,Sun 01:00 EDT,RB,1.60%,4900,RB,1.50%,3800
Ty Johnson,DET,KC,Sun 01:00 EDT,RB,1.60%,4500,RB,1.90%,3000
DeAndre Washington,OAK,IND,Sun 01:00 EDT,RB,1.50%,4500,RB,1.90%,3000
Preston Williams,MIA,LAC,Sun 01:00 EDT,WR,1.50%,5200,WR,1.90%,3900
Josh Gordon,NE,BUF,Sun 01:00 EDT,WR,1.40%,6200,WR,1.30%,5900
Gus Edwards,BAL,CLE,Sun 01:00 EDT,RB,1.40%,5300,RB,1.60%,3600
A.J. Brown,TEN,ATL,Sun 01:00 EDT,WR,1.40%,4700,WR,1.70%,3700
Taylor Gabriel,CHI,MIN,Sun 04:25 EDT,WR,1.40%,4800,WR,1.70%,3700
Calvin Ridley,ATL,TEN,Sun 01:00 EDT,WR,1.40%,5800,WR,1.50%,5000
Phillip Lindsay,DEN,JAC,Sun 04:25 EDT,RB,1.40%,6900,RB,1.50%,5200
Frank Gore,BUF,NE,Sun 01:00 EDT,RB,1.40%,5700,RB,1.30%,4400
Marvin Jones,DET,KC,Sun 01:00 EDT,WR,1.40%,5900,WR,1.30%,5400
Josh Jacobs,OAK,IND,Sun 01:00 EDT,RB,1.40%,6000,RB,1.20%,5100
Courtland Sutton,DEN,JAC,Sun 04:25 EDT,WR,1.40%,5700,WR,1.50%,4600
Cole Beasley,BUF,NE,Sun 01:00 EDT,WR,1.30%,5200,WR,1.40%,4700
Paul Richardson,WAS,NYG,Sun 01:00 EDT,WR,1.30%,4700,WR,1.50%,3700
Albert Wilson,MIA,LAC,Sun 01:00 EDT,WR,1.30%,4600,WR,1.40%,4000
Chris Conley,JAC,DEN,Sun 04:25 EDT,WR,1.30%,5100,WR,1.50%,4000
Adam Humphries,TEN,ATL,Sun 01:00 EDT,WR,1.30%,5200,WR,1.50%,4000
Travis Benjamin,LAC,MIA,Sun 01:00 EDT,WR,1.20%,4500,WR,1.60%,3000
Elijhaa Penny,NYG,WAS,Sun 01:00 EDT,RB,1.20%,5000,RB,1.00%,4300
Darrel Williams,KC,DET,Sun 01:00 EDT,RB,1.20%,5500,RB,1.10%,4700
DaeSean Hamilton,DEN,JAC,Sun 04:25 EDT,WR,1.20%,5000,WR,1.50%,3600
Jarvis Landry,CLE,BAL,Sun 01:00 EDT,WR,1.10%,6200,WR,1.20%,5100
Allen Robinson,CHI,MIN,Sun 04:25 EDT,WR,1.10%,7000,WR,1.20%,5600
Willie Snead,BAL,CLE,Sun 01:00 EDT,WR,1.10%,5000,WR,1.20%,4400
Hunter Renfrow,OAK,IND,Sun 01:00 EDT,WR,1.10%,4900,WR,1.30%,3800
D.J. Moore,CAR,HOU,Sun 01:00 EDT,WR,1.10%,6400,WR,1.10%,5600
John Brown,BUF,NE,Sun 01:00 EDT,WR,1.10%,5600,WR,1.00%,5300
Tyrell Williams,OAK,IND,Sun 01:00 EDT,WR,1.10%,5900,WR,1.00%,5700
David Montgomery,CHI,MIN,Sun 04:25 EDT,RB,1.10%,6000,RB,0.90%,5300
Jacoby Brissett,IND,OAK,Sun 01:00 EDT,QB,1.00%,7300,QB,1.10%,5400
Dede Westbrook,JAC,DEN,Sun 04:25 EDT,WR,1.00%,5300,WR,0.90%,5500
Ronald Jones,TB,LA,Sun 04:05 EDT,RB,1.00%,5100,RB,0.90%,4400
Mitchell Trubisky,CHI,MIN,Sun 04:25 EDT,QB,1.00%,6800,QB,1.00%,5000
Russell Shepard,NYG,WAS,Sun 01:00 EDT,WR,1.00%,4500,WR,1.30%,3100
Marcus Mariota,TEN,ATL,Sun 01:00 EDT,QB,1.00%,6900,QB,1.00%,5100
Trey Quinn,WAS,NYG,Sun 01:00 EDT,WR,0.90%,5400,WR,1.60%,3000
Darius Slayton,NYG,WAS,Sun 01:00 EDT,WR,0.90%,4800,WR,1.30%,3200
Baker Mayfield,CLE,BAL,Sun 01:00 EDT,QB,0.90%,7500,QB,0.90%,5800
Tarik Cohen,CHI,MIN,Sun 04:25 EDT,RB,0.90%,5800,RB,1.00%,4600
Alexander Mattison,MIN,CHI,Sun 04:25 EDT,RB,0.90%,4900,RB,0.90%,3900
Jakeem Grant,MIA,LAC,Sun 01:00 EDT,WR,0.80%,4500,WR,1.00%,3500
Rashard Higgins,CLE,BAL,Sun 01:00 EDT,WR,0.80%,4500,WR,0.90%,3400
Zay Jones,BUF,NE,Sun 01:00 EDT,WR,0.80%,4700,WR,1.00%,3100
Kenny Stills,HOU,CAR,Sun 01:00 EDT,WR,0.80%,5400,WR,0.90%,4200
Kirk Cousins,MIN,CHI,Sun 04:25 EDT,QB,0.70%,6900,QB,0.80%,5000
Jalen Richard,OAK,IND,Sun 01:00 EDT,RB,0.70%,5000,RB,0.70%,4000
Vernon Davis,WAS,NYG,Sun 01:00 EDT,TE,0.70%,5100,TE,0.90%,3400
O.J. Howard,TB,LA,Sun 04:05 EDT,TE,0.70%,5900,TE,0.90%,3900
Anthony Miller,CHI,MIN,Sun 04:25 EDT,WR,0.70%,5200,WR,0.80%,3700
Derek Carr,OAK,IND,Sun 01:00 EDT,QB,0.70%,6800,QB,0.70%,5300
Chester Rogers,IND,OAK,Sun 01:00 EDT,WR,0.70%,4700,WR,0.90%,3100
Zach Pascal,IND,OAK,Sun 01:00 EDT,WR,0.70%,5400,WR,0.70%,4500
T.J. Hockenson,DET,KC,Sun 01:00 EDT,TE,0.70%,5200,TE,0.90%,3300
Breshad Perriman,TB,LA,Sun 04:05 EDT,WR,0.70%,4600,WR,0.80%,3200
Dare Ogunbowale,TB,LA,Sun 04:05 EDT,RB,0.60%,4500,RB,0.70%,3400
Parris Campbell,IND,OAK,Sun 01:00 EDT,WR,0.60%,5600,WR,0.70%,4900
Damiere Byrd,ARI,SEA,Sun 04:05 EDT,WR,0.60%,4700,WR,0.80%,3300
Chase Edmonds,ARI,SEA,Sun 04:05 EDT,RB,0.60%,4700,RB,0.70%,3600
Eric Ebron,IND,OAK,Sun 01:00 EDT,TE,0.60%,5300,TE,0.70%,4000
Dontrelle Inman,LAC,MIA,Sun 01:00 EDT,WR,0.50%,4800,WR,0.80%,3000
Miles Boykin,BAL,CLE,Sun 01:00 EDT,WR,0.50%,4500,WR,0.70%,3000
Trey Burton,CHI,MIN,Sun 04:25 EDT,TE,0.50%,4900,TE,0.60%,3800
Mike Davis,CHI,MIN,Sun 04:25 EDT,RB,0.50%,4900,RB,0.60%,3300
Noah Fant,DEN,JAC,Sun 04:25 EDT,TE,0.50%,4600,TE,0.80%,2600
Jordan Akins,HOU,CAR,Sun 01:00 EDT,TE,0.50%,5100,TE,0.70%,3100
Jacob Hollister,SEA,ARI,Sun 04:05 EDT,TE,0.50%,4500,TE,0.00%,-
Jakobi Meyers,NE,BUF,Sun 01:00 EDT,WR,0.50%,4500,WR,0.50%,3500
KeeSean Johnson,ARI,SEA,Sun 04:05 EDT,WR,0.50%,4600,WR,0.60%,3200
Demetrius Harris,CLE,BAL,Sun 01:00 EDT,TE,0.40%,4500,TE,0.70%,2500
Mike Gesicki,MIA,LAC,Sun 01:00 EDT,TE,0.40%,4600,TE,0.70%,2600
Kyle Rudolph,MIN,CHI,Sun 04:25 EDT,TE,0.40%,4600,TE,0.50%,3500
Josh Reynolds,LA,TB,Sun 04:05 EDT,WR,0.40%,4500,WR,0.50%,3100
Gardner Minshew,JAC,DEN,Sun 04:25 EDT,QB,0.40%,6700,QB,0.40%,5200
Seth Roberts,BAL,CLE,Sun 01:00 EDT,WR,0.40%,4500,WR,0.50%,3000
Cordarrelle Patterson,CHI,MIN,Sun 04:25 EDT,WR,0.40%,4500,WR,0.40%,3600
Cameron Brate,TB,LA,Sun 04:05 EDT,TE,0.40%,4500,TE,0.50%,2800
Jack Doyle,IND,OAK,Sun 01:00 EDT,TE,0.40%,5200,TE,0.50%,3700
Keke Coutee,HOU,CAR,Sun 01:00 EDT,WR,0.40%,4500,WR,0.50%,3100
Damion Ratley,CLE,BAL,Sun 01:00 EDT,WR,0.40%,4500,WR,0.40%,3500
Deon Cain,IND,OAK,Sun 01:00 EDT,WR,0.40%,4500,WR,0.50%,3200
Dawson Knox,BUF,NE,Sun 01:00 EDT,TE,0.40%,4700,TE,0.50%,2900
Tyler Higbee,LA,TB,Sun 04:05 EDT,TE,0.30%,5000,TE,0.50%,3200
Jaron Brown,SEA,ARI,Sun 04:05 EDT,WR,0.30%,4500,WR,0.40%,3400
TJ Jones,NYG,WAS,Sun 01:00 EDT,WR,0.30%,4700,WR,0.40%,3000
Joe Flacco,DEN,JAC,Sun 04:25 EDT,QB,0.30%,6400,QB,0.30%,4600
Josh Rosen,MIA,LAC,Sun 01:00 EDT,QB,0.30%,6200,QB,0.30%,4500
Marqise Lee,JAC,DEN,Sun 04:25 EDT,WR,0.30%,4500,WR,0.30%,4300
Jesse James,DET,KC,Sun 01:00 EDT,TE,0.30%,4000,TE,0.40%,2600
Gerald Everett,LA,TB,Sun 04:05 EDT,TE,0.30%,4500,TE,0.40%,3200
Adam Shaheen,CHI,MIN,Sun 04:25 EDT,TE,0.30%,4500,TE,0.40%,3100
Hayden Hurst,BAL,CLE,Sun 01:00 EDT,TE,0.30%,4400,TE,0.30%,3300
Ryan Izzo,NE,BUF,Sun 01:00 EDT,TE,0.30%,4500,TE,0.40%,2500
Justin Hardy,ATL,TEN,Sun 01:00 EDT,WR,0.20%,4500,WR,0.30%,3000
Geoff Swaim,JAC,DEN,Sun 04:25 EDT,TE,0.20%,4500,TE,0.30%,2900
James O'Shaughnessy,JAC,DEN,Sun 04:25 EDT,TE,0.20%,4600,TE,0.30%,3000
Fred Brown,DEN,JAC,Sun 04:25 EDT,WR,0.20%,4500,WR,0.00%,-
Jarius Wright,CAR,HOU,Sun 01:00 EDT,WR,0.20%,4500,WR,0.30%,3000
Chris Hogan,CAR,HOU,Sun 01:00 EDT,WR,0.20%,4500,WR,0.30%,3000
Tajae Sharpe,TEN,ATL,Sun 01:00 EDT,WR,0.20%,4800,WR,0.30%,3200
Isaiah McKenzie,BUF,NE,Sun 01:00 EDT,WR,0.20%,4500,WR,0.30%,3100
De'Anthony Thomas,KC,DET,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
David Fluellen,TEN,ATL,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3000
Kenjon Barner,ATL,TEN,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3000
Ryan Grant,OAK,IND,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Charles Clay,ARI,SEA,Sun 04:05 EDT,TE,0.00%,4200,TE,0.00%,2600
Lance Kendricks,LAC,MIA,Sun 01:00 EDT,TE,0.00%,-,TE,0.00%,2600
Darren Fells,HOU,CAR,Sun 01:00 EDT,TE,0.00%,4700,TE,0.00%,2800
Luke Stocker,ATL,TEN,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2500
Rhett Ellison,NYG,WAS,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2600
Lee Smith,BUF,NE,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2500
Chris Manhertz,CAR,HOU,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2500
DeAndre Carter,HOU,CAR,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3100
Maxx Williams,ARI,SEA,Sun 04:05 EDT,TE,0.00%,4000,TE,0.00%,2500
Nick Boyle,BAL,CLE,Sun 01:00 EDT,TE,0.00%,4900,TE,0.00%,2900
T.J. Yeldon,BUF,NE,Sun 01:00 EDT,RB,0.00%,4600,RB,0.00%,3700
Jeff Heuerman,DEN,JAC,Sun 04:25 EDT,TE,0.00%,4500,TE,0.00%,2600
Geremy Davis,LAC,MIA,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Matt LaCosse,NE,BUF,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2700
Blake Bell,KC,DET,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2500
Darius Jennings,TEN,ATL,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Laquon Treadwell,MIN,CHI,Sun 04:25 EDT,WR,0.00%,-,WR,0.00%,3000
C.J. Prosise,SEA,ARI,Sun 04:05 EDT,RB,0.00%,4800,RB,0.00%,4000
Chris Moore,BAL,CLE,Sun 01:00 EDT,WR,0.00%,4700,WR,0.00%,3400
Tyler Ervin,JAC,DEN,Sun 04:25 EDT,RB,0.00%,4500,RB,0.00%,3000
Devontae Booker,DEN,JAC,Sun 04:25 EDT,RB,0.00%,4500,RB,0.00%,3100
Wendell Smallwood,WAS,NYG,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3100
Derek Watt,LAC,MIA,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3000
Ben Braunecker,CHI,MIN,Sun 04:25 EDT,TE,0.00%,4000,TE,0.00%,2900
D.J. Foster,ARI,SEA,Sun 04:05 EDT,RB,0.00%,4500,RB,0.00%,3000
J.D. McKissic,DET,KC,Sun 01:00 EDT,RB,0.00%,4600,RB,0.00%,3000
Marvin Hall,DET,KC,Sun 01:00 EDT,WR,0.00%,-,WR,0.00%,3100
Alex Armah,CAR,HOU,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3000
JoJo Natson,LA,TB,Sun 04:05 EDT,WR,0.00%,4500,WR,0.00%,3000
Keelan Cole,JAC,DEN,Sun 04:25 EDT,WR,0.00%,4500,WR,0.00%,3500
Pharaoh Brown,CLE,BAL,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2500
David Moore,SEA,ARI,Sun 04:05 EDT,WR,0.00%,4800,WR,0.00%,3400
Bobo Wilson,TB,LA,Sun 04:05 EDT,WR,0.00%,4500,WR,0.00%,3000
Taywan Taylor,CLE,BAL,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Jonnu Smith,TEN,ATL,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2800
Jeremy Sprinkle,WAS,NYG,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2500
Sean Culkin,LAC,MIA,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2500
Durham Smythe,MIA,LAC,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2600
Jordan Wilkins,IND,OAK,Sun 01:00 EDT,RB,0.00%,4900,RB,0.00%,3200
Justin Watson,TB,LA,Sun 04:05 EDT,WR,0.00%,4500,WR,0.00%,3000
Russell Gage,ATL,TEN,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Ray-Ray McCloud,CAR,HOU,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Javon Wims,CHI,MIN,Sun 04:25 EDT,WR,0.00%,4500,WR,0.00%,3400
Tyler Conklin,MIN,CHI,Sun 04:25 EDT,TE,0.00%,4000,TE,0.00%,2500
Robert Foster,BUF,NE,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3100
Trent Sherfield,ARI,SEA,Sun 04:05 EDT,WR,0.00%,4500,WR,0.00%,3000
Mike Boone,MIN,CHI,Sun 04:25 EDT,RB,0.00%,4500,RB,0.00%,3000
Reggie Bonnafon,CAR,HOU,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3000
Byron Pringle,KC,DET,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Dontrell Hilliard,CLE,BAL,Sun 01:00 EDT,RB,0.00%,4800,RB,0.00%,3500
Malik Turner,SEA,ARI,Sun 04:05 EDT,WR,0.00%,4600,WR,0.00%,3700
Justice Hill,BAL,CLE,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3500
Ryquell Armstead,JAC,DEN,Sun 04:25 EDT,RB,0.00%,4500,RB,0.00%,3300
Foster Moreau,OAK,IND,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2500
Juwann Winfree,DEN,JAC,Sun 04:25 EDT,WR,0.00%,4500,WR,0.00%,3000
Travis Fulgham,DET,KC,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Darwin Thompson,KC,DET,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,4300
Kelvin Harmon,WAS,NYG,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Cullen Gillaspia,HOU,CAR,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3000
Keelan Doss,OAK,IND,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Gunner Olszewski,NE,BUF,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Patrick Laird,MIA,LAC,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3000
D'Ernest Johnson,CLE,BAL,Sun 01:00 EDT,RB,0.00%,4700,RB,0.00%,3000
