Date,Team,Opp,Total_Score,Win_Prob,Expected_Points,Year,Week,OwnPer_DST,Expected_Points_DST,OwnPer_RB,Expected_Points_RB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_QB,Expected_Points_QB
2021-11-14,JAC,IND,48.0,0.21052631578947367,19.0,2021,10,0.0088,5.1,0.013,24.3,0.051300000000000005,33.6,0.1873,14.2,0.014,16.900000000000006
2021-11-14,CLE,NE,44.5,0.4545454545454545,21.0,2021,10,0.0775,6.1,0.403,17.7,0.1205,30.175000000000008,0.0155,15.899999999999999,0.0135,16.600000000000005
2021-11-14,ATL,DAL,55.0,0.24390243902439024,23.5,2021,10,0.0095,5.0,0.1345,29.2,0.0472,26.564999999999998,0.15150000000000002,19.700014,0.062,18.7
2021-11-14,BUF,NYJ,48.5,0.8823529411764706,30.75,2021,10,0.096,8.6,0.025800000000000003,22.700000000000003,0.266,50.25000000000001,0.0108,13.459999999999999,0.1335,25.10000000000001
2021-11-14,NO,TEN,43.0,0.4545454545454545,20.0,2021,10,0.0188,6.2,0.3128,17.900000000000002,0.03900000000000001,33.650000000000006,0.0171,10.900000000000002,0.0107,25.4
2021-11-14,TB,WAS,51.0,0.8181818181818182,30.25,2021,10,0.0675,7.5,0.1426,27.2,0.3521,48.79999999999999,0.0756,9.18,0.0845,23.1
2021-11-14,DET,PIT,40.5,0.3333333333333333,17.25,2021,10,0.099,5.0,0.14150000000000001,22.400000000000002,0.021,28.900027999999995,0.027600000000000003,14.0,0.0078,14.599999999999996
2021-11-14,MIN,LAC,53.5,0.4,25.25,2021,10,0.0228,5.5,0.1128,29.200000000000003,0.1558,43.699999999999996,0.0726,13.3,0.031,18.7
2021-11-14,CAR,ARI,41.5,0.25,16.75,2021,10,0.0545,6.0,0.08650000000000001,27.499999999999996,0.0807,32.485,0.007,8.200000000000001,0.0065,12.800000000000002
2021-11-14,SEA,GB,49.0,0.4081632653061225,23.0,2021,10,0.0138,5.1,0.014,21.2,0.21500000000000002,45.86,0.023600000000000003,9.200000000000001,0.0358,20.6
2021-11-14,PHI,DEN,44.0,0.5,21.5,2021,10,0.0638,6.0,0.019500000000000003,22.8,0.07450000000000001,29.400000000000002,0.0778,15.2,0.049,20.1
2021-11-14,KC,LV,52.5,0.5918367346938775,27.5,2021,10,,,,,,,,,,
2021-11-14,IND,JAC,48.0,0.8333333333333334,29.0,2021,10,0.0455,7.6,0.1652,30.000019000000005,0.15780000000000002,41.815000000000005,0.011,11.8,0.075,18.9
2021-11-14,NE,CLE,44.5,0.5918367346938775,23.5,2021,10,0.0155,6.2,0.0863,23.36,0.1005,29.3,0.0085,11.575,0.0217,16.199999999999996
2021-11-14,DAL,ATL,55.0,0.8,31.5,2021,10,0.0277,6.4,0.1438,27.700000000000003,0.37000000000000005,51.9,0.0723,15.299999999999997,0.1552,22.6
2021-11-14,NYJ,BUF,48.5,0.16666666666666666,17.75,2021,10,0.03,4.8,0.0463,23.9,0.0639,43.0,0.0055,8.200000000000001,0.0078,14.699999999999998
2021-11-14,TEN,NO,43.0,0.5918367346938775,23.0,2021,10,0.1295,6.1,0.0195,23.899999999999995,0.1213,37.56,0.009,11.100000000000001,0.019,18.0
2021-11-14,WAS,TB,51.0,0.2272727272727273,20.75,2021,10,0.0075,4.9,0.016,24.599999999999998,0.0492,36.150000000000006,0.0987,8.4,0.0535,17.700000000000003
2021-11-14,PIT,DET,40.5,0.7142857142857143,23.25,2021,10,0.0478,7.8,0.221,27.8,0.2442,33.46,0.10600000000000001,14.96,0.05,19.000000000000004
2021-11-14,LAC,MIN,53.5,0.6428571428571429,28.25,2021,10,0.0142,5.7,0.165,29.699999999999996,0.26430000000000003,43.49999999999999,0.09680000000000001,15.879999999999999,0.107,21.50000000000001
2021-11-14,ARI,CAR,41.5,0.7916666666666666,24.75,2021,10,0.1342,8.5,0.2237,22.3,0.17270000000000002,33.90037,0.032,12.200000000000003,0.0801,18.250037000000003
2021-11-14,GB,SEA,49.0,0.6363636363636364,26.0,2021,10,0.032,5.8,0.11030000000000001,26.9,0.2896,50.8,0.007,6.7000139999999995,0.0355,21.3
2021-11-14,DEN,PHI,44.0,0.5454545454545454,22.5,2021,10,0.0185,6.1,0.0344,25.099999999999998,0.18259999999999998,38.550000000000004,0.03830000000000001,17.3,0.0272,17.199999999999992
2021-11-14,LV,KC,52.5,0.4545454545454545,25.0,2021,10,,,,,,,,,,
