Player Name,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Darren Waller,LV,6.7,82.3,0.6,0.1,18.2
Travis Kelce,KC,6.6,80.0,0.6,0.1,18.1
Kyle Pitts,ATL,5.2,68.6,0.5,0.0,14.9
Mark Andrews,BAL,4.8,61.3,0.6,0.0,14.3
George Kittle,SF,5.2,64.3,0.4,0.1,14.1
T.J. Hockenson,DET,5.2,56.3,0.4,0.0,12.9
Mike Gesicki,MIA,5.0,59.4,0.3,0.1,12.4
Dallas Goedert,PHI,4.3,52.2,0.4,0.0,12.1
Dalton Schultz,DAL,4.6,49.5,0.3,0.0,11.3
Dan Arnold,JAC,4.1,50.5,0.3,0.1,11.0
Pat Freiermuth,PIT,3.6,42.4,0.4,0.0,10.4
Noah Fant,DEN,4.3,44.6,0.2,0.0,10.2
Tyler Higbee,LAR,4.2,44.8,0.2,0.0,10.0
Jared Cook,LAC,3.3,42.4,0.4,0.0,9.8
Zach Ertz,ARI,4.1,41.7,0.2,0.0,9.5
Hunter Henry,NE,3.4,37.0,0.4,0.0,9.4
Dawson Knox,BUF,3.3,41.5,0.3,0.0,9.1
Tyler Conklin,MIN,4.0,41.1,0.2,0.0,9.1
Ricky Seals-Jones,WAS,3.3,35.9,0.2,0.0,8.0
Adam Trautman,NO,3.2,34.6,0.1,0.1,7.2
Austin Hooper,CLE,2.9,29.9,0.1,0.0,6.8
O.J. Howard,TB,2.5,32.0,0.2,0.0,6.6
David Njoku,CLE,2.5,31.8,0.1,0.0,6.4
Hayden Hurst,ATL,2.6,27.2,0.1,0.0,6.1
Gerald Everett,SEA,2.5,26.9,0.1,0.0,5.9
Mo Alie-Cox,IND,2.1,26.6,0.2,0.0,5.7
Cameron Brate,TB,2.2,23.4,0.2,0.0,5.6
Albert Okwuegbunam,DEN,2.0,19.8,0.1,0.0,4.7
Donald Parham Jr.,LAC,1.6,19.9,0.1,0.0,4.4
Anthony Firkser,TEN,1.9,20.1,0.1,0.0,4.4
Jack Doyle,IND,1.7,17.9,0.1,0.0,4.3
Ryan Griffin,NYJ,2.0,18.4,0.1,0.0,4.3
Geoff Swaim,TEN,1.8,16.6,0.1,0.0,4.1
Josiah Deguara,GB,1.5,14.7,0.1,0.0,3.7
Tommy Tremble,CAR,1.5,16.6,0.1,0.0,3.6
Tommy Sweeney,BUF,1.4,14.1,0.1,0.0,3.4
Will Dissly,SEA,1.4,15.6,0.1,0.0,3.4
Eric Ebron,PIT,1.4,15.2,0.1,0.0,3.3
Harrison Bryant,CLE,1.3,15.5,0.1,0.0,3.3
Marcedes Lewis,GB,1.3,14.4,0.1,0.0,3.2
Durham Smythe,MIA,1.4,14.0,0.1,0.0,3.2
MyCole Pruitt,TEN,1.2,13.7,0.1,0.0,3.0
Ian Thomas,CAR,1.3,13.5,0.0,0.0,2.9
Foster Moreau,LV,1.0,12.4,0.1,0.0,2.9
Adam Shaheen,MIA,1.2,11.7,0.1,0.0,2.7
Stephen Anderson,LAC,1.0,11.1,0.1,0.0,2.4
Juwan Johnson,NO,1.0,10.9,0.1,0.0,2.4
Chris Herndon IV,MIN,1.0,9.5,0.1,0.0,2.4
Daniel Brown,KC,0.8,9.9,0.1,0.0,2.4
Dominique Dafney,GB,1.0,11.0,0.1,0.0,2.3
Charlie Woerner,SF,1.1,10.6,0.0,0.0,2.3
Blake Bell,KC,1.0,8.6,0.0,0.0,2.1
Devin Asiasi,NE,0.6,8.5,0.1,0.0,2.1
Garrett Griffin,NO,0.9,9.8,0.0,0.0,2.0
John Bates,WAS,0.9,8.2,0.0,0.0,2.0
Zach Gentry,PIT,0.9,9.5,0.0,0.0,2.0
Luke Farrell,JAC,0.9,9.2,0.0,0.0,1.9
Sean McKeon,DAL,0.7,7.4,0.1,0.0,1.9
Jack Stoll,PHI,0.8,9.0,0.0,0.0,1.8
Josh Oliver,BAL,0.8,8.5,0.0,0.0,1.8
Ross Dwelley,SF,0.8,7.9,0.0,0.0,1.8
Kylen Granson,IND,0.7,8.1,0.0,0.0,1.8
Chris Manhertz,JAC,0.7,7.8,0.0,0.0,1.7
Darren Fells,TB,0.6,7.5,0.1,0.0,1.7
Daniel Helm,LV,0.6,6.7,0.1,0.0,1.6
Kahale Warring,BUF,0.8,8.3,0.0,0.0,1.6
Lee Smith,ATL,0.8,7.1,0.0,0.0,1.5
Eric Saubert,DEN,0.8,7.0,0.0,0.0,1.5
Colby Parkinson,SEA,0.7,7.4,0.0,0.0,1.4
Luke Stocker,MIN,0.7,6.6,0.0,0.0,1.4
Brycen Hopkins,LAR,0.5,5.4,0.1,0.0,1.4
Darrell Daniels,ARI,0.6,5.8,0.0,0.0,1.3
Brock Wright,DET,0.5,6.5,0.0,0.0,1.2
Trevon Wesco,NYJ,0.6,5.9,0.0,0.0,1.2
Noah Gray,KC,0.6,5.8,0.0,0.0,1.1
Tre' McKitty,LAC,0.4,4.4,0.0,0.0,1.1
Jeremy Sprinkle,DAL,0.5,4.5,0.0,0.0,1.0
Andrew Beck,DEN,0.3,3.2,0.1,0.0,0.9
Eric Tomlinson,BAL,0.4,4.7,0.0,0.0,0.9
Demetrius Harris,ARI,0.4,4.2,0.0,0.0,0.8
Tyree Jackson,PHI,0.3,4.0,0.0,0.0,0.7
Reggie Gilliam,BUF,0.4,3.3,0.0,0.0,0.7
Cethan Carter,MIA,0.3,3.8,0.0,0.0,0.7
Kendall Blanton,LAR,0.3,3.9,0.0,0.0,0.7
Richard Rodgers,PHI,0.3,4.0,0.0,0.0,0.7
David Wells,ARI,0.3,3.0,0.0,0.0,0.6
Sammis Reyes,WAS,0.3,3.0,0.0,0.0,0.6
Kenny Yeboah,NYJ,0.3,3.0,0.0,0.0,0.6
Colin Thompson,CAR,0.3,2.6,0.0,0.0,0.5
Kevin Rader,PIT,0.2,2.0,0.0,0.0,0.4
Matt LaCosse,NE,0.2,1.6,0.0,0.0,0.3
Giovanni Ricci,CAR,0.1,0.5,0.0,0.0,0.2
