Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Philadelphia Eagles,PHI,3.6,1.1,0.6,0.9,0.2,0.0,16.8,261.3,9.1
Baltimore Ravens,BAL,2.9,1.2,0.6,1.1,0.2,0.1,14.3,280.3,9.0
New England Patriots,NE,2.9,1.2,0.7,1.4,0.2,0.1,14.5,296.6,8.9
San Francisco 49ers,SF,3.5,0.8,0.8,1.5,0.2,0.0,18.5,332.4,8.8
Pittsburgh Steelers,PIT,3.2,0.9,0.7,1.3,0.2,0.1,16.8,311.5,8.5
Seattle Seahawks,SEA,3.3,1.0,0.8,1.6,0.2,0.1,20.8,335.0,8.2
New York Giants,NYG,3.0,1.3,0.7,1.0,0.2,0.0,21.5,321.9,7.9
Detroit Lions,DET,2.8,1.3,0.7,1.2,0.2,0.0,24.2,398.4,7.9
Green Bay Packers,GB,2.8,0.9,0.6,0.9,0.2,0.0,18.6,310.1,7.8
Tampa Bay Buccaneers,TB,2.9,1.1,0.7,1.3,0.2,0.0,21.2,309.1,7.8
Kansas City Chiefs,KC,2.4,1.0,0.5,0.9,0.2,0.0,18.5,331.7,7.6
Cleveland Browns,CLE,3.3,1.0,0.6,1.1,0.2,0.0,22.0,319.7,7.5
New Orleans Saints,NO,2.4,0.7,0.6,1.1,0.1,0.1,19.3,322.9,7.0
Buffalo Bills,BUF,2.0,0.9,0.6,1.0,0.2,0.0,18.0,293.3,7.0
Arizona Cardinals,ARI,2.7,1.0,0.6,1.1,0.2,0.0,24.2,358.6,6.8
Carolina Panthers,CAR,3.2,0.7,0.7,1.1,0.1,0.0,26.4,373.8,6.7
Houston Texans,HOU,3.0,0.7,0.7,1.0,0.1,0.0,24.5,356.0,6.6
Tennessee Titans,TEN,3.1,0.8,0.6,0.7,0.1,0.0,21.8,360.5,6.6
Minnesota Vikings,MIN,2.6,0.9,0.5,0.8,0.1,0.0,20.6,362.6,6.3
Los Angeles Rams,LAR,2.4,0.8,0.6,0.9,0.2,0.0,21.7,376.9,6.2
Oakland Raiders,OAK,2.4,0.8,0.7,1.1,0.1,0.0,20.2,345.4,6.2
Miami Dolphins,MIA,2.1,1.0,0.6,0.9,0.2,0.0,24.3,362.2,6.1
Washington Redskins,WAS,2.6,0.7,0.7,1.1,0.1,0.0,22.5,335.7,6.1
Dallas Cowboys,DAL,2.2,0.8,0.6,1.0,0.1,0.0,22.8,382.2,5.9
Atlanta Falcons,ATL,2.5,0.7,0.6,0.8,0.1,0.0,28.1,391.4,5.8
Jacksonville Jaguars,JAC,2.2,0.6,0.6,0.9,0.1,0.0,25.0,376.8,5.5
Los Angeles Chargers,LAC,2.3,0.6,0.6,0.8,0.1,0.0,21.3,365.5,5.5
Chicago Bears,CHI,2.6,0.5,0.5,0.8,0.1,0.0,20.9,337.9,5.3
Cincinnati Bengals,CIN,1.9,0.7,0.5,0.5,0.1,0.0,24.3,363.1,4.8
Denver Broncos,DEN,1.9,0.6,0.6,0.8,0.1,0.0,26.6,393.9,4.8
New York Jets,NYJ,2.0,0.6,0.5,0.7,0.1,0.0,28.8,365.5,4.8
Indianapolis Colts,IND,1.7,0.6,0.5,0.9,0.1,0.0,27.7,394.0,4.7
