Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Michael Thomas,NO,IND,1,1,1.0,0.0,19.9,0.0
2,DeAndre Hopkins,HOU,TEN,2,4,2.3,0.5,17.4,0.125
3,Chris Godwin,TB,DET,2,5,2.8,0.6,16.2,0.18
4,Tyreek Hill,KC,DEN,2,13,4.5,1.5,15.3,1.125
5,Davante Adams,GB,CHI,4,14,5.5,0.8,15.0,0.16
6,Julian Edelman,NE,CIN,4,11,6.8,1.4,14.2,0.49
7,D.J. Moore,CAR,SEA,4,15,7.4,1.8,14.0,0.81
8,Julio Jones,ATL,SF,3,13,8.2,2.0,13.6,1.33333333333
9,Kenny Golladay,DET,TB,5,15,9.5,2.5,13.4,1.25
10,Allen Robinson,CHI,GB,7,17,10.5,2.2,13.2,0.691428571429
11,Jarvis Landry,CLE,ARI,4,24,10.8,1.9,12.9,0.9025
12,Keenan Allen,LAC,MIN,10,18,12.4,1.8,12.8,0.324
13,Robert Woods,LAR,DAL,7,18,13.0,2.2,12.8,0.691428571429
14,Cooper Kupp,LAR,DAL,9,19,14.0,2.3,12.6,0.587777777778
15,Amari Cooper,DAL,LAR,7,31,15.3,4.0,12.5,2.28571428571
16,Stefon Diggs,MIN,LAC,12,30,17.3,2.4,12.5,0.48
17,A.J. Brown,TEN,HOU,12,33,17.7,3.4,12.5,0.963333333333
18,Courtland Sutton,DEN,KC,12,25,18.8,2.1,12.3,0.3675
19,Emmanuel Sanders,SF,ATL,10,24,19.8,1.8,12.3,0.324
20,Devante Parker,MIA,NYG,5,109,19.9,8.3,11.8,13.778
21,Odell Beckham Jr.,CLE,ARI,11,33,20.0,3.1,12.1,0.873636363636
22,Christian Kirk,ARI,CLE,15,29,22.3,2.4,11.7,0.384
23,Michael Gallup,DAL,LAR,19,37,23.2,2.5,11.6,0.328947368421
24,Deebo Samuel,SF,ATL,18,31,23.5,2.5,11.5,0.347222222222
25,Tyler Lockett,SEA,CAR,12,32,25.0,3.1,11.3,0.800833333333
26,Terry McLaurin,WAS,PHI,21,35,27.6,1.8,11.0,0.154285714286
27,John Brown,BUF,PIT,22,37,28.7,2.4,11.0,0.261818181818
28,Dede Westbrook,JAC,OAK,23,46,29.5,4.0,10.9,0.695652173913
29,Adam Thielen,MIN,LAC,18,53,29.8,6.3,10.3,2.205
30,D.K. Metcalf,SEA,CAR,22,40,29.8,3.7,10.5,0.622272727273
31,Darius Slayton,NYG,MIA,19,43,30.8,5.2,10.3,1.42315789474
32,Sterling Shepard,NYG,MIA,20,45,31.8,3.6,10.1,0.648
33,Mike Williams,LAC,MIN,23,42,32.1,3.0,10.0,0.391304347826
34,Tyler Boyd,CIN,NE,17,45,32.7,3.1,9.9,0.565294117647
35,Marquise Brown,BAL,NYJ,20,39,34.5,2.9,9.9,0.4205
36,Zach Pascal,IND,NO,28,40,35.2,2.4,9.8,0.205714285714
37,Robby Anderson,NYJ,BAL,27,59,37.2,3.5,9.7,0.453703703704
38,Golden Tate,NYG,MIA,26,49,39.0,3.0,9.6,0.346153846154
39,Anthony Miller,CHI,GB,31,51,39.1,4.2,9.4,0.569032258065
40,Curtis Samuel,CAR,SEA,35,49,40.6,3.2,9.3,0.292571428571
41,Chris Conley,JAC,OAK,31,57,41.8,3.3,9.3,0.351290322581
42,Tyrell Williams,OAK,JAC,38,53,43.0,2.8,9.1,0.206315789474
43,Jamison Crowder,NYJ,BAL,37,51,44.0,3.1,9.0,0.25972972973
44,Cole Beasley,BUF,PIT,37,56,44.5,3.3,8.8,0.294324324324
45,Sammy Watkins,KC,DEN,34,58,47.7,3.9,8.8,0.447352941176
46,Danny Amendola,DET,TB,29,69,48.1,6.2,8.7,1.32551724138
47,Larry Fitzgerald,ARI,CLE,36,55,48.3,3.2,8.7,0.284444444444
48,James Washington,PIT,BUF,39,59,48.6,3.6,8.7,0.332307692308
49,Breshad Perriman,TB,DET,40,57,49.3,3.4,8.6,0.289
50,Allen Hurns,MIA,NYG,37,62,50.2,4.8,8.4,0.622702702703
51,Diontae Johnson,PIT,BUF,44,68,50.7,4.3,8.3,0.420227272727
52,Randall Cobb,DAL,LAR,42,71,53.2,3.5,7.9,0.291666666667
53,Marcus Johnson,IND,NO,36,74,54.5,3.2,7.8,0.284444444444
