Player Name,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Christian McCaffrey,CAR,16.6,80.0,0.7,6.7,54.5,0.2,0.2,21.8
Saquon Barkley,NYG,18.9,85.6,0.7,4.6,37.1,0.1,0.1,18.9
Leonard Fournette,JAC,17.8,72.2,0.6,5.2,40.4,0.1,0.1,17.7
Chris Carson,SEA,21.5,99.3,0.7,2.6,19.1,0.1,0.2,17.6
Dalvin Cook,MIN,17.4,81.0,0.7,3.9,34.3,0.1,0.2,17.5
Derrick Henry,TEN,19.2,93.1,0.9,1.7,15.9,0.1,0.2,17.5
Alvin Kamara,NO,12.5,59.0,0.5,6.0,45.4,0.2,0.1,17.4
Ezekiel Elliott,DAL,19.6,84.6,0.6,3.4,28.1,0.1,0.2,16.5
Todd Gurley,LAR,18.1,75.8,0.8,2.8,22.2,0.1,0.2,16.0
Aaron Jones,GB,14.1,65.9,0.7,3.6,27.0,0.1,0.1,15.5
Nick Chubb,CLE,16.9,86.6,0.6,2.0,15.0,0.1,0.1,15.0
Mark Ingram,BAL,15.3,70.0,0.7,2.1,16.7,0.1,0.1,14.3
Melvin Gordon,LAC,15.4,65.5,0.6,3.1,23.9,0.1,0.1,14.2
Miles Sanders,PHI,13.4,63.4,0.4,3.2,32.8,0.1,0.1,14.1
Devin Singletary,BUF,14.0,68.1,0.4,3.0,23.2,0.1,0.1,13.6
Josh Jacobs,OAK,15.9,72.3,0.6,1.9,14.5,0.1,0.1,13.4
James Conner,PIT,14.6,60.9,0.5,3.2,22.5,0.1,0.1,13.3
Joe Mixon,CIN,16.8,68.9,0.4,2.5,19.5,0.1,0.1,12.9
Austin Ekeler,LAC,7.1,32.6,0.1,4.9,47.1,0.3,0.1,12.6
Le'Veon Bell,NYJ,15.3,58.9,0.2,4.3,32.9,0.1,0.1,12.5
Phillip Lindsay,DEN,13.8,68.9,0.4,2.6,18.4,0.0,0.1,12.3
Devonta Freeman,ATL,14.0,53.9,0.4,3.3,24.5,0.1,0.1,12.2
Raheem Mostert,SF,11.9,60.3,0.5,1.7,13.8,0.1,0.1,12.0
Patrick Laird,MIA,11.4,44.0,0.2,3.9,34.3,0.1,0.1,11.3
James White,NE,6.2,25.4,0.1,4.9,44.4,0.2,0.1,11.2
Kareem Hunt,CLE,8.6,40.1,0.2,3.7,31.2,0.2,0.1,11.2
Kenyan Drake,ARI,11.1,48.0,0.2,3.4,27.1,0.1,0.1,10.9
David Montgomery,CHI,15.1,58.4,0.4,1.7,13.6,0.1,0.2,10.3
Adrian Peterson,WAS,16.2,63.7,0.2,1.4,10.2,0.0,0.2,9.1
Marlon Mack,IND,14.2,60.7,0.3,1.1,7.0,0.0,0.1,9.0
Ronald Jones II,TB,10.8,41.4,0.2,2.4,21.7,0.0,0.1,8.9
Duke Johnson,HOU,5.2,23.2,0.1,3.7,34.2,0.1,0.1,8.5
Sony Michel,NE,14.6,58.3,0.3,0.7,5.1,0.0,0.1,8.3
LeSean McCoy,KC,10.6,43.0,0.2,2.3,15.9,0.1,0.1,8.3
Jamaal Williams,GB,9.0,34.8,0.1,3.0,21.1,0.1,0.1,8.2
Tarik Cohen,CHI,5.4,20.9,0.1,4.2,30.7,0.1,0.1,8.2
Carlos Hyde,HOU,14.2,58.9,0.2,1.1,6.0,0.0,0.1,7.9
Royce Freeman,DEN,7.7,34.2,0.1,2.9,18.7,0.1,0.1,7.6
Chris Thompson,WAS,4.3,18.3,0.0,3.8,33.5,0.1,0.1,7.6
Bo Scarbrough,DET,13.9,52.3,0.2,1.0,5.9,0.0,0.2,7.5
Latavius Murray,NO,9.3,38.0,0.2,1.9,11.7,0.1,0.1,7.5
Boston Scott,PHI,8.1,33.1,0.2,2.4,16.5,0.0,0.1,7.2
Matt Breida,SF,8.1,39.6,0.1,1.6,11.1,0.1,0.1,6.9
Peyton Barber,TB,11.0,40.2,0.2,1.1,7.5,0.0,0.1,6.7
Nyheim Hines,IND,4.3,15.9,0.1,3.8,27.5,0.0,0.1,6.7
DeAndre Washington,OAK,6.5,26.6,0.2,1.9,14.3,0.0,0.1,6.3
Damien Williams,KC,5.6,20.3,0.2,2.1,13.7,0.1,0.1,5.8
Rex Burkhead,NE,6.3,24.7,0.1,1.8,16.0,0.0,0.1,5.7
David Johnson,ARI,4.9,18.2,0.1,2.1,19.1,0.1,0.1,5.7
J.D. McKissic,DET,3.9,17.0,0.0,2.7,20.8,0.1,0.1,5.7
Jalen Richard,OAK,3.6,16.4,0.1,2.7,22.2,0.0,0.1,5.6
Tevin Coleman,SF,6.8,27.1,0.2,1.4,8.9,0.0,0.0,5.4
Jaylen Samuels,PIT,4.7,15.8,0.1,2.8,17.4,0.1,0.1,5.3
Darwin Thompson,KC,6.9,26.5,0.1,1.5,9.5,0.0,0.1,4.9
Giovani Bernard,CIN,4.4,16.2,0.0,2.1,17.1,0.0,0.0,4.6
Ty Johnson,DET,5.4,19.6,0.1,1.9,11.8,0.0,0.0,4.6
Brian Hill,ATL,5.8,25.2,0.1,1.2,8.8,0.0,0.1,4.5
Gus Edwards,BAL,7.9,36.0,0.1,0.4,1.6,0.0,0.0,4.5
Dion Lewis,TEN,5.0,20.9,0.0,2.0,12.4,0.0,0.1,4.5
Myles Gaskin,MIA,5.6,20.8,0.1,1.4,10.2,0.0,0.1,4.3
Frank Gore,BUF,7.9,29.0,0.1,0.8,5.8,0.0,0.0,4.3
Benny Snell Jr.,PIT,6.6,26.9,0.1,0.8,5.3,0.0,0.1,3.9
Dare Ogunbowale,TB,1.8,6.6,0.0,2.3,17.8,0.0,0.1,3.8
Ty Montgomery,NYJ,4.2,15.7,0.0,1.6,11.8,0.0,0.0,3.7
C.J. Prosise,SEA,4.7,18.0,0.1,1.2,8.4,0.0,0.3,3.5
Ryquell Armstead,JAC,3.3,11.3,0.0,1.4,10.0,0.1,0.0,3.4
Chase Edmonds,ARI,2.7,12.0,0.1,1.2,7.8,0.0,0.0,3.1
Spencer Ware,KC,4.1,16.5,0.0,0.9,5.8,0.0,0.1,3.0
Tony Pollard,DAL,3.7,14.5,0.1,1.0,5.8,0.0,0.0,2.9
Javorius Allen,NYG,3.2,11.9,0.1,1.0,5.5,0.0,0.0,2.7
Ameer Abdullah,MIN,3.8,14.0,0.1,0.9,5.9,0.0,0.2,2.6
Malcolm Brown,LAR,4.7,19.7,0.1,0.2,1.2,0.0,0.0,2.6
Jordan Wilkins,IND,3.5,17.8,0.0,0.7,3.4,0.0,0.0,2.6
Kyle Juszczyk,SF,0.4,1.3,0.0,1.7,14.5,0.0,0.1,2.5
Brandon Bolden,NE,1.8,8.9,0.1,0.8,5.1,0.0,0.0,2.2
Mike Boone,MIN,2.9,10.8,0.0,0.9,5.1,0.0,0.0,2.1
Jay Ajayi,PHI,3.4,13.0,0.0,0.6,2.6,0.0,0.0,1.9
CJ Ham,MIN,0.7,2.5,0.0,1.0,8.4,0.1,0.0,1.9
Justice Hill,BAL,3.4,13.3,0.0,0.4,2.0,0.0,0.0,1.8
Justin Jackson,LAC,1.9,6.8,0.0,0.5,3.1,0.0,0.0,1.5
Kerrith Whyte,PIT,2.5,9.8,0.0,0.4,1.4,0.0,0.0,1.5
Wendell Smallwood,WAS,2.3,8.0,0.0,0.5,2.8,0.0,0.0,1.4
Jonathan Williams,IND,2.7,8.2,0.0,0.8,2.3,0.0,0.0,1.4
Wayne Gallman,NYG,1.5,5.5,0.0,0.7,2.6,0.0,0.0,1.3
Josh Adams,NYJ,2.5,7.7,0.0,0.6,1.6,0.0,0.0,1.2
Darrell Henderson,LAR,2.2,8.0,0.0,0.4,1.5,0.0,0.0,1.2
Reggie Bonnafon,CAR,1.8,7.2,0.0,0.4,2.1,0.0,0.0,1.2
Qadree Ollison,ATL,2.0,6.1,0.0,0.4,1.7,0.0,0.0,1.1
Alec Ingold,OAK,1.4,4.2,0.0,0.6,3.0,0.0,0.0,1.1
Zach Line,NO,0.6,2.3,0.0,0.5,2.7,0.0,0.0,1.0
Alex Armah,CAR,0.7,3.1,0.0,0.5,2.1,0.0,0.0,1.0
Jeff Wilson,SF,1.1,3.9,0.1,0.2,0.8,0.0,0.0,0.9
Devontae Booker,DEN,0.7,2.5,0.0,0.5,3.5,0.0,0.0,0.9
Ryan Nall,CHI,1.1,3.8,0.0,0.3,1.7,0.0,0.0,0.9
Dan Vitale,GB,0.7,2.2,0.0,0.6,3.7,0.0,0.0,0.9
Derek Watt,LAC,1.0,2.9,0.0,0.4,1.8,0.0,0.0,0.9
Dontrell Hilliard,CLE,0.8,2.4,0.0,0.4,2.8,0.0,0.0,0.9
Travis Homer,SEA,1.1,4.9,0.0,0.2,0.9,0.0,0.0,0.8
Jamize Olawale,DAL,0.7,2.1,0.0,0.6,2.7,0.0,0.0,0.8
Patrick Ricard,BAL,0.3,1.1,0.0,0.5,2.7,0.0,0.0,0.8
Rod Smith,OAK,1.0,3.6,0.0,0.2,1.1,0.0,0.0,0.8
D'Ernest Johnson,CLE,0.5,2.6,0.0,0.2,2.0,0.0,0.0,0.8
Kenjon Barner,ATL,1.0,3.9,0.0,0.5,1.7,0.0,0.0,0.8
Elijhaa Penny,NYG,1.1,3.5,0.0,0.3,1.5,0.0,0.0,0.7
De'Lance Turner,MIA,0.7,2.5,0.0,0.2,1.0,0.0,0.0,0.6
Keith Smith,ATL,0.9,2.9,0.0,0.3,1.7,0.0,0.0,0.6
Patrick DiMarco,BUF,0.8,2.5,0.0,0.4,1.3,0.0,0.0,0.6
Mike Davis,CAR,0.7,2.6,0.0,0.1,0.6,0.0,0.0,0.5
Anthony Sherman,KC,0.6,1.8,0.0,0.3,2.0,0.0,0.0,0.5
Trey Edmunds,PIT,1.2,3.4,0.0,0.2,0.9,0.0,0.0,0.5
Chandler Cox,MIA,0.7,2.0,0.0,0.2,1.0,0.0,0.0,0.4
Josh Ferguson,WAS,0.4,1.2,0.0,0.3,1.2,0.0,0.0,0.4
Khari Blasingame,TEN,0.5,1.3,0.0,0.2,0.8,0.0,0.0,0.3
Nick Bellore,SEA,0.2,0.5,0.0,0.1,1.3,0.0,0.0,0.2
Paul Perkins,JAC,0.4,1.1,0.0,0.2,0.5,0.0,0.0,0.2
Devine Ozigbo,JAC,0.4,1.3,0.0,0.1,0.3,0.0,0.0,0.2
Michael Burton,WAS,0.3,0.8,0.0,0.1,0.6,0.0,0.0,0.2
Taiwan Jones,HOU,0.2,0.5,0.0,0.1,0.8,0.0,0.0,0.2
Buddy Howell,HOU,0.3,1.1,0.0,0.1,0.2,0.0,0.0,0.2
Senorise Perry,BUF,0.3,1.1,0.0,0.1,0.1,0.0,0.0,0.2
Troymaine Pope,LAC,0.2,0.7,0.0,0.1,0.3,0.0,0.0,0.1
T.J. Yeldon,BUF,0.2,0.6,0.0,0.1,0.3,0.0,0.0,0.1
Damien Harris,NE,0.2,0.5,0.0,0.1,0.3,0.0,0.0,0.1
Cullen Gillaspia,HOU,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.1
Trayveon Williams,CIN,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.1
Dexter Williams,GB,0.1,0.5,0.0,0.0,0.2,0.0,0.0,0.1
Tyler Ervin,GB,0.1,0.3,0.0,0.1,0.3,0.0,0.0,0.1
Dwayne Washington,NO,0.1,0.3,0.0,0.1,0.2,0.0,0.0,0.1
Dalyn Dawkins,TEN,0.1,0.2,0.0,0.0,0.2,0.0,0.0,0.1
