Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_assist,def_safety,def_pa,def_tyda,fpts
Jacksonville Jaguars,JAC,3.5,1.6,0.6,1.0,0.3,0.0,0.0,13.2,258.0,10.7
Houston Texans,HOU,2.5,1.2,0.8,1.4,0.2,0.0,0.1,18.8,332.9,8.7
Cincinnati Bengals,CIN,2.7,1.2,0.7,1.1,0.2,0.0,0.0,18.2,299.6,8.5
Baltimore Ravens,BAL,2.7,1.4,0.7,1.0,0.2,0.0,0.0,20.2,311.1,8.3
Kansas City Chiefs,KC,2.1,1.0,0.7,1.1,0.2,0.0,0.0,18.0,335.7,8.0
Denver Broncos,DEN,2.6,0.9,0.7,1.1,0.2,0.0,0.0,16.9,268.0,8.0
Los Angeles Chargers,LAC,2.9,0.9,0.7,1.0,0.2,0.0,0.0,19.7,325.4,7.9
Detroit Lions,DET,2.3,0.8,0.7,1.2,0.2,0.0,0.1,16.8,265.7,7.7
Pittsburgh Steelers,PIT,2.4,1.0,0.7,0.9,0.2,0.0,0.0,17.8,304.7,7.7
Arizona Cardinals,ARI,2.6,1.0,0.7,1.3,0.1,0.0,0.0,18.8,295.9,7.7
Tampa Bay Buccaneers,TB,1.9,1.0,0.6,1.0,0.2,0.0,0.0,19.7,330.4,7.3
Chicago Bears,CHI,3.0,0.8,0.8,1.0,0.2,0.0,0.0,20.9,329.7,7.2
New Orleans Saints,NO,2.1,0.9,0.8,1.4,0.2,0.0,0.0,21.9,374.5,6.5
Green Bay Packers,GB,2.1,1.0,0.7,1.2,0.2,0.0,0.0,20.1,341.0,6.5
Miami Dolphins,MIA,2.0,1.1,0.6,0.8,0.2,0.0,0.0,21.0,358.6,6.4
Seattle Seahawks,SEA,2.3,0.8,0.6,0.9,0.2,0.0,0.0,20.5,355.9,6.4
Atlanta Falcons,ATL,2.6,0.7,0.6,0.9,0.2,0.0,0.1,23.7,368.0,6.4
Buffalo Bills,BUF,1.9,1.1,0.6,0.9,0.2,0.0,0.0,22.5,361.9,6.3
Dallas Cowboys,DAL,2.5,0.7,0.7,1.2,0.2,0.0,0.0,27.0,402.3,6.2
Los Angeles Rams,LAR,2.1,0.9,0.6,1.1,0.2,0.0,0.0,22.9,348.7,6.2
Minnesota Vikings,MIN,2.0,0.7,0.8,1.5,0.2,0.0,0.1,24.2,348.8,6.2
Philadelphia Eagles,PHI,2.4,0.6,0.7,1.2,0.2,0.0,0.0,23.7,355.7,6.0
New England Patriots,NE,1.6,0.9,0.5,1.1,0.2,0.0,0.0,23.6,383.4,5.5
Cleveland Browns,CLE,1.8,0.7,0.6,0.9,0.2,0.0,0.0,24.3,370.1,5.4
Tennessee Titans,TEN,1.5,0.9,0.5,0.7,0.2,0.0,0.0,26.3,368.9,5.3
Washington Redskins,WAS,1.7,0.7,0.6,1.0,0.2,0.0,0.0,29.6,403.0,5.2
Oakland Raiders,OAK,1.6,0.4,0.6,1.1,0.1,0.0,0.0,31.0,423.4,4.5
New York Giants,NYG,1.8,0.5,0.5,0.7,0.1,0.0,0.0,27.7,402.3,4.5
