"RK","PLAYER NAME",TEAM,"BEST","WORST","AVG.","STD.DEV"
"1","Travis Kelce",KC,"1","1","1.0","0.0"
"2","Darren Waller",LV,"2","3","2.1","0.4"
"3","Mark Andrews",BAL,"2","4","3.6","0.7"
"4","T.J. Hockenson",DET,"2","5","4.0","0.9"
"5","Robert Tonyan",GB,"3","14","4.5","1.1"
"6","Hunter Henry",LAC,"5","9","6.3","0.7"
"7","Rob Gronkowski",TB,"5","11","7.5","0.7"
"8","Eric Ebron",PIT,"6","16","8.1","1.4"
"9","Dallas Goedert",PHI,"5","14","9.6","1.3"
"10","Evan Engram",NYG,"7","22","11.1","1.9"
"11","Noah Fant",DEN,"9","18","11.2","1.0"
"12","Logan Thomas",WAS,"7","22","12.9","1.4"
"13","Jared Cook",NO,"6","23","13.2","4.2"
"14","Hayden Hurst",ATL,"10","25","15.9","2.1"
"15","Irv Smith Jr.",MIN,"10","27","16.1","3.6"
"16","Jordan Reed",SF,"11","21","16.1","2.7"
"17","Cole Kmet",CHI,"13","20","16.6","1.3"
"18","Dalton Schultz",DAL,"12","21","17.6","2.6"
"19","Jonnu Smith",TEN,"10","22","17.9","1.3"
"20","Tyler Higbee",LAR,"15","23","19.6","1.6"
"21","Gerald Everett",LAR,"19","27","22.2","1.5"
"22","Jordan Akins",HOU,"16","33","22.8","2.4"
"23","Dan Arnold",ARI,"12","37","26.9","3.7"
"24","Trey Burton",IND,"21","31","25.6","2.4"
"25","Zach Ertz",PHI,"14","32","26.0","2.5"
"26","Dawson Knox",BUF,"19","34","26.1","2.9"
"27","Jacob Hollister",SEA,"21","33","27.3","2.2"
"28","Austin Hooper",CLE,"18","33","26.3","3.4"
"29","Tyler Eifert",JAC,"26","35","29.9","1.9"
"30","Jimmy Graham",CHI,"26","37","30.8","2.6"
"31","Drew Sample",CIN,"24","36","31.9","2.8"
"32","Mike Gesicki",MIA,"6","55","21.0","10.4"
"33","Will Dissly",SEA,"29","39","32.3","1.9"
"34","Anthony Firkser",TEN,"32","39","35.1","1.5"
"35","Mo Alie-Cox",IND,"31","47","35.1","3.1"
"36","Adam Shaheen",MIA,"29","44","36.6","3.8"
"37","Jack Doyle",IND,"22","40","33.8","4.3"
"38","Harrison Bryant",CLE,"22","58","41.9","5.9"
"39","Cameron Brate",TB,"26","43","36.4","2.7"
"40","Darren Fells",HOU,"35","45","40.6","1.8"
"41","Ian Thomas",CAR,"30","47","40.6","2.9"
"42","Durham Smythe",MIA,"32","56","43.0","5.5"
"43","Tyler Conklin",MIN,"35","47","40.2","2.3"
"44","Chris Herndon IV",NYJ,"39","52","46.8","2.7"
"45","Ross Dwelley",SF,"37","47","42.3","2.7"
"46","James O'Shaughnessy",JAC,"40","49","44.7","2.3"
"47","Maxx Williams",ARI,"36","55","48.3","3.1"
"48","Geoff Swaim",TEN,"38","93","50.9","11.9"
"49","Marcedes Lewis",GB,"40","53","48.0","2.3"
"50","David Njoku",CLE,"41","59","50.5","4.2"
"51","Nick Vannett",DEN,"38","59","50.8","4.4"
"52","Adam Trautman",NO,"46","62","51.5","3.8"
"53","Jesse James",DET,"49","58","53.0","2.7"
"54","Devin Asiasi",NE,"50","64","57.7","2.9"
"55","Donald Parham Jr.",LAC,"41","61","55.8","2.5"
"56","Foster Moreau",LV,"46","95","56.3","11.8"
"57","Jason Witten",LV,"48","62","52.5","3.7"
"58","Ryan Griffin",NYJ,"55","73","60.2","5.2"
"59","Kaden Smith",NYG,"51","68","60.5","4.0"
"60","Kahale Warring",HOU,"53","64","61.1","2.7"
"61","MyCole Pruitt",TEN,"53","67","61.5","3.1"
"62","Jaeden Graham",ATL,"57","73","66.4","4.1"
"63","Dalton Keene",NE,"44","83","66.5","8.8"
"64","Chris Manhertz",CAR,"59","70","62.9","3.0"
"65","Luke Willson",BAL,"48","79","63.3","8.0"
"66","Blake Bell",DAL,"59","74","66.1","4.3"
"67","Josh Hill",NO,"60","78","67.9","4.7"
"68","Vance McDonald",PIT,"57","95","70.5","9.2"
"69","Lee Smith",BUF,"60","79","67.3","5.1"
"70","Jeremy Sprinkle",WAS,"56","82","72.6","4.3"
"71","Cethan Carter",CIN,"58","91","73.2","6.7"
"72","Nick Keizer",KC,"63","74","69.9","3.1"
"73","Troy Fumagalli",DEN,"51","83","72.8","7.4"
"74","Colby Parkinson",SEA,"66","76","73.5","2.7"
"75","Luke Stocker",ATL,"61","80","74.1","4.0"
"76","Eric Saubert",JAC,"66","82","75.4","5.1"
"77","Levine Toilolo",NYG,"68","80","76.6","3.0"
"78","Deon Yelder",KC,"65","81","77.0","3.5"
"79","Demetrius Harris",CHI,"64","92","81.3","6.6"
"80","Colin Thompson",CAR,"69","84","80.6","2.8"
"81","Hunter Bryant",DET,"76","87","82.5","2.4"
"82","Antony Auclair",TB,"76","83","80.9","1.6"
"83","Eric Tomlinson",BAL,"62","96","84.6","5.5"
"84","Richard Rodgers",PHI,"74","85","81.8","2.5"
"85","Johnny Mundt",LAR,"81","86","85.0","1.1"
"86","Andrew Beck",DEN,"81","94","89.6","2.5"
"87","Seth DeValve",ARI,"86","91","89.9","1.0"
"88","Sean McKeon",DAL,"84","96","90.1","3.8"
"89","Derek Carrier",LV,"74","95","90.0","3.6"
"90","Pharaoh Brown",HOU,"78","100","90.0","5.5"
"91","J.P. Holtz",CHI,"85","95","92.3","2.2"
"92","Trevon Wesco",NYJ,"77","98","92.6","3.7"
"93","Stephen Anderson",LAC,"75","93","91.2","1.7"
"94","Brandon Dillon",MIN,"81","100","93.3","4.7"
"95","Daniel Brown",NYJ,"85","97","93.3","3.4"
"96","Marcus Baugh",WAS,"87","99","94.4","3.5"
"97","Stephen Carlson",CLE,"94","101","97.6","2.1"
"98","Jordan Thomas",NE,"93","100","97.3","1.4"
"99","Gabe Nabers",LAC,"80","86","83.0","3.0"
"100","Dominique Dafney",GB,"75","101","91.7","11.8"
"101","Chris Myarick",MIA,"88","104","99.3","6.5"
"102","Evan Baylis",ARI,"96","104","101.2","2.8"
"103","Mason Schreck",CIN,"92","105","101.6","2.3"
"104","Tanner Hudson",TB,"97","105","102.4","2.1"
"105","Sean Culkin",BAL,"100","106","103.0","2.0"
