"RK","PLAYER NAME",TEAM,"BEST","WORST","AVG.","STD.DEV"
"1","Aaron Rodgers",GB,"1","4","1.4","0.8"
"2","Patrick Mahomes II",KC,"1","3","1.9","0.6"
"3","Lamar Jackson",BAL,"1","5","3.1","0.7"
"4","Josh Allen",BUF,"2","7","4.0","0.7"
"5","Kyler Murray",ARI,"1","7","5.0","1.0"
"6","Russell Wilson",SEA,"4","8","6.5","0.9"
"7","Ryan Tannehill",TEN,"5","12","6.9","1.4"
"8","Tom Brady",TB,"5","13","8.1","1.1"
"9","Justin Herbert",LAC,"6","15","9.7","1.3"
"10","Deshaun Watson",HOU,"8","14","10.1","1.1"
"11","Jared Goff",LAR,"9","15","11.5","1.8"
"12","Jalen Hurts",PHI,"5","17","11.8","2.2"
"13","Philip Rivers",IND,"10","21","13.0","1.4"
"14","Ben Roethlisberger",PIT,"9","16","13.7","1.4"
"15","Drew Brees",NO,"10","18","14.3","2.0"
"16","Derek Carr",LV,"14","17","15.8","0.8"
"17","Mitchell Trubisky",CHI,"12","19","17.2","1.4"
"18","Kirk Cousins",MIN,"12","22","17.8","1.1"
"19","Teddy Bridgewater",CAR,"17","24","19.4","0.9"
"20","Matt Ryan",ATL,"16","24","20.6","1.2"
"21","Baker Mayfield",CLE,"14","25","20.8","1.5"
"22","Drew Lock",DEN,"21","34","23.1","1.4"
"23","Cam Newton",NE,"15","27","23.3","1.6"
"24","Matthew Stafford",DET,"18","33","23.5","3.5"
"25","Nick Mullens",SF,"22","28","25.2","1.3"
"26","Gardner Minshew II",JAC,"21","30","25.9","2.1"
"27","Andy Dalton",DAL,"25","28","26.1","0.9"
"28","Tua Tagovailoa",MIA,"22","30","27.5","1.4"
"29","Dwayne Haskins",WAS,"26","34","29.6","1.4"
"30","Sam Darnold",NYJ,"29","32","30.6","0.9"
"31","Colt McCoy",NYG,"28","36","30.8","1.9"
"32","Taysom Hill",NO,"28","35","32.7","1.3"
"33","Ryan Finley",CIN,"31","38","32.9","1.5"
"34","Chase Daniel",DET,"29","37","33.0","2.4"
"35","Jacoby Brissett",IND,"34","39","35.0","1.3"
"36","C.J. Beathard",SF,"24","39","36.7","1.6"
"37","Ryan Fitzpatrick",MIA,"31","40","37.9","2.0"
"38","Jarrett Stidham",NE,"36","45","40.0","2.5"
"39","Mike Glennon",JAC,"37","50","40.6","4.1"
"40","Tyler Huntley",BAL,"37","42","39.3","2.3"
"41","Carson Wentz",PHI,"39","43","41.6","1.5"
"42","Joe Flacco",NYJ,"40","46","42.8","1.9"
