"RK","PLAYER NAME",TEAM,"BEST","WORST","AVG.","STD.DEV"
"1","Derrick Henry",TEN,"1","4","1.2","0.7"
"2","Dalvin Cook",MIN,"1","5","2.7","0.7"
"3","Alvin Kamara",NO,"1","7","2.9","1.6"
"4","Austin Ekeler",LAC,"3","7","3.9","0.8"
"5","Aaron Jones",GB,"3","11","5.2","1.3"
"6","Nick Chubb",CLE,"4","16","6.7","2.0"
"7","Jonathan Taylor",IND,"4","12","6.8","1.3"
"8","Mike Davis",CAR,"7","15","7.8","0.9"
"9","Cam Akers",LAR,"5","12","9.4","1.4"
"10","James Robinson",JAC,"3","15","9.4","1.1"
"11","Miles Sanders",PHI,"8","19","11.3","1.9"
"12","David Montgomery",CHI,"9","14","12.3","0.9"
"13","Kenyan Drake",ARI,"9","24","13.6","2.8"
"14","Josh Jacobs",LV,"11","19","14.0","1.6"
"15","Chris Carson",SEA,"11","21","14.6","1.9"
"16","D'Andre Swift",DET,"6","23","16.4","1.5"
"17","J.K. Dobbins",BAL,"13","30","17.3","2.4"
"18","Kareem Hunt",CLE,"14","25","19.3","2.8"
"19","Nyheim Hines",IND,"13","27","20.3","2.5"
"20","Wayne Gallman",NYG,"16","35","20.9","3.1"
"21","Jeff Wilson Jr.",SF,"17","32","22.0","2.6"
"22","Melvin Gordon III",DEN,"16","29","23.0","2.1"
"23","J.D. McKissic",WAS,"20","31","23.6","2.0"
"24","Clyde Edwards-Helaire",KC,"16","39","23.8","2.7"
"25","James Conner",PIT,"15","35","26.7","3.4"
"26","David Johnson",HOU,"18","42","27.5","3.9"
"27","Devin Singletary",BUF,"27","42","31.0","2.1"
"28","Jamaal Williams",GB,"27","40","31.8","3.1"
"29","Raheem Mostert",SF,"16","72","30.9","11.4"
"30","Gus Edwards",BAL,"27","45","34.4","3.7"
"31","James White",NE,"23","51","34.7","4.5"
"32","Leonard Fournette",TB,"17","70","28.8","8.3"
"33","Tony Pollard",DAL,"16","45","35.1","7.3"
"34","Chase Edmonds",ARI,"29","52","35.4","5.5"
"35","Zack Moss",BUF,"31","48","36.5","3.6"
"36","Todd Gurley II",ATL,"31","58","37.5","3.2"
"37","Giovani Bernard",CIN,"26","53","37.7","4.5"
"38","Latavius Murray",NO,"31","49","38.4","2.6"
"39","Lynn Bowden Jr.",MIA,"21","54","34.4","7.9"
"40","Peyton Barber",WAS,"30","45","40.3","2.5"
"41","Phillip Lindsay",DEN,"37","47","42.0","2.2"
"42","Ito Smith",ATL,"37","65","44.1","3.3"
"43","DeAndre Washington",MIA,"30","70","45.1","9.4"
"44","Sony Michel",NE,"18","67","43.1","11.4"
"45","Carlos Hyde",SEA,"41","62","46.8","2.6"
"46","Darrell Henderson",LAR,"43","58","47.9","3.4"
"47","Devontae Booker",LV,"44","60","49.6","4.0"
"48","LeSean McCoy",TB,"41","68","50.5","5.8"
"49","Le'Veon Bell",KC,"42","64","51.7","3.9"
"50","Frank Gore",NYJ,"41","61","49.8","4.7"
"51","Kalen Ballage",LAC,"39","67","53.7","5.6"
"52","Jordan Wilkins",IND,"45","64","52.5","3.1"
"53","Adrian Peterson",DET,"40","61","53.6","4.9"
"54","Benny Snell Jr.",PIT,"43","65","55.0","5.1"
"55","Ty Johnson",NYJ,"40","74","55.4","5.9"
"56","Salvon Ahmed",MIA,"31","96","51.9","15.8"
"57","Boston Scott",PHI,"52","65","58.1","3.0"
"58","Kerryon Johnson",DET,"53","79","60.9","4.8"
"59","Samaje Perine",CIN,"50","68","60.4","3.5"
"60","Trayveon Williams",CIN,"48","73","58.8","3.9"
"61","Malcolm Brown",LAR,"59","76","66.3","3.9"
"62","Matt Breida",MIA,"44","78","63.3","7.0"
"63","Patrick Laird",MIA,"53","85","65.9","9.3"
"64","Jalen Richard",LV,"51","77","66.0","6.2"
"65","Tevin Coleman",SF,"53","86","67.9","7.1"
"66","Jaylen Samuels",PIT,"46","78","66.0","7.6"
"67","Dion Lewis",NYG,"56","77","68.6","6.0"
"68","Brian Hill",ATL,"61","78","69.1","3.7"
"69","Jeremy McNichols",TEN,"53","81","70.1","3.9"
"70","Jerick McKinnon",SF,"50","85","72.2","6.4"
"71","Ke'Shawn Vaughn",TB,"52","85","69.4","7.2"
"72","Kyle Juszczyk",SF,"57","82","70.9","5.4"
"73","Darrel Williams",KC,"64","94","77.9","4.7"
"74","Alfred Morris",NYG,"69","86","76.4","4.5"
"75","Josh Adams",NYJ,"64","89","79.6","5.2"
"76","Ameer Abdullah",MIN,"72","93","78.6","4.8"
"77","Rodney Smith",CAR,"66","106","79.2","9.1"
"78","Devine Ozigbo",JAC,"75","93","82.2","3.8"
"79","Dare Ogunbowale",JAC,"52","87","79.1","3.5"
"80","Joshua Kelley",LAC,"54","105","82.5","13.1"
"81","Anthony McFarland Jr.",PIT,"60","97","86.3","6.0"
"82","Mike Boone",MIN,"55","107","86.8","5.3"
"83","Trenton Cannon",CAR,"79","92","85.1","3.5"
"84","DeeJay Dallas",SEA,"75","96","84.4","4.6"
"85","Royce Freeman",DEN,"74","96","88.5","3.9"
"86","C.J. Ham",MIN,"76","96","87.1","5.2"
"87","Justice Hill",BAL,"77","99","89.6","5.8"
"88","Buddy Howell",HOU,"55","107","80.6","16.7"
"89","Rashaad Penny",SEA,"66","127","90.0","14.3"
"90","Alec Ingold",LV,"68","113","87.7","10.8"
"91","La'Mical Perine",NYJ,"46","116","86.1","17.0"
"92","Ryan Nall",CHI,"48","110","95.6","5.3"
"93","Jordan Howard",PHI,"82","104","94.9","3.6"
"94","AJ Dillon",GB,"66","107","95.9","4.8"
"95","Corey Clement",PHI,"91","109","96.5","5.0"
"96","Patrick Ricard",BAL,"74","97","88.8","4.6"
"97","Jakob Johnson",NE,"82","100","93.1","3.8"
"98","J.J. Taylor",NE,"62","127","89.4","20.8"
"99","Ronald Jones II",TB,"19","102","86.1","16.0"
"100","Theo Riddick",LV,"60","111","98.1","8.8"
"101","Alex Armah",CAR,"92","102","98.4","2.6"
"102","Devonta Freeman",NYG,"63","116","90.1","16.3"
"103","Senorise Perry",TEN,"93","104","100.5","2.6"
"104","Keith Smith",ATL,"90","113","103.5","6.5"
"105","Khari Blasingame",TEN,"96","112","104.9","3.6"
"106","D'Ernest Johnson",CLE,"98","116","105.1","5.0"
"107","Rico Dowdle",DAL,"66","70","67.7","1.7"
"108","Elijhaa Penny",NYG,"100","114","107.8","4.2"
"109","Michael Burton",NO,"98","117","108.5","5.8"
"110","Alexander Mattison",MIN,"70","128","106.3","16.6"
"111","Gabe Nabers",LAC,"84","122","102.0","12.3"
"112","Lamar Miller",WAS,"97","108","104.4","2.9"
"113","Reggie Gilliam",BUF,"99","118","113.0","4.0"
"114","Anthony Sherman",KC,"96","116","110.7","5.7"
"115","Elijah McGuire",FA,"79","120","104.8","15.6"
"116","Artavis Pierce",CHI,"104","118","110.4","4.6"
"117","Andy Janovich",CLE,"106","121","114.0","4.7"
"118","Troymaine Pope",LAC,"103","122","113.2","8.4"
"119","Scottie Phillips",HOU,"89","129","111.3","14.3"
"120","Jonathan Ward",ARI,"87","129","118.0","10.8"
"121","Derek Watt",PIT,"110","119","117.0","2.5"
"122","Chandler Cox",MIA,"109","123","118.2","5.0"
"123","Michael Warren II",WAS,"88","119","103.5","15.5"
"124","Darrynton Evans",TEN,"112","123","120.2","2.9"
"125","Ty Montgomery",NO,"113","126","121.8","4.7"
"126","D'Onta Foreman",TEN,"117","125","122.8","3.0"
"127","Dontrell Hilliard",HOU,"117","125","121.0","4.0"
