Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Pittsburgh Steelers,PIT,4.1,1.3,0.8,1.2,0.2,0.1,12.4,273.8,13.7
Los Angeles Rams,LAR,3.2,1.2,0.7,1.1,0.2,0.1,13.7,250.2,9.5
Seattle Seahawks,SEA,3.2,0.9,0.7,1.0,0.2,0.1,19.4,304.7,8.5
Cleveland Browns,CLE,3.2,1.1,0.7,1.3,0.2,0.0,20.9,313.2,7.9
Miami Dolphins,MIA,2.3,1.0,0.5,0.8,0.2,0.0,19.6,334.0,7.4
Baltimore Ravens,BAL,2.3,0.8,0.7,1.2,0.2,0.0,16.9,320.2,7.3
Washington Football Team,WF,3.1,0.8,0.6,0.9,0.1,0.1,23.7,356.0,6.9
Buffalo Bills,BUF,2.1,1.2,0.6,1.0,0.2,0.0,20.3,327.9,6.9
Tampa Bay Buccaneers,TB,2.8,0.9,0.6,1.0,0.2,0.0,22.3,340.9,6.9
Indianapolis Colts,IND,3.0,0.8,0.6,0.9,0.2,0.1,20.6,347.7,6.8
San Francisco 49ers,SF,2.6,0.9,0.6,1.1,0.2,0.0,21.1,328.8,6.7
Philadelphia Eagles,PHI,2.6,0.8,0.6,0.8,0.2,0.0,26.0,363.6,6.4
Dallas Cowboys,DAL,2.2,0.9,0.6,1.0,0.1,0.0,23.0,372.9,6.2
Arizona Cardinals,ARI,2.4,0.7,0.7,1.0,0.1,0.0,20.9,336.5,6.2
Denver Broncos,DEN,2.5,0.8,0.6,0.7,0.1,0.0,24.9,358.6,6.1
Green Bay Packers,GB,2.5,0.9,0.5,0.7,0.1,0.0,21.4,356.8,6.1
Tennessee Titans,TEN,2.5,0.8,0.5,0.6,0.1,0.0,21.2,349.3,6.1
Chicago Bears,CHI,2.3,0.8,0.6,0.9,0.1,0.0,23.2,358.4,6.1
New York Giants,NYG,2.1,0.9,0.6,0.9,0.2,0.0,23.8,359.2,6.0
Minnesota Vikings,MIN,2.3,0.8,0.5,0.7,0.1,0.1,21.3,335.6,6.0
New England Patriots,NE,2.4,0.8,0.5,0.7,0.1,0.0,21.1,334.1,5.9
Las Vegas Raiders,LV,2.0,0.9,0.5,0.8,0.1,0.0,23.7,396.8,5.7
New Orleans Saints,NO,2.2,0.7,0.5,0.8,0.1,0.0,24.7,383.8,5.6
Kansas City Chiefs,KC,1.9,0.7,0.5,0.8,0.1,0.0,24.8,367.5,5.3
Houston Texans,HOU,1.9,0.8,0.5,0.8,0.1,0.0,27.4,387.8,5.2
Los Angeles Chargers,LAC,2.0,0.6,0.6,0.8,0.1,0.0,26.1,358.5,5.2
Atlanta Falcons,ATL,1.8,0.7,0.5,0.9,0.1,0.0,25.8,370.8,5.1
New York Jets,NYJ,1.7,0.7,0.6,0.9,0.1,0.0,27.8,381.8,5.1
Jacksonville Jaguars,JAC,2.0,0.6,0.5,0.7,0.1,0.0,28.4,364.3,5.1
Detroit Lions,DET,2.0,0.6,0.5,0.7,0.1,0.0,29.1,392.8,4.9
Cincinnati Bengals,CIN,1.5,0.8,0.5,0.5,0.1,0.0,24.8,363.1,4.7
Carolina Panthers,CAR,1.8,0.4,0.6,0.9,0.1,0.0,29.4,383.8,4.5
