Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Travis Kelce,KC,LAC,1,2,1.1,0.2
2,Zach Ertz,PHI,LAR,1,5,2.3,0.7
3,George Kittle,SF,SEA,2,5,3.6,0.9
4,Eric Ebron,IND,DAL,2,8,3.6,1.1
5,Jared Cook,OAK,CIN,3,8,5.9,0.8
6,Rob Gronkowski,NE,PIT,3,8,6.2,0.9
7,David Njoku,CLE,DEN,5,11,8.6,1.6
8,Evan Engram,NYG,TEN,7,16,9.4,1.9
9,C.J. Uzomah,CIN,OAK,9,15,9.9,0.8
10,Cameron Brate,TB,BAL,8,17,10.6,1.9
11,Vance McDonald,PIT,NE,8,14,11.5,1.5
12,Kyle Rudolph,MIN,MIA,10,18,13.9,1.8
13,Trey Burton,CHI,GB,11,19,14.2,1.8
14,Chris Herndon IV,NYJ,HOU,11,22,16.1,0.9
15,Austin Hooper,ATL,ARI,8,22,14.1,2.6
16,Ian Thomas,CAR,NO,12,20,16.6,2.1
17,Vernon Davis,WAS,JAC,12,24,16.8,1.8
18,Jimmy Graham,GB,CHI,13,20,17.9,1.4
19,Jaylen Samuels,PIT,NE,4,21,6.4,4.1
20,Gerald Everett,LAR,PHI,7,26,19.6,0.9
21,Dallas Goedert,PHI,LAR,18,34,22.1,2.2
22,Benjamin Watson,NO,CAR,17,40,23.8,3.0
23,Jordan Thomas,HOU,NYJ,20,28,22.2,1.4
24,Antonio Gates,LAC,KC,19,30,25.3,1.9
25,Mark Andrews,BAL,TB,21,37,26.0,3.1
26,Ryan Griffin,HOU,NYJ,21,35,27.9,2.2
27,Ricky Seals-Jones,ARI,ATL,20,33,26.1,2.4
28,Jesse James,PIT,NE,23,31,26.6,1.7
29,Tyler Higbee,LAR,PHI,22,33,27.8,2.3
30,Blake Jarwin,DAL,IND,21,36,29.0,3.1
31,Nick Vannett,SEA,SF,28,41,31.1,1.7
32,Anthony Firkser,TEN,NYG,16,46,33.5,5.1
33,Dan Arnold,NO,CAR,23,46,36.6,4.5
34,Matt LaCosse,DEN,CLE,26,46,39.7,4.7
35,James O'Shaughnessy,JAC,WAS,25,42,34.2,3.8
36,Ed Dickson,SEA,SF,32,45,36.2,4.3
37,Levine Toilolo,DET,BUF,22,39,30.0,4.3
38,Charles Clay,BUF,DET,32,39,35.0,1.7
39,Demetrius Harris,KC,LAC,30,40,35.4,2.0
40,Mike Gesicki,MIA,MIN,33,60,39.7,5.0
41,Rhett Ellison,NYG,TEN,28,53,41.6,4.1
42,Josh Hill,NO,CAR,36,53,40.4,3.1
43,Virgil Green,LAC,KC,36,53,40.6,2.6
44,Adam Shaheen,CHI,GB,39,57,46.8,3.6
45,Dalton Schultz,DAL,IND,35,52,43.4,2.7
46,Hayden Hurst,BAL,TB,32,59,47.0,6.4
47,Nick Boyle,BAL,TB,26,54,47.1,3.8
48,Luke Willson,DET,BUF,37,58,47.6,3.5
49,Mo Alie-Cox,IND,DAL,35,66,50.2,5.2
50,Luke Stocker,TEN,NYG,37,56,46.2,3.1
51,Jordan Akins,HOU,NYJ,37,59,49.1,4.8
52,Lance Kendricks,GB,CHI,46,64,50.1,2.8
53,Jordan Leggett,NYJ,HOU,36,58,50.6,5.0
54,Nick O'Leary,MIA,MIN,48,65,53.2,4.5
55,Jermaine Gresham,ARI,ATL,49,57,52.9,1.8
56,Eric Saubert,ATL,ARI,26,77,57.9,8.9
57,Darren Fells,CLE,DEN,45,67,59.5,4.2
58,Logan Thomas,BUF,DET,38,57,51.9,3.7
59,Derek Carrier,OAK,CIN,49,59,53.5,2.7
60,Lee Smith,OAK,CIN,30,61,53.6,4.9
61,Maxx Williams,BAL,TB,47,71,60.6,3.9
62,MyCole Pruitt,TEN,NYG,48,66,58.8,2.1
63,Blake Bell,JAC,WAS,55,73,68.1,4.2
64,Durham Smythe,MIA,MIN,56,64,60.4,1.9
65,Rico Gathers,DAL,IND,59,77,65.1,4.3
66,Antony Auclair,TB,BAL,55,74,61.8,2.9
67,Seth DeValve,CLE,DEN,55,74,63.9,4.7
68,Brian Parker,DEN,CLE,58,73,66.0,4.5
69,Jeremy Sprinkle,WAS,JAC,59,74,64.2,1.5
70,Garrett Celek,SF,SEA,60,76,68.4,3.4
71,Xavier Grimble,PIT,NE,54,80,69.3,7.3
72,Eric Tomlinson,NYJ,HOU,59,70,66.0,1.3
73,Marcedes Lewis,GB,CHI,62,75,70.4,2.8
74,Robert Tonyan,GB,CHI,67,76,72.3,2.2
75,Chris Manhertz,CAR,NO,59,73,68.5,3.3
76,Jason Croom,BUF,DET,65,78,72.6,3.3
77,Scott Simonson,NYG,TEN,67,86,76.8,4.6
78,Matt Lengel,CIN,OAK,71,76,74.7,1.2
79,Jacob Hollister,NE,PIT,61,87,74.2,9.4
80,Erik Swoope,FA,,54,64,59.0,5.0
81,Trey Edmunds,PIT,NE,64,82,73.3,8.3
82,Logan Paulsen,ATL,ARI,68,80,75.8,3.7
83,Tyler Conklin,NE,PIT,70,89,76.7,8.7
84,Richard Rodgers,PHI,LAR,58,90,74.0,16.0
85,Ben Braunecker,CHI,GB,72,88,79.8,5.7
86,Ben Koyack,JAC,WAS,77,79,78.0,0.8
87,Jordan Franks,CIN,OAK,80,82,81.4,0.8
88,Alan Cross,TB,BAL,76,82,79.7,2.6
