Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Todd Gurley,LAR,PHI,1,3,1.1,0.3
2,Saquon Barkley,NYG,TEN,1,5,2.4,0.5
3,Christian McCaffrey,CAR,NO,1,4,2.6,0.8
4,Ezekiel Elliott,DAL,IND,2,7,4.3,1.1
5,Phillip Lindsay,DEN,CLE,4,9,5.8,1.0
6,Alvin Kamara,NO,CAR,4,10,6.1,1.5
7,Joe Mixon,CIN,OAK,4,9,6.6,1.1
8,Nick Chubb,CLE,DEN,5,17,8.4,1.6
9,Tarik Cohen,CHI,GB,7,20,10.1,3.0
10,David Johnson,ARI,ATL,5,15,10.4,1.5
11,Leonard Fournette,JAC,WAS,6,16,11.9,2.4
12,Dalvin Cook,MIN,MIA,7,15,12.2,1.6
13,Jaylen Samuels,PIT,NE,9,19,12.6,3.0
14,Justin Jackson,LAC,KC,11,24,14.4,2.7
15,Chris Carson,SEA,SF,9,22,15.1,1.9
16,Lamar Miller,HOU,NYJ,10,25,15.2,2.0
17,Damien Williams,KC,LAC,10,69,17.5,3.1
18,James White,NE,PIT,13,24,17.6,1.8
19,Aaron Jones,GB,CHI,14,31,17.9,1.6
20,Mark Ingram,NO,CAR,17,25,20.7,1.0
21,Sony Michel,NE,PIT,15,29,20.8,2.4
22,Derrick Henry,TEN,NYG,13,29,23.3,2.2
23,Gus Edwards,BAL,TB,20,32,23.8,2.7
24,Tevin Coleman,ATL,ARI,19,33,25.4,2.5
25,Elijah McGuire,NYJ,HOU,11,34,26.1,3.6
26,Kenneth Dixon,BAL,TB,22,45,27.8,3.4
27,Marlon Mack,IND,DAL,16,35,28.6,2.5
28,Doug Martin,OAK,CIN,15,37,28.7,2.7
29,Theo Riddick,DET,BUF,24,42,30.0,3.1
30,Jordan Howard,CHI,GB,25,39,30.4,2.2
31,Jalen Richard,OAK,CIN,24,37,30.4,3.2
32,Dion Lewis,TEN,NYG,24,38,33.4,3.0
33,Kenyan Drake,MIA,MIN,21,41,33.7,2.6
34,Ito Smith,ATL,ARI,23,51,34.3,3.2
35,Josh Adams,PHI,LAR,18,40,35.3,2.8
36,Matt Breida,SF,SEA,16,78,34.7,11.3
37,Chris Thompson,WAS,JAC,35,47,39.9,2.5
38,Frank Gore,MIA,MIN,34,55,40.4,2.0
39,Adrian Peterson,WAS,JAC,32,45,40.5,1.8
40,Zach Zenner,DET,BUF,28,55,39.1,5.3
41,Peyton Barber,TB,BAL,35,47,43.6,2.4
42,Charcandrick West,KC,LAC,15,54,36.4,9.3
43,Jeff Wilson,SF,SEA,18,59,44.1,6.4
44,Nyheim Hines,IND,DAL,33,54,44.5,3.9
45,Royce Freeman,DEN,CLE,43,57,46.2,1.8
46,Darren Sproles,PHI,LAR,36,58,45.9,5.4
47,Marcus Murphy,BUF,DET,27,75,44.5,11.4
48,Giovani Bernard,CIN,OAK,41,56,49.9,3.3
49,Stevan Ridley,PIT,NE,39,64,50.1,3.3
50,T.J. Yeldon,JAC,WAS,43,58,51.1,3.7
51,LeGarrette Blount,DET,BUF,39,58,51.4,3.0
52,Mike Davis,SEA,SF,36,60,45.3,5.6
53,Duke Johnson,CLE,DEN,35,57,51.5,2.6
54,Rex Burkhead,NE,PIT,43,64,55.7,6.3
55,Latavius Murray,MIN,MIA,45,65,55.3,4.7
56,Alfred Blue,HOU,NYJ,46,62,55.4,3.4
57,Detrez Newsome,LAC,KC,42,72,56.0,7.1
58,Kyle Juszczyk,SF,SEA,50,62,54.1,2.6
59,Chase Edmonds,ARI,ATL,53,62,58.9,1.4
60,Trenton Cannon,NYJ,HOU,48,69,60.4,2.9
61,Jacquizz Rodgers,TB,BAL,52,74,62.3,2.2
62,Wayne Gallman,NYG,TEN,58,70,62.6,2.3
63,Jamaal Williams,GB,CHI,62,72,66.4,1.5
64,DeAndre Washington,OAK,CIN,57,75,64.6,3.2
65,Wendell Smallwood,PHI,LAR,60,78,68.3,3.4
66,James Develin,NE,PIT,55,72,61.7,3.8
67,Jordan Wilkins,IND,DAL,64,97,69.4,2.6
68,Darrel Williams,KC,LAC,53,103,70.3,7.6
69,Devontae Booker,DEN,CLE,54,81,69.3,2.7
70,Rod Smith,DAL,IND,65,80,72.0,3.1
71,Byron Marshall,WAS,JAC,45,74,61.1,8.1
72,Ronald Jones II,TB,BAL,69,88,78.8,3.9
73,Brandon Bolden,MIA,MIN,69,84,75.9,3.4
74,Taquan Mizzell,CHI,GB,66,90,78.2,4.5
75,Keith Ford,BUF,DET,62,102,74.7,7.9
76,John Kelly,LAR,PHI,71,91,79.1,5.6
77,Alfred Morris,SF,SEA,72,98,81.3,5.0
78,Javorius Allen,BAL,TB,66,107,79.4,7.8
79,Justin Davis,LAR,PHI,65,91,77.2,7.1
80,Cordarrelle Patterson,NE,PIT,54,87,71.7,8.5
81,J.D. McKissic,SEA,SF,67,96,80.8,5.5
82,Alex Armah,CAR,NO,72,91,78.7,4.1
83,Kalen Ballage,MIA,MIN,75,99,81.3,4.0
84,CJ Ham,MIN,MIA,67,89,83.5,4.0
85,Cameron Artis-Payne,CAR,NO,74,98,86.6,5.0
86,Anthony Sherman,KC,LAC,69,91,79.4,4.5
87,Elijhaa Penny,NYG,TEN,78,97,88.9,4.8
88,Andy Janovich,DEN,CLE,70,93,86.8,2.8
89,Patrick DiMarco,BUF,DET,75,90,84.2,3.5
90,Mark Walton,CIN,OAK,83,100,91.0,3.4
91,Tommy Bohanon,JAC,WAS,74,97,89.9,2.8
92,Trey Edmunds,PIT,NE,81,106,94.1,5.0
93,Keith Smith,OAK,CIN,82,90,84.9,1.9
94,De'Angelo Henderson,NYJ,HOU,67,100,78.0,12.4
95,Troymaine Pope,LAC,KC,70,90,83.6,6.2
96,Matthew Dayes,SF,SEA,81,91,85.4,3.4
97,Zach Line,NO,CAR,72,99,92.3,6.0
98,Rhett Ellison,NYG,TEN,66,92,76.3,11.3
99,Brian Hill,ATL,ARI,73,101,90.0,9.0
100,James Conner,PIT,NE,59,97,90.4,3.9
101,Benny Cunningham,CHI,GB,82,96,92.6,2.2
102,Ameer Abdullah,MIN,MIA,82,99,94.2,4.9
103,Jamize Olawale,DAL,IND,93,99,96.6,2.2
104,Boston Scott,PHI,LAR,90,105,97.0,2.6
105,D'Onta Foreman,HOU,NYJ,89,103,97.6,5.1
106,Tre Madden,SEA,SF,83,102,96.8,7.9
107,Dontrell Hilliard,CLE,DEN,88,104,99.5,4.3
108,Roosevelt Nix,PIT,NE,88,103,99.0,2.1
