Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Jacksonville (JAC)JAC DST,JAC,WAS,1,4,1.1,0.3
2,Houston (HOU)HOU DST,HOU,NYJ,1,13,2.9,1.5
3,Baltimore (BAL)BAL DST,BAL,TB,1,25,3.4,1.3
4,Minnesota (MIN)MIN DST,MIN,MIA,1,24,4.5,1.5
5,Buffalo (BUF)BUF DST,BUF,DET,1,9,5.5,1.7
6,Seattle (SEA)SEA DST,SEA,SF,3,10,6.1,1.4
7,Chicago (CHI)CHI DST,CHI,GB,3,22,7.1,1.9
8,Los Angeles (LAR)LAR DST,LAR,PHI,3,26,8.6,3.5
9,Atlanta (ATL)ATL DST,ATL,ARI,2,30,10.1,5.2
10,Denver (DEN)DEN DST,DEN,CLE,3,13,10.4,1.3
11,Tennessee (TEN)TEN DST,TEN,NYG,7,19,11.1,2.2
12,New Orleans (NO)NO DST,NO,CAR,9,14,12.5,0.9
13,Washington (WAS)WAS DST,WAS,JAC,5,17,12.6,1.8
14,Detroit (DET)DET DST,DET,BUF,8,20,13.4,2.6
15,New York (NYG)NYG DST,NYG,TEN,9,27,15.7,2.9
16,Dallas (DAL)DAL DST,DAL,IND,6,24,15.8,1.9
17,Green Bay (GB)GB DST,GB,CHI,14,25,18.3,2.1
18,Kansas City (KC)KC DST,KC,LAC,13,26,18.4,2.6
19,Indianapolis (IND)IND DST,IND,DAL,11,27,20.0,3.3
20,New England (NE)NE DST,NE,PIT,8,29,19.5,3.0
21,Arizona (ARI)ARI DST,ARI,ATL,14,27,20.5,2.9
22,New York (NYJ)NYJ DST,NYJ,HOU,17,25,21.3,1.7
23,Cleveland (CLE)CLE DST,CLE,DEN,12,28,21.2,3.6
24,Cincinnati (CIN)CIN DST,CIN,OAK,15,31,21.7,2.6
25,Pittsburgh (PIT)PIT DST,PIT,NE,5,30,24.8,2.4
26,Miami (MIA)MIA DST,MIA,MIN,17,29,26.1,1.7
27,Los Angeles (LAC)LAC DST,LAC,KC,4,30,25.6,2.9
28,Oakland (OAK)OAK DST,OAK,CIN,18,32,26.8,2.6
29,San Francisco (SF)SF DST,SF,SEA,21,32,29.2,1.7
30,Tampa Bay (TB)TB DST,TB,BAL,21,33,29.8,2.0
31,Carolina (CAR)CAR DST,CAR,NO,21,32,29.9,1.1
32,Philadelphia (PHI)PHI DST,PHI,LAR,23,32,31.3,1.0
