Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,New England (NE)NE DST,NE,BUF,1,4,1.7,0.7,9.5,0.49
2,Pittsburgh (PIT)PIT DST,PIT,NYJ,1,7,2.6,1.0,8.8,1.0
3,Baltimore (BAL)BAL DST,BAL,CLE,1,7,2.9,1.3,8.3,1.69
4,Denver (DEN)DEN DST,DEN,DET,1,6,3.7,1.4,8.2,1.96
5,San Francisco (SF)SF DST,SF,LAR,2,10,4.6,0.9,8.2,0.405
6,Kansas City (KC)KC DST,KC,CHI,5,12,7.1,1.6,8.1,0.512
7,Indianapolis (IND)IND DST,IND,CAR,3,14,7.7,2.0,7.9,1.33333333333
8,Seattle (SEA)SEA DST,SEA,ARI,5,15,8.3,1.7,7.9,0.578
9,Atlanta (ATL)ATL DST,ATL,JAC,6,23,10.4,2.4,7.4,0.96
10,Houston (HOU)HOU DST,HOU,TB,6,18,10.1,2.4,7.4,0.96
11,Buffalo (BUF)BUF DST,BUF,NE,5,20,11.1,3.1,7.1,1.922
12,Washington (WAS)WAS DST,WAS,NYG,6,22,12.4,2.7,7.1,1.215
13,New Orleans (NO)NO DST,NO,TEN,7,21,13.9,2.6,6.9,0.965714285714
14,Los Angeles (LAC)LAC DST,LAC,OAK,1,21,13.5,2.9,6.8,8.41
15,New York (NYJ)NYJ DST,NYJ,PIT,9,22,15.2,3.2,6.7,1.13777777778
16,Minnesota (MIN)MIN DST,MIN,GB,8,20,16.5,1.6,6.7,0.32
17,New York (NYG)NYG DST,NYG,WAS,10,21,15.4,3.1,6.6,0.961
18,Los Angeles (LAR)LAR DST,LAR,SF,11,24,18.9,2.8,6.6,0.712727272727
19,Cincinnati (CIN)CIN DST,CIN,MIA,14,25,18.7,3.1,6.5,0.686428571429
20,Dallas (DAL)DAL DST,DAL,PHI,15,28,19.5,2.5,6.4,0.416666666667
21,Tampa Bay (TB)TB DST,TB,HOU,13,32,22.1,4.1,6.3,1.29307692308
22,Green Bay (GB)GB DST,GB,MIN,14,30,22.6,3.4,6.3,0.825714285714
23,Philadelphia (PHI)PHI DST,PHI,DAL,16,26,22.1,1.8,6.2,0.2025
24,Miami (MIA)MIA DST,MIA,CIN,19,26,23.0,1.6,6.2,0.134736842105
25,Detroit (DET)DET DST,DET,DEN,17,28,24.3,2.3,6.1,0.311176470588
26,Chicago (CHI)CHI DST,CHI,KC,13,30,25.8,2.5,6.1,0.480769230769
27,Oakland (OAK)OAK DST,OAK,LAC,21,29,26.7,1.9,5.7,0.171904761905
28,Carolina (CAR)CAR DST,CAR,IND,16,30,27.4,2.3,5.6,0.330625
29,Tennessee (TEN)TEN DST,TEN,NO,18,32,29.3,2.5,5.6,0.347222222222
30,Jacksonville (JAC)JAC DST,JAC,ATL,17,32,29.0,1.9,5.4,0.212352941176
31,Arizona (ARI)ARI DST,ARI,SEA,26,31,29.8,1.3,5.0,0.065
32,Cleveland (CLE)CLE DST,CLE,BAL,30,32,31.7,0.6,5.0,0.012
