Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Pittsburgh Steelers,PIT,3.1,1.0,0.7,1.3,0.2,0.1,16.2,293.3,8.7
Denver Broncos,DEN,3.0,1.1,0.6,1.0,0.2,0.0,16.8,315.0,8.6
Seattle Seahawks,SEA,3.1,0.9,0.7,1.3,0.2,0.0,19.7,325.3,8.4
New England Patriots,NE,2.7,1.0,0.7,1.3,0.2,0.1,14.5,309.9,8.3
Kansas City Chiefs,KC,2.8,1.0,0.6,1.0,0.2,0.0,19.2,308.5,8.3
Baltimore Ravens,BAL,2.5,1.1,0.6,1.0,0.2,0.0,18.4,333.9,7.9
Indianapolis Colts,IND,3.0,1.2,0.7,1.3,0.2,0.1,20.3,332.8,7.8
San Francisco 49ers,SF,2.5,0.9,0.7,1.3,0.1,0.1,18.6,346.5,7.7
Houston Texans,HOU,2.8,1.2,0.7,1.1,0.2,0.0,22.6,392.5,7.6
Cincinnati Bengals,CIN,3.2,1.1,0.6,0.6,0.2,0.0,21.6,327.2,7.5
Washington Redskins,WAS,2.9,1.0,0.7,1.4,0.2,0.1,20.8,321.0,7.4
New York Giants,NYG,3.2,1.0,0.6,0.8,0.2,0.0,21.1,280.7,7.3
Atlanta Falcons,ATL,2.7,0.7,0.6,1.1,0.1,0.0,19.7,339.6,7.3
New York Jets,NYJ,2.2,0.9,0.6,1.0,0.1,0.0,19.3,292.5,7.1
Tampa Bay Buccaneers,TB,3.0,0.8,0.7,1.2,0.2,0.0,25.7,355.8,7.0
New Orleans Saints,NO,3.2,0.7,0.7,1.1,0.1,0.0,21.3,337.0,6.8
Los Angeles Chargers,LAC,2.2,0.7,0.6,0.7,0.1,0.0,18.1,342.3,6.6
Miami Dolphins,MIA,2.4,1.1,0.5,0.8,0.2,0.0,22.8,332.5,6.6
Minnesota Vikings,MIN,2.8,0.5,0.5,0.8,0.1,0.0,19.3,334.3,6.5
Dallas Cowboys,DAL,2.8,0.7,0.7,1.2,0.1,0.0,21.0,332.1,6.5
Los Angeles Rams,LAR,2.7,0.8,0.7,1.1,0.1,0.0,24.5,363.0,6.5
Jacksonville Jaguars,JAC,3.0,0.7,0.6,0.9,0.1,0.0,26.1,375.5,6.4
Arizona Cardinals,ARI,3.0,0.6,0.6,1.0,0.1,0.0,28.0,372.8,6.1
Detroit Lions,DET,2.2,0.8,0.6,0.9,0.2,0.0,22.2,332.1,6.0
Oakland Raiders,OAK,2.0,0.9,0.6,0.9,0.1,0.0,25.6,386.2,5.9
Philadelphia Eagles,PHI,2.1,0.8,0.6,0.8,0.1,0.0,23.0,392.3,5.6
Green Bay Packers,GB,2.3,0.6,0.6,1.0,0.1,0.0,24.4,373.4,5.6
Carolina Panthers,CAR,2.3,0.7,0.6,0.9,0.1,0.1,26.5,337.1,5.6
Buffalo Bills,BUF,2.1,0.7,0.5,0.8,0.1,0.0,20.3,321.9,5.5
Chicago Bears,CHI,1.9,0.6,0.6,0.9,0.1,0.0,23.8,385.9,5.1
Cleveland Browns,CLE,2.0,0.6,0.5,0.8,0.1,0.0,28.3,397.9,4.8
Tennessee Titans,TEN,1.7,0.6,0.5,0.5,0.1,0.0,24.7,380.8,4.6
