Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Lamar Jackson,BAL,CLE,1,1,1.0,0.0,24.2,0.0
2,Deshaun Watson,HOU,TB,2,4,2.3,0.4,21.2,0.08
3,Russell Wilson,SEA,ARI,2,5,2.8,0.5,20.8,0.125
4,Patrick Mahomes,KC,CHI,2,6,4.2,0.5,19.7,0.125
5,Jameis Winston,TB,HOU,4,9,5.4,1.0,19.5,0.25
6,Drew Brees,NO,TEN,3,9,5.9,0.9,18.7,0.27
7,Matt Ryan,ATL,JAC,5,15,7.8,1.4,18.3,0.392
8,Dak Prescott,DAL,PHI,5,15,8.4,1.4,18.3,0.392
9,Kyler Murray,ARI,SEA,7,19,9.2,1.4,17.8,0.28
10,Ryan Tannehill,TEN,NO,5,15,9.6,1.9,17.8,0.722
11,Ryan Fitzpatrick,MIA,CIN,8,20,11.6,1.4,17.2,0.245
12,Kirk Cousins,MIN,GB,7,21,12.8,1.5,17.1,0.321428571429
13,Carson Wentz,PHI,DAL,7,15,12.9,1.6,16.7,0.365714285714
14,Aaron Rodgers,GB,MIN,5,19,12.9,2.1,16.6,0.882
15,Philip Rivers,LAC,OAK,9,18,14.2,1.7,16.5,0.321111111111
16,Jimmy Garoppolo,SF,LAR,12,19,15.8,0.9,16.4,0.0675
17,Gardner Minshew,JAC,ATL,12,23,17.6,1.8,16.3,0.27
18,Mitch Trubisky,CHI,KC,15,23,18.9,1.7,16.0,0.192666666667
19,Andy Dalton,CIN,MIA,13,22,19.1,1.5,15.8,0.173076923077
20,Jacoby Brissett,IND,CAR,12,27,20.9,3.0,15.0,0.75
21,Drew Lock,DEN,DET,17,26,21.6,1.8,14.7,0.190588235294
22,Josh Allen,BUF,NE,17,30,21.5,2.1,14.6,0.259411764706
23,Daniel Jones,NYG,WAS,16,32,22.3,3.3,14.4,0.680625
24,Tom Brady,NE,BUF,22,29,24.4,1.1,14.2,0.055
25,Jared Goff,LAR,SF,19,29,23.5,1.9,13.7,0.19
26,Dwayne Haskins,WAS,NYG,17,29,25.9,1.4,13.4,0.115294117647
27,Derek Carr,OAK,LAC,22,28,26.6,1.2,12.4,0.0654545454545
28,Baker Mayfield,CLE,BAL,26,31,28.2,1.3,12.1,0.065
29,Will Grier,CAR,IND,21,32,28.7,1.7,11.8,0.137619047619
30,Devlin Hodges,PIT,NYJ,24,32,29.8,1.0,11.7,0.0416666666667
31,Sam Darnold,NYJ,PIT,27,32,30.3,1.1,11.3,0.0448148148148
32,David Blough,DET,DEN,30,33,31.9,0.5,10.9,0.00833333333333
33,Taysom Hill,NO,TEN,32,34,33.0,0.2,8.0,0.00125
34,Eli Manning,NYG,WAS,32,37,34.7,1.2,8.0,0.045
35,Robert Griffin,BAL,CLE,34,38,35.3,1.3,1.7,0.0497058823529
36,Kyle Allen,CAR,IND,34,43,36.2,3.1,1.0,0.282647058824
37,Tyrod Taylor,LAC,OAK,35,38,36.8,1.1,0.9,0.0345714285714
38,Brian Hoyer,IND,CAR,36,44,40.0,2.9,0.9,0.233611111111
39,Case Keenum,WAS,NYG,37,47,42.3,4.8,0.9,0.622702702703
40,Josh McCown,PHI,DAL,38,48,43.0,3.8,0.9,0.38
41,Cooper Rush,DAL,PHI,35,40,37.0,2.2,0.9,0.138285714286
42,Mason Rudolph,PIT,NYJ,34,51,39.7,8.0,0.8,1.88235294118
43,Matt Schaub,ATL,JAC,34,56,47.3,8.7,0.9,2.22617647059
44,Blake Bortles,LAR,SF,39,48,43.3,3.7,0.8,0.351025641026
45,Teddy Bridgewater,NO,TEN,42,46,43.3,1.9,0.9,0.0859523809524
46,Ryan Griffin,TB,HOU,39,50,43.7,4.6,0.8,0.542564102564
47,Chase Daniel,CHI,KC,43,45,44.0,0.8,0.8,0.0148837209302
48,Matt Barkley,BUF,NE,41,48,45.3,3.1,0.7,0.234390243902
49,Matt Moore,KC,CHI,40,55,48.0,6.2,0.7,0.961
50,Ryan Finley,CIN,MIA,44,52,49.0,3.6,0.7,0.294545454545
51,Jarrett Stidham,NE,BUF,40,62,50.3,9.0,0.7,2.025
52,Nick Foles,JAC,ATL,46,56,52.3,4.5,0.7,0.440217391304
53,Marcus Mariota,TEN,NO,49,56,52.7,2.9,0.6,0.171632653061
54,Josh Rosen,MIA,CIN,51,55,52.7,1.7,0.6,0.0566666666667
55,Geno Smith,SEA,ARI,46,59,54.0,5.7,0.6,0.706304347826
56,Brandon Allen,DEN,DET,53,57,54.7,1.7,0.6,0.0545283018868
57,Mike Glennon,OAK,LAC,52,53,52.5,0.5,0.4,0.00480769230769
58,Kyle Sloter,DET,DEN,50,58,54.0,4.0,0.4,0.32
59,AJ McCarron,HOU,TB,57,60,58.3,1.2,0.4,0.0252631578947
60,Nick Mullens,SF,LAR,58,61,59.7,1.2,0.3,0.0248275862069
61,Sean Mannion,MIN,GB,59,61,60.0,0.8,0.3,0.0108474576271
