Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Baltimore (BAL)BAL DST,BAL,NYJ,1,4,1.2,0.4,9.4,0.16
2,New England (NE)NE DST,NE,CIN,1,3,1.9,0.4,9.4,0.16
3,San Francisco (SF)SF DST,SF,ATL,2,8,3.9,1.1,9.3,0.605
4,Pittsburgh (PIT)PIT DST,PIT,BUF,3,6,4.0,0.9,9.3,0.27
5,Philadelphia (PHI)PHI DST,PHI,WAS,2,10,4.9,1.4,8.7,0.98
6,Kansas City (KC)KC DST,KC,DEN,3,13,6.3,1.6,8.7,0.853333333333
7,Seattle (SEA)SEA DST,SEA,CAR,5,10,7.7,1.2,8.5,0.288
8,Green Bay (GB)GB DST,GB,CHI,5,14,9.2,2.2,8.3,0.968
9,New Orleans (NO)NO DST,NO,IND,5,14,9.7,1.9,8.2,0.722
10,Buffalo (BUF)BUF DST,BUF,PIT,5,17,10.2,2.7,7.9,1.458
11,Tampa Bay (TB)TB DST,TB,DET,5,19,11.2,2.1,7.7,0.882
12,Minnesota (MIN)MIN DST,MIN,LAC,6,18,11.3,2.8,7.5,1.30666666667
13,Cleveland (CLE)CLE DST,CLE,ARI,10,19,14.2,2.2,7.5,0.484
14,New York (NYG)NYG DST,NYG,MIA,9,20,14.7,2.5,7.5,0.694444444444
15,Detroit (DET)DET DST,DET,TB,9,23,16.3,3.6,7.2,1.44
16,Los Angeles (LAR)LAR DST,LAR,DAL,6,24,16.6,3.1,7.0,1.60166666667
17,Tennessee (TEN)TEN DST,TEN,HOU,12,23,17.5,2.0,6.9,0.333333333333
18,Los Angeles (LAC)LAC DST,LAC,MIN,11,24,17.3,3.7,6.8,1.24454545455
19,Chicago (CHI)CHI DST,CHI,GB,7,27,18.9,3.0,6.8,1.28571428571
20,Dallas (DAL)DAL DST,DAL,LAR,9,23,19.7,2.0,6.5,0.444444444444
21,Oakland (OAK)OAK DST,OAK,JAC,11,27,20.5,2.8,6.5,0.712727272727
22,Arizona (ARI)ARI DST,ARI,CLE,9,27,22.8,2.2,6.3,0.537777777778
23,Houston (HOU)HOU DST,HOU,TEN,16,26,22.8,1.9,6.2,0.225625
24,Miami (MIA)MIA DST,MIA,NYG,18,28,25.2,2.3,6.1,0.293888888889
25,Carolina (CAR)CAR DST,CAR,SEA,17,29,25.5,1.7,6.1,0.17
26,Jacksonville (JAC)JAC DST,JAC,OAK,21,30,25.8,1.8,5.6,0.154285714286
27,Indianapolis (IND)IND DST,IND,NO,11,32,26.7,3.4,5.5,1.05090909091
28,Washington (WAS)WAS DST,WAS,PHI,15,31,26.0,4.9,5.0,1.60066666667
29,Denver (DEN)DEN DST,DEN,KC,21,31,27.8,2.3,4.9,0.251904761905
30,Atlanta (ATL)ATL DST,ATL,SF,27,32,29.3,1.3,4.8,0.0625925925926
31,Cincinnati (CIN)CIN DST,CIN,NE,20,32,29.6,1.8,4.6,0.162
32,New York (NYJ)NYJ DST,NYJ,BAL,9,32,31.8,0.8,4.4,0.0711111111111
