"Player","Team","Opp","Time","FD Pos","FD Own","FD Sal","DK Pos","DK Own","DK Sal"
"Mike Williams","LAC","OAK","Sun 04:05 EST","WR","10.3%","6500","WR","12.1%","5000"
"Darren Waller","OAK","LAC","Sun 04:05 EST","TE","9.8%","6500","TE","9.0%","6100"
"D.J. Moore","CAR","IND","Sun 01:00 EST","WR","9.4%","6600","WR","8.1%","6900"
"Dak Prescott","DAL","PHI","Sun 04:25 EST","QB","9.2%","8000","QB","9.1%","6400"
"Matt Ryan","ATL","JAC","Sun 01:00 EST","QB","9.2%","7700","QB","9.0%","6200"
"Ezekiel Elliott","DAL","PHI","Sun 04:25 EST","RB","9.1%","8700","RB","8.6%","7900"
"Derrick Henry","TEN","NO","Sun 01:00 EST","RB","8.9%","8800","RB","8.6%","7700"
"Greg Ward","PHI","DAL","Sun 04:25 EST","WR","8.8%","5700","WR","11.0%","4200"
"Mark Ingram","BAL","CLE","Sun 01:00 EST","RB","8.5%","7600","RB","8.0%","6800"
"Ryan Tannehill","TEN","NO","Sun 01:00 EST","QB","8.3%","7800","QB","7.8%","6600"
"Kyler Murray","ARI","SEA","Sun 04:25 EST","QB","8.2%","7700","QB","8.2%","6100"
"Ryan Fitzpatrick","MIA","CIN","Sun 01:00 EST","QB","7.9%","7400","QB","7.7%","6000"
"Phillip Lindsay","DEN","DET","Sun 04:05 EST","RB","7.5%","6300","RB","7.8%","5300"
"T.Y. Hilton","IND","CAR","Sun 01:00 EST","WR","7.4%","7300","WR","7.6%","6400"
"Marquise Brown","BAL","CLE","Sun 01:00 EST","WR","7.4%","5700","WR","7.2%","5200"
"Jarvis Landry","CLE","BAL","Sun 01:00 EST","WR","7.3%","6900","WR","7.7%","6000"
"Austin Ekeler","LAC","OAK","Sun 04:05 EST","RB","7.1%","6800","RB","7.4%","6100"
"Marlon Mack","IND","CAR","Sun 01:00 EST","RB","6.9%","7300","RB","6.9%","6200"
"Le'Veon Bell","NYJ","PIT","Sun 01:00 EST","RB","6.9%","7100","RB","7.4%","5800"
"Michael Gallup","DAL","PHI","Sun 04:25 EST","WR","6.7%","6500","WR","7.1%","5500"
"Saquon Barkley","NYG","WAS","Sun 01:00 EST","RB","6.6%","8800","RB","6.0%","8300"
"Miles Sanders","PHI","DAL","Sun 04:25 EST","RB","6.5%","7400","RB","6.5%","6400"
"D.K. Metcalf","SEA","ARI","Sun 04:25 EST","WR","6.2%","6300","WR","6.2%","5900"
"Drew Brees","NO","TEN","Sun 01:00 EST","QB","6.1%","8200","QB","5.7%","6900"
"Patrick Laird","MIA","CIN","Sun 01:00 EST","RB","6.0%","5500","RB","6.1%","4600"
"Hunter Henry","LAC","OAK","Sun 04:05 EST","TE","6.0%","6100","TE","6.7%","4700"
"Mike Gesicki","MIA","CIN","Sun 01:00 EST","TE","5.9%","5300","TE","7.3%","3600"
"Courtland Sutton","DEN","DET","Sun 04:05 EST","WR","5.6%","7100","WR","5.8%","6200"
"Odell Beckham","CLE","BAL","Sun 01:00 EST","WR","5.3%","6700","WR","5.6%","5800"
"Curtis Samuel","CAR","IND","Sun 01:00 EST","WR","5.2%","6000","WR","6.3%","4500"
"Mark Andrews","BAL","CLE","Sun 01:00 EST","TE","5.2%","6500","TE","4.8%","5900"
"Zach Pascal","IND","CAR","Sun 01:00 EST","WR","5.0%","6600","WR","5.1%","6100"
"John Ross","CIN","MIA","Sun 01:00 EST","WR","4.8%","5200","WR","5.3%","4200"
"Russell Gage","ATL","JAC","Sun 01:00 EST","WR","4.8%","5100","WR","5.1%","4400"
"Jack Doyle","IND","CAR","Sun 01:00 EST","TE","4.7%","6200","TE","5.6%","4500"
"Jared Cook","NO","TEN","Sun 01:00 EST","TE","4.5%","6600","TE","5.1%","5000"
"James Washington","PIT","NYJ","Sun 01:00 EST","WR","4.4%","6600","WR","5.0%","5300"
"Kenny Golladay","DET","DEN","Sun 04:05 EST","WR","4.3%","7400","WR","4.4%","6500"
"Terry McLaurin","WAS","NYG","Sun 01:00 EST","WR","4.3%","6500","WR","4.2%","6200"
"Jamison Crowder","NYJ","PIT","Sun 01:00 EST","WR","4.0%","6000","WR","4.1%","5400"
"D.J. Chark","JAC","ATL","Sun 01:00 EST","WR","4.0%","6300","WR","3.7%","6300"
"Danny Amendola","DET","DEN","Sun 04:05 EST","WR","4.0%","6000","WR","4.5%","4900"
"Philip Rivers","LAC","OAK","Sun 04:05 EST","QB","3.9%","7500","QB","4.1%","5700"
"James Conner","PIT","NYJ","Sun 01:00 EST","RB","3.9%","7400","RB","3.8%","6500"
"Randall Cobb","DAL","PHI","Sun 04:25 EST","WR","3.6%","5300","WR","4.3%","4100"
"Albert Wilson","MIA","CIN","Sun 01:00 EST","WR","3.6%","5400","WR","4.7%","3800"
"Larry Fitzgerald","ARI","SEA","Sun 04:25 EST","WR","3.5%","5700","WR","4.4%","4200"
"C.J. Prosise","SEA","ARI","Sun 04:25 EST","RB","3.4%","5100","RB","4.5%","3400"
"Darius Slayton","NYG","WAS","Sun 01:00 EST","WR","3.3%","6000","WR","3.2%","5500"
"Sterling Shepard","NYG","WAS","Sun 01:00 EST","WR","3.3%","6300","WR","3.0%","6100"
"JuJu Smith-Schuster","PIT","NYJ","Sun 01:00 EST","WR","3.2%","6800","WR","3.0%","6600"
"Chris Conley","JAC","ATL","Sun 01:00 EST","WR","3.2%","5800","WR","4.0%","4300"
"Nick Chubb","CLE","BAL","Sun 01:00 EST","RB","3.1%","8000","RB","3.1%","6900"
"Dede Westbrook","JAC","ATL","Sun 01:00 EST","WR","3.1%","5700","WR","3.2%","5100"
"Kenyan Drake","ARI","SEA","Sun 04:25 EST","RB","2.9%","7100","RB","2.9%","6300"
"Corey Davis","TEN","NO","Sun 01:00 EST","WR","2.9%","5200","WR","3.4%","4000"
"Tyrell Williams","OAK","LAC","Sun 04:05 EST","WR","2.9%","5600","WR","3.0%","4900"
"Gardner Minshew","JAC","ATL","Sun 01:00 EST","QB","2.9%","6800","QB","2.8%","5500"
"Nyheim Hines","IND","CAR","Sun 01:00 EST","RB","2.8%","5700","RB","3.4%","4400"
"Jacoby Brissett","IND","CAR","Sun 01:00 EST","QB","2.8%","7500","QB","2.8%","5900"
"Robby Anderson","NYJ","PIT","Sun 01:00 EST","WR","2.7%","6100","WR","2.6%","5700"
"Diontae Johnson","PIT","NYJ","Sun 01:00 EST","WR","2.6%","5700","WR","3.0%","4700"
"Brian Hill","ATL","JAC","Sun 01:00 EST","RB","2.6%","4900","RB","2.7%","3900"
"Dallas Goedert","PHI","DAL","Sun 04:25 EST","TE","2.4%","5900","TE","3.0%","4100"
"Allen Hurns","MIA","CIN","Sun 01:00 EST","WR","2.4%","5300","WR","3.0%","3900"
"Hunter Renfrow","OAK","LAC","Sun 04:05 EST","WR","2.4%","5400","WR","3.3%","3600"
"Latavius Murray","NO","TEN","Sun 01:00 EST","RB","2.4%","5500","RB","2.2%","5100"
"Adrian Peterson","WAS","NYG","Sun 01:00 EST","RB","2.4%","6500","RB","2.5%","5000"
"Ted Ginn","NO","TEN","Sun 01:00 EST","WR","2.4%","5300","WR","2.9%","3900"
"Malik Turner","SEA","ARI","Sun 04:25 EST","WR","2.3%","5100","WR","3.1%","3500"
"Tre'Quan Smith","NO","TEN","Sun 01:00 EST","WR","2.2%","4500","WR","2.6%","3500"
"Jalen Richard","OAK","LAC","Sun 04:05 EST","RB","2.2%","5200","RB","3.0%","3500"
"Andy Dalton","CIN","MIA","Sun 01:00 EST","QB","2.2%","7100","QB","2.4%","5200"
"Tim Patrick","DEN","DET","Sun 04:05 EST","WR","2.1%","5400","WR","2.9%","3600"
"Myles Gaskin","MIA","CIN","Sun 01:00 EST","RB","2.1%","5200","RB","2.5%","3800"
"Royce Freeman","DEN","DET","Sun 04:05 EST","RB","2.1%","5500","RB","2.6%","4000"
"Carson Wentz","PHI","DAL","Sun 04:25 EST","QB","2.0%","7700","QB","2.1%","5800"
"Greg Olsen","CAR","IND","Sun 01:00 EST","TE","2.0%","4900","TE","2.2%","3900"
"Noah Fant","DEN","DET","Sun 04:05 EST","TE","2.0%","5900","TE","2.7%","3700"
"Boston Scott","PHI","DAL","Sun 04:25 EST","RB","2.0%","5400","RB","2.4%","4000"
"Kerryon Johnson","DET","DEN","Sun 04:05 EST","RB","1.9%","4500","RB","1.5%","4900"
"Christian Blake","ATL","JAC","Sun 01:00 EST","WR","1.9%","4600","WR","2.6%","3100"
"Golden Tate","NYG","WAS","Sun 01:00 EST","WR","1.8%","6200","WR","2.2%","4800"
"Kareem Hunt","CLE","BAL","Sun 01:00 EST","RB","1.8%","6100","RB","1.9%","5500"
"Will Grier","CAR","IND","Sun 01:00 EST","QB","1.7%","6000","QB","1.8%","4300"
"Jonnu Smith","TEN","NO","Sun 01:00 EST","TE","1.6%","5400","TE","2.0%","3800"
"Drew Lock","DEN","DET","Sun 04:05 EST","QB","1.6%","7300","QB","1.7%","5600"
"Willie Snead","BAL","CLE","Sun 01:00 EST","WR","1.6%","4600","WR","2.0%","3400"
"Gus Edwards","BAL","CLE","Sun 01:00 EST","RB","1.6%","5000","RB","1.6%","4200"
"JJ Arcega-Whiteside","PHI","DAL","Sun 04:25 EST","WR","1.6%","5100","WR","2.1%","3500"
"Kaden Smith","NYG","WAS","Sun 01:00 EST","TE","1.6%","5100","TE","2.1%","3200"
"Daniel Jones","NYG","WAS","Sun 01:00 EST","QB","1.5%","7300","QB","1.5%","5900"
"Jason Witten","DAL","PHI","Sun 04:25 EST","TE","1.5%","5800","TE","1.8%","4000"
"Baker Mayfield","CLE","BAL","Sun 01:00 EST","QB","1.5%","7400","QB","1.6%","5400"
"Seth Roberts","BAL","CLE","Sun 01:00 EST","WR","1.4%","5100","WR","1.8%","3800"
"Kelvin Harmon","WAS","NYG","Sun 01:00 EST","WR","1.4%","4800","WR","1.8%","3500"
"Alex Erickson","CIN","MIA","Sun 01:00 EST","WR","1.4%","5100","WR","2.1%","3300"
"Tyler Eifert","CIN","MIA","Sun 01:00 EST","TE","1.3%","4700","TE","1.7%","3200"
"Marcus Johnson","IND","CAR","Sun 01:00 EST","WR","1.3%","5900","WR","1.6%","4300"
"Chris Thompson","WAS","NYG","Sun 01:00 EST","RB","1.2%","5000","RB","1.5%","3700"
"Giovani Bernard","CIN","MIA","Sun 01:00 EST","RB","1.2%","4700","RB","1.3%","4100"
"Vance McDonald","PIT","NYJ","Sun 01:00 EST","TE","1.2%","5000","TE","1.7%","3100"
"Jordan Wilkins","IND","CAR","Sun 01:00 EST","RB","1.1%","5500","RB","1.2%","4100"
"Derek Carr","OAK","LAC","Sun 04:05 EST","QB","1.1%","7300","QB","1.2%","5300"
"Dion Lewis","TEN","NO","Sun 01:00 EST","RB","1.1%","4800","RB","1.1%","4300"
"Jesse James","DET","DEN","Sun 04:05 EST","TE","1.0%","4600","TE","1.6%","2500"
"Jaylen Samuels","PIT","NYJ","Sun 01:00 EST","RB","1.0%","5600","RB","1.2%","4000"
"Keelan Cole","JAC","ATL","Sun 01:00 EST","WR","1.0%","5400","WR","1.3%","3600"
"Tajae Sharpe","TEN","NO","Sun 01:00 EST","WR","0.9%","4700","WR","1.1%","3700"
"Zay Jones","OAK","LAC","Sun 04:05 EST","WR","0.9%","4600","WR","1.3%","3000"
"Bo Scarbrough","DET","DEN","Sun 04:05 EST","RB","0.9%","5900","RB","1.1%","4000"
"Olamide Zaccheaus","ATL","JAC","Sun 01:00 EST","WR","0.8%","4500","WR","1.0%","3500"
"Jeremy Sprinkle","WAS","NYG","Sun 01:00 EST","TE","0.8%","4800","TE","1.3%","2600"
"J.D. McKissic","DET","DEN","Sun 04:05 EST","RB","0.8%","4900","RB","1.0%","3200"
"Tony Pollard","DAL","PHI","Sun 04:25 EST","RB","0.8%","4800","RB","0.8%","4500"
"David Njoku","CLE","BAL","Sun 01:00 EST","TE","0.8%","5000","TE","0.9%","3500"
"Nick O'Leary","JAC","ATL","Sun 01:00 EST","TE","0.7%","4800","TE","1.0%","2800"
"Sam Darnold","NYJ","PIT","Sun 01:00 EST","QB","0.7%","7400","QB","0.8%","5300"
"Vyncint Smith","NYJ","PIT","Sun 01:00 EST","WR","0.7%","4900","WR","1.0%","3000"
"Devlin Hodges","PIT","NYJ","Sun 01:00 EST","QB","0.7%","6900","QB","0.7%","5100"
"Jordan Howard","PHI","DAL","Sun 04:25 EST","RB","0.6%","6900","RB","0.7%","5200"
"Andy Isabella","ARI","SEA","Sun 04:25 EST","WR","0.6%","4700","WR","0.9%","3000"
"DaeSean Hamilton","DEN","DET","Sun 04:05 EST","WR","0.6%","4700","WR","0.8%","3200"
"Damiere Byrd","ARI","SEA","Sun 04:25 EST","WR","0.6%","5000","WR","0.8%","3700"
"David Moore","SEA","ARI","Sun 04:25 EST","WR","0.6%","4700","WR","0.8%","3300"
"Kalif Raymond","TEN","NO","Sun 01:00 EST","WR","0.6%","4500","WR","0.8%","3000"
"David Johnson","ARI","SEA","Sun 04:25 EST","RB","0.5%","5000","RB","0.5%","4700"
"Logan Thomas","DET","DEN","Sun 04:05 EST","TE","0.5%","4500","TE","0.8%","2600"
"Daniel Brown","NYJ","PIT","Sun 01:00 EST","TE","0.5%","4700","TE","0.8%","2600"
"Charles Clay","ARI","SEA","Sun 04:25 EST","TE","0.5%","4800","TE","0.7%","3100"
"Miles Boykin","BAL","CLE","Sun 01:00 EST","WR","0.5%","4700","WR","0.7%","3200"
"Hayden Hurst","BAL","CLE","Sun 01:00 EST","TE","0.5%","5100","TE","0.7%","3100"
"Mo Alie-Cox","IND","CAR","Sun 01:00 EST","TE","0.5%","4000","TE","0.7%","2500"
"Nick Boyle","BAL","CLE","Sun 01:00 EST","TE","0.5%","4700","TE","0.7%","2800"
"Chris Lacy","DET","DEN","Sun 04:05 EST","WR","0.4%","4500","WR","0.6%","3000"
"Seth DeValve","JAC","ATL","Sun 01:00 EST","TE","0.4%","4300","TE","0.7%","2500"
"Jeff Heuerman","DEN","DET","Sun 04:05 EST","TE","0.4%","4500","TE","0.7%","2500"
"Jarius Wright","CAR","IND","Sun 01:00 EST","WR","0.4%","4600","WR","0.6%","3000"
"Robert Davis","PHI","DAL","Sun 04:25 EST","WR","0.4%","4500","WR","0.5%","3000"
"Isaiah Ford","MIA","CIN","Sun 01:00 EST","WR","0.4%","4800","WR","0.5%","3400"
"Maxx Williams","ARI","SEA","Sun 04:25 EST","TE","0.3%","4400","TE","0.5%","2500"
"David Blough","DET","DEN","Sun 04:05 EST","QB","0.3%","6600","QB","0.3%","4900"
"Cam Sims","WAS","NYG","Sun 01:00 EST","WR","0.2%","4500","WR","0.3%","3000"
"Pharoh Cooper","ARI","SEA","Sun 04:25 EST","WR","0.2%","4900","WR","0.3%","3000"
"C.J. Uzomah","CIN","MIA","Sun 01:00 EST","TE","0.2%","4700","TE","0.3%","2500"
"Bilal Powell","NYJ","PIT","Sun 01:00 EST","RB","0.0%","5000","RB","0.0%","3600"
"Jamize Olawale","DAL","PHI","Sun 04:25 EST","RB","0.0%","4500","RB","0.0%","3000"
"Tavon Austin","DAL","PHI","Sun 04:25 EST","WR","0.0%","4800","WR","0.0%","3400"
"Jaron Brown","SEA","ARI","Sun 04:25 EST","WR","0.0%","4600","WR","0.0%","3000"
"Dontrelle Inman","IND","CAR","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3500"
"Chris Hogan","CAR","IND","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Cody Latimer","NYG","WAS","Sun 01:00 EST","WR","0.0%","4700","WR","0.0%","3000"
"Luke Willson","SEA","ARI","Sun 04:25 EST","TE","0.0%","4100","TE","0.0%","2500"
"Luke Stocker","ATL","JAC","Sun 01:00 EST","TE","0.0%","4000","TE","0.0%","2500"
"Josh Hill","NO","TEN","Sun 01:00 EST","TE","0.0%","5300","TE","0.0%","3200"
"Virgil Green","LAC","OAK","Sun 04:05 EST","TE","0.0%","4000","TE","0.0%","2500"
"Demetrius Harris","CLE","BAL","Sun 01:00 EST","TE","0.0%","4500","TE","0.0%","2500"
"Scott Simonson","NYG","WAS","Sun 01:00 EST","TE","0.0%","-","TE","0.0%","2500"
"Derek Carrier","OAK","LAC","Sun 04:05 EST","TE","0.0%","4000","TE","0.0%","2500"
"Jay Ajayi","PHI","DAL","Sun 04:25 EST","RB","0.0%","4500","RB","0.0%","3000"
"Javorius Allen","NYG","WAS","Sun 01:00 EST","RB","0.0%","4500","RB","0.0%","3200"
"Clive Walford","MIA","CIN","Sun 01:00 EST","TE","0.0%","4400","TE","0.0%","2500"
"Ty Montgomery","NYJ","PIT","Sun 01:00 EST","RB","0.0%","4600","RB","0.0%","4000"
"Justin Hardy","ATL","JAC","Sun 01:00 EST","WR","0.0%","4600","WR","0.0%","3300"
"Rod Smith","OAK","LAC","Sun 04:05 EST","RB","0.0%","4500","RB","0.0%","3300"
"Nick Vannett","PIT","NYJ","Sun 01:00 EST","TE","0.0%","4000","TE","0.0%","2900"
"Chris Moore","BAL","CLE","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Devontae Booker","DEN","DET","Sun 04:05 EST","RB","0.0%","4500","RB","0.0%","3000"
"Rashard Higgins","CLE","BAL","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Cody Core","NYG","WAS","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Dwayne Washington","NO","TEN","Sun 01:00 EST","RB","0.0%","4500","RB","0.0%","3000"
"Johnny Holton","PIT","NYJ","Sun 01:00 EST","WR","0.0%","4600","WR","0.0%","3000"
"Elijhaa Penny","NYG","WAS","Sun 01:00 EST","RB","0.0%","4500","RB","0.0%","3000"
"Joshua Perkins","PHI","DAL","Sun 04:25 EST","TE","0.0%","4000","TE","0.0%","2500"
"Tevin Jones","DAL","PHI","Sun 04:25 EST","WR","0.0%","5100","WR","0.0%","3000"
"Ricky Seals-Jones","CLE","BAL","Sun 01:00 EST","TE","0.0%","5300","TE","0.0%","3000"
"Krishawn Hogan","NO","TEN","Sun 01:00 EST","WR","0.0%","-","WR","0.0%","3000"
"C.J. Board","JAC","ATL","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3100"
"Alex Armah","CAR","IND","Sun 01:00 EST","RB","0.0%","4500","RB","0.0%","3000"
"Cethan Carter","CIN","MIA","Sun 01:00 EST","TE","0.0%","4700","TE","0.0%","2700"
"Blake Jarwin","DAL","PHI","Sun 04:25 EST","TE","0.0%","5300","TE","0.0%","2900"
"Cody Hollister","TEN","NO","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Anthony Firkser","TEN","NO","Sun 01:00 EST","TE","0.0%","4600","TE","0.0%","2500"
"Mack Hollins","MIA","CIN","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Tyrone Swoopes","SEA","ARI","Sun 04:25 EST","TE","0.0%","-","TE","0.0%","2500"
"Fred Brown","DEN","DET","Sun 04:05 EST","WR","0.0%","4500","WR","0.0%","3000"
"Andre Patton","LAC","OAK","Sun 04:05 EST","WR","0.0%","4500","WR","0.0%","3000"
"Dan Arnold","ARI","SEA","Sun 04:25 EST","TE","0.0%","4200","TE","0.0%","2700"
"Brandon Zylstra","CAR","IND","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Chase Edmonds","ARI","SEA","Sun 04:25 EST","RB","0.0%","4600","RB","0.0%","3500"
"Ian Thomas","CAR","IND","Sun 01:00 EST","TE","0.0%","5100","TE","0.0%","3100"
"Dalton Schultz","DAL","PHI","Sun 04:25 EST","TE","0.0%","4000","TE","0.0%","2500"
"Damion Ratley","CLE","BAL","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Deon Cain","PIT","NYJ","Sun 01:00 EST","WR","0.0%","4700","WR","0.0%","3000"
"Braxton Berrios","NYJ","PIT","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Justin Jackson","LAC","OAK","Sun 04:05 EST","RB","0.0%","4500","RB","0.0%","3000"
"Reggie Bonnafon","CAR","IND","Sun 01:00 EST","RB","0.0%","4500","RB","0.0%","4000"
"Darvin Kidsy","WAS","NYG","Sun 01:00 EST","WR","0.0%","-","WR","0.0%","3000"
"Rico Gafford","OAK","LAC","Sun 04:05 EST","WR","0.0%","-","WR","0.0%","3300"
"Dontrell Hilliard","CLE","BAL","Sun 01:00 EST","RB","0.0%","4600","RB","0.0%","3000"
"De'Lance Turner","MIA","CIN","Sun 01:00 EST","RB","0.0%","4500","RB","0.0%","3000"
"KhaDarel Hodge","CLE","BAL","Sun 01:00 EST","WR","0.0%","4600","WR","0.0%","3000"
"Diontae Spencer","DEN","DET","Sun 04:05 EST","WR","0.0%","4600","WR","0.0%","3000"
"Qadree Ollison","ATL","JAC","Sun 01:00 EST","RB","0.0%","4500","RB","0.0%","3000"
"Justice Hill","BAL","CLE","Sun 01:00 EST","RB","0.0%","4500","RB","0.0%","3100"
"Ryquell Armstead","JAC","ATL","Sun 01:00 EST","RB","0.0%","4500","RB","0.0%","3900"
"Trevon Wesco","NYJ","PIT","Sun 01:00 EST","TE","0.0%","4000","TE","0.0%","2500"
"Trayveon Williams","CIN","MIA","Sun 01:00 EST","RB","0.0%","4500","RB","0.0%","3000"
"Travis Fulgham","DET","DEN","Sun 04:05 EST","WR","0.0%","4500","WR","0.0%","3000"
"Ty Johnson","DET","DEN","Sun 04:05 EST","RB","0.0%","4900","RB","0.0%","3100"
"Travis Homer","SEA","ARI","Sun 04:25 EST","RB","0.0%","4500","RB","0.0%","3000"
"John Ursua","SEA","ARI","Sun 04:25 EST","WR","0.0%","4500","WR","0.0%","3000"
"Stanley Morgan","CIN","MIA","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Hale Hentges","WAS","NYG","Sun 01:00 EST","TE","0.0%","4000","TE","0.0%","2500"
"Ashton Dulin","IND","CAR","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3200"
"Khari Blasingame","TEN","NO","Sun 01:00 EST","RB","0.0%","4800","RB","0.0%","3000"
"Devine Ozigbo","JAC","ATL","Sun 01:00 EST","RB","0.0%","4500","RB","0.0%","3000"
"Deonte Harris","NO","TEN","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Jason Moore","LAC","OAK","Sun 04:05 EST","WR","0.0%","4500","WR","0.0%","3000"
"Jalen Guyton","LAC","OAK","Sun 04:05 EST","WR","0.0%","4500","WR","0.0%","3000"
"Keelan Doss","OAK","LAC","Sun 04:05 EST","WR","0.0%","4700","WR","0.0%","3000"
"Ventell Bryant","DAL","PHI","Sun 04:25 EST","WR","0.0%","4500","WR","0.0%","3000"
"Wes Hills","DET","DEN","Sun 04:05 EST","RB","0.0%","5600","RB","0.0%","3900"
