Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Christian McCaffrey,CAR,HOU,1,3,1.4,0.5
2,Ezekiel Elliott,DAL,NO,1,7,2.5,1.1
3,Austin Ekeler,LAC,MIA,1,8,2.6,0.9
4,Alvin Kamara,NO,DAL,1,5,3.7,0.7
5,Dalvin Cook,MIN,CHI,3,12,5.3,1.2
6,David Johnson,ARI,SEA,5,12,6.4,1.1
7,James Conner,PIT,CIN,5,18,7.0,0.9
8,Marlon Mack,IND,OAK,5,16,8.2,1.2
9,Mark Ingram,BAL,CLE,6,15,9.9,1.8
10,Derrick Henry,TEN,ATL,4,21,11.0,2.7
11,Nick Chubb,CLE,BAL,5,19,11.8,2.6
12,Kerryon Johnson,DET,KC,7,17,12.3,1.7
13,Chris Carson,SEA,ARI,6,38,13.7,2.5
14,Leonard Fournette,JAC,DEN,7,22,13.7,2.7
15,Todd Gurley,LAR,TB,11,24,14.4,2.5
16,Joe Mixon,CIN,PIT,7,26,16.2,2.5
17,Josh Jacobs,OAK,IND,12,25,18.0,3.0
18,Aaron Jones,GB,PHI,14,26,19.0,2.6
19,LeSean McCoy,KC,DET,9,23,19.6,2.6
20,James White,NE,BUF,12,37,20.0,3.6
21,Devonta Freeman,ATL,TEN,16,28,20.0,1.8
22,Phillip Lindsay,DEN,JAC,11,25,20.4,2.4
23,Wayne Gallman,NYG,WAS,13,30,21.7,3.1
24,Chris Thompson,WAS,NYG,15,31,23.7,3.4
25,David Montgomery,CHI,MIN,20,30,24.2,1.5
26,Miles Sanders,PHI,GB,18,37,27.1,1.7
27,Carlos Hyde,HOU,CAR,21,54,27.5,2.2
28,Royce Freeman,DEN,JAC,24,32,28.3,1.8
29,Sony Michel,NE,BUF,20,35,28.4,3.1
30,Adrian Peterson,WAS,NYG,24,45,30.7,3.7
31,Darrel Williams,KC,DET,23,45,31.9,3.7
32,Rex Burkhead,NE,BUF,27,40,32.1,3.3
33,Kenyan Drake,MIA,LAC,26,41,32.9,2.5
34,Frank Gore,BUF,NE,27,42,33.0,1.7
35,Tarik Cohen,CHI,MIN,29,45,35.8,2.4
36,Peyton Barber,TB,LAR,28,44,36.1,2.2
37,Duke Johnson,HOU,CAR,32,50,36.2,1.9
38,Ronald Jones II,TB,LAR,34,48,38.7,3.0
39,Giovani Bernard,CIN,PIT,38,49,40.2,1.9
40,Jamaal Williams,GB,PHI,30,51,41.0,2.7
41,Malcolm Brown,LAR,TB,30,50,41.4,3.1
42,Dion Lewis,TEN,ATL,30,51,42.9,2.8
43,Jordan Howard,PHI,GB,34,52,44.7,3.2
44,Nyheim Hines,IND,OAK,35,59,46.2,5.7
45,Rashaad Penny,SEA,ARI,29,56,43.8,4.5
46,Tony Pollard,DAL,NO,43,58,48.3,3.0
47,Latavius Murray,NO,DAL,38,63,49.3,5.0
48,Jaylen Samuels,PIT,CIN,28,59,49.8,5.2
49,Ito Smith,ATL,TEN,40,59,50.4,4.4
50,C.J. Prosise,SEA,ARI,39,64,51.1,6.1
51,Darren Sproles,PHI,GB,41,60,50.8,3.8
52,Kalen Ballage,MIA,LAC,48,58,53.1,2.4
53,Jalen Richard,OAK,IND,43,63,52.2,4.4
54,Gus Edwards,BAL,CLE,42,62,56.3,3.2
55,Alexander Mattison,MIN,CHI,43,62,54.9,4.1
56,Dare Ogunbowale,TB,LAR,52,70,56.2,3.7
57,Ty Johnson,DET,KC,44,65,53.8,5.3
58,T.J. Yeldon,BUF,NE,40,69,57.0,6.2
59,Melvin Gordon,LAC,MIA,32,88,51.4,12.2
60,Justice Hill,BAL,CLE,52,77,61.5,4.6
61,Mike Davis,CHI,MIN,56,75,62.9,3.5
62,Darwin Thompson,KC,DET,56,71,64.5,2.2
63,Jordan Wilkins,IND,OAK,51,68,63.2,3.7
64,Devin Singletary,BUF,NE,30,66,54.4,8.0
65,Chase Edmonds,ARI,SEA,49,70,64.1,2.4
66,DeAndre Washington,OAK,IND,52,69,65.4,2.3
67,Elijhaa Penny,NYG,WAS,56,84,66.4,6.0
68,D'Ernest Johnson,CLE,BAL,59,75,68.8,3.6
69,Troymaine Pope,LAC,MIA,44,95,65.9,14.8
70,Dontrell Hilliard,CLE,BAL,46,86,69.5,4.2
71,Ryquell Armstead,JAC,DEN,56,80,70.2,3.9
72,J.D. McKissic,DET,KC,62,79,70.2,3.7
73,Benny Snell Jr.,PIT,CIN,68,79,73.5,2.2
74,Darrell Henderson,LAR,TB,67,81,74.7,3.7
75,Brian Hill,ATL,TEN,48,95,75.4,6.7
76,Reggie Bonnafon,CAR,HOU,71,81,76.3,1.9
77,Devontae Booker,DEN,JAC,47,81,74.3,2.6
78,Ameer Abdullah,MIN,CHI,73,83,77.1,3.1
79,Alex Armah,CAR,HOU,57,83,79.0,2.6
80,Wendell Smallwood,WAS,NYG,65,92,79.2,5.7
81,Damien Harris,NE,BUF,72,93,80.0,4.4
82,Corey Clement,PHI,GB,70,88,80.7,5.3
83,Mike Boone,MIN,CHI,75,89,80.9,3.0
84,Jordan Scarlett,CAR,HOU,68,88,82.5,3.7
85,Mark Walton,MIA,LAC,66,88,81.4,3.9
86,Patrick DiMarco,BUF,NE,75,89,83.3,3.3
87,Derek Watt,LAC,MIA,74,92,85.6,4.4
88,Tyler Ervin,JAC,DEN,60,97,77.2,14.0
89,Mike Weber,DAL,NO,83,99,87.2,4.2
90,Brandon Bolden,NE,BUF,79,93,89.9,3.0
91,Dexter Williams,GB,PHI,71,85,81.2,3.5
92,Jonathan Hilliman,NYG,WAS,67,98,89.3,8.0
93,Myles Gaskin,MIA,LAC,84,98,89.4,3.8
94,Qadree Ollison,ATL,TEN,78,94,87.6,5.4
95,John Kelly,LAR,TB,83,102,90.0,4.4
96,Damarea Crockett,OAK,IND,86,103,92.1,4.6
97,Zach Line,NO,DAL,79,95,90.9,2.2
98,Jamize Olawale,DAL,NO,84,95,90.1,3.3
99,Tavon Austin,DAL,NO,69,93,83.3,10.3
100,Anthony Sherman,KC,DET,86,94,89.8,3.0
101,CJ Ham,MIN,CHI,78,91,84.5,6.5
102,Dwayne Washington,NO,DAL,77,101,89.0,12.0
103,Travis Homer,SEA,ARI,91,100,95.6,3.0
