Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Los Angeles Rams,LAR,3.0,1.2,0.7,1.2,0.2,0.0,19.7,370.7,9.1
Los Angeles Chargers,LAC,3.4,1.1,0.6,0.8,0.2,0.0,13.3,279.1,9.0
New England Patriots,NE,2.6,1.1,0.6,1.1,0.2,0.1,15.9,320.5,8.2
Pittsburgh Steelers,PIT,3.0,0.9,0.6,1.1,0.2,0.0,19.2,322.4,8.0
Seattle Seahawks,SEA,3.6,1.0,0.7,1.1,0.2,0.0,20.0,317.7,7.9
Baltimore Ravens,BAL,2.5,1.1,0.6,0.8,0.2,0.0,18.5,335.9,7.9
Jacksonville Jaguars,JAC,2.9,0.9,0.5,0.9,0.2,0.0,18.9,318.3,7.7
Indianapolis Colts,IND,2.8,0.7,0.7,1.3,0.1,0.0,19.2,341.1,7.6
Minnesota Vikings,MIN,2.7,0.9,0.6,0.8,0.1,0.1,19.0,320.1,7.5
Denver Broncos,DEN,2.7,0.7,0.7,1.2,0.1,0.0,17.6,318.2,7.4
Carolina Panthers,CAR,3.4,0.9,0.6,1.0,0.1,0.0,25.1,348.4,7.3
Green Bay Packers,GB,2.9,0.9,0.7,1.2,0.2,0.0,20.6,348.4,7.1
Chicago Bears,CHI,2.6,0.7,0.6,1.0,0.1,0.0,17.1,300.0,7.1
Washington Redskins,WAS,2.9,1.0,0.7,1.1,0.1,0.0,24.3,352.6,7.0
Houston Texans,HOU,2.6,1.0,0.6,1.1,0.2,0.0,20.5,356.5,6.9
Atlanta Falcons,ATL,3.1,0.8,0.6,0.9,0.1,0.1,20.7,318.0,6.8
Arizona Cardinals,ARI,3.3,0.7,0.7,1.0,0.1,0.0,25.4,359.0,6.8
Kansas City Chiefs,KC,2.6,0.9,0.6,1.0,0.2,0.0,23.0,350.6,6.7
Cleveland Browns,CLE,2.4,0.8,0.7,1.2,0.1,0.0,25.2,360.0,6.1
New Orleans Saints,NO,2.7,0.6,0.6,1.1,0.1,0.0,22.9,372.2,6.1
New York Giants,NYG,2.2,0.9,0.5,0.7,0.1,0.0,22.2,343.7,5.9
Cincinnati Bengals,CIN,2.0,1.0,0.5,0.6,0.1,0.0,22.6,364.6,5.9
Tennessee Titans,TEN,2.5,0.7,0.5,0.6,0.1,0.0,23.2,369.6,5.8
Dallas Cowboys,DAL,2.3,0.7,0.6,1.1,0.1,0.0,21.1,331.2,5.7
Tampa Bay Buccaneers,TB,2.3,0.7,0.6,1.0,0.1,0.0,29.3,409.1,5.7
Miami Dolphins,MIA,2.2,0.8,0.5,0.7,0.1,0.0,27.7,412.6,5.6
Philadelphia Eagles,PHI,2.7,0.5,0.5,0.8,0.1,0.0,23.9,352.2,5.5
Detroit Lions,DET,2.2,0.6,0.6,0.8,0.1,0.0,28.9,428.1,5.2
Buffalo Bills,BUF,1.8,0.7,0.6,0.9,0.1,0.0,23.1,351.4,5.1
Oakland Raiders,OAK,2.0,0.7,0.5,0.8,0.1,0.0,24.5,357.9,5.1
