Player Name,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Travis Kelce,KC,5.9,70.9,0.6,0.1,13.3
Darren Waller,LV,6.1,69.9,0.4,0.1,12.5
Mark Andrews,BAL,4.4,56.7,0.7,0.0,11.9
Zach Ertz,PHI,5.8,60.1,0.4,0.0,11.4
George Kittle,SF,5.0,63.4,0.3,0.0,10.8
Hunter Henry,LAC,4.8,58.6,0.4,0.1,10.6
Mike Gesicki,MIA,4.6,52.8,0.5,0.1,10.4
Noah Fant,DEN,4.2,55.5,0.4,0.0,10.2
Tyler Higbee,LAR,4.4,51.6,0.3,0.0,9.1
T.J. Hockenson,DET,4.2,48.5,0.2,0.0,8.3
Evan Engram,NYG,4.4,48.0,0.2,0.0,8.1
Hayden Hurst,ATL,3.8,45.9,0.2,0.0,7.9
Austin Hooper,CLE,3.6,39.9,0.2,0.0,6.9
Logan Thomas,WAS,4.2,39.7,0.1,0.0,6.9
Rob Gronkowski,TB,3.2,40.0,0.2,0.0,6.6
Jimmy Graham,CHI,3.5,36.9,0.2,0.0,6.6
Dalton Schultz,DAL,3.5,37.9,0.2,0.1,6.5
Chris Herndon IV,NYJ,3.5,37.0,0.2,0.1,6.3
Robert Tonyan,GB,2.7,31.1,0.3,0.0,6.3
O.J. Howard,TB,2.8,34.5,0.2,0.0,5.8
Greg Olsen,SEA,2.7,32.5,0.2,0.0,5.7
Tyler Eifert,JAC,2.8,31.8,0.2,0.0,5.7
Mo Alie-Cox,IND,2.6,35.8,0.1,0.0,5.6
Jordan Akins,HOU,3.0,31.7,0.1,0.0,5.4
Drew Sample,CIN,3.0,26.8,0.1,0.0,4.7
Adam Trautman,NO,2.2,26.1,0.1,0.0,4.5
Dan Arnold,ARI,2.0,24.9,0.2,0.0,4.4
Kyle Rudolph,MIN,2.2,22.4,0.2,0.0,4.4
Darren Fells,HOU,2.0,21.0,0.2,0.0,4.4
Jack Doyle,IND,2.3,23.7,0.1,0.0,4.2
Taysom Hill,NO,1.9,20.3,0.2,0.0,4.0
Dawson Knox,BUF,1.9,24.8,0.1,0.0,3.9
Harrison Bryant,CLE,1.8,19.9,0.1,0.0,3.8
Ian Thomas,CAR,2.2,20.5,0.1,0.0,3.7
Irv Smith Jr.,MIN,2.0,19.0,0.1,0.0,3.4
Ryan Izzo,NE,1.6,18.8,0.1,0.0,3.4
James O'Shaughnessy,JAC,1.8,17.8,0.1,0.0,3.3
Gerald Everett,LAR,1.6,17.9,0.1,0.0,3.2
Richard Rodgers,PHI,1.8,17.3,0.1,0.0,3.2
Foster Moreau,LV,1.5,14.8,0.1,0.0,3.1
Kaden Smith,NYG,1.8,16.3,0.1,0.0,3.0
Will Dissly,SEA,1.3,16.3,0.1,0.0,2.9
Josh Hill,NO,1.6,15.9,0.1,0.0,2.9
Nick Boyle,BAL,1.6,14.6,0.1,0.0,2.8
Jace Sternberger,GB,1.3,15.0,0.1,0.0,2.7
Marcedes Lewis,GB,1.1,12.1,0.1,0.0,2.5
Jesse James,DET,1.3,13.0,0.1,0.0,2.5
Ryan Griffin,NYJ,1.3,13.1,0.1,0.0,2.4
Jacob Hollister,SEA,1.2,11.7,0.1,0.0,2.2
Demetrius Harris,CHI,1.2,11.3,0.1,0.0,2.2
Jason Witten,LV,1.2,11.1,0.1,0.0,2.0
Ross Dwelley,SF,1.2,9.8,0.1,0.0,2.0
Blake Bell,DAL,0.9,10.1,0.1,0.0,1.9
Trey Burton,IND,1.1,10.4,0.1,0.0,1.9
Tyler Kroft,BUF,0.9,8.8,0.1,0.0,1.8
Brycen Hopkins,LAR,0.7,8.6,0.1,0.0,1.8
Jake Butt,DEN,1.0,10.4,0.0,0.0,1.8
Virgil Green,LAC,0.9,9.9,0.0,0.0,1.7
Durham Smythe,MIA,0.9,9.2,0.0,0.0,1.6
Andrew Beck,DEN,0.6,6.6,0.1,0.0,1.6
Daniel Helm,SF,0.6,6.5,0.1,0.0,1.6
Devin Asiasi,NE,0.8,8.8,0.0,0.0,1.4
Josiah Deguara,GB,0.7,8.0,0.0,0.0,1.4
Lee Smith,BUF,0.7,5.9,0.1,0.0,1.4
Chris Manhertz,CAR,0.8,8.4,0.0,0.0,1.4
Darrell Daniels,ARI,0.8,7.9,0.0,0.0,1.3
Cole Kmet,CHI,0.7,7.4,0.0,0.0,1.3
