Player Name,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Alvin Kamara,NO,12.5,60.1,0.6,7.3,64.9,0.3,0.1,21.9
Ezekiel Elliott,DAL,20.3,88.6,0.8,3.9,31.4,0.2,0.2,19.4
Aaron Jones,GB,15.0,71.5,0.9,3.5,29.4,0.2,0.1,18.0
Dalvin Cook,MIN,17.6,84.5,0.7,3.4,28.9,0.1,0.2,17.7
Josh Jacobs,LV,19.4,85.6,0.6,2.9,22.2,0.1,0.1,16.1
Clyde Edwards-Helaire,KC,15.9,70.5,0.5,3.6,31.8,0.2,0.1,16.0
Austin Ekeler,LAC,11.7,51.4,0.3,5.2,48.7,0.2,0.1,15.9
Miles Sanders,PHI,14.8,69.3,0.5,3.7,32.6,0.1,0.1,15.4
James Robinson,JAC,16.0,70.1,0.6,2.6,23.4,0.1,0.1,14.6
Melvin Gordon III,DEN,17.3,66.9,0.6,3.1,23.8,0.2,0.2,14.6
Kenyan Drake,ARI,16.2,73.2,0.7,2.3,17.9,0.1,0.1,14.5
Jonathan Taylor,IND,16.4,70.1,0.6,2.6,22.3,0.1,0.1,14.5
Mike Davis,CAR,13.3,54.1,0.5,4.6,31.8,0.2,0.1,14.5
Chris Carson,SEA,14.9,66.5,0.6,2.7,21.4,0.2,0.1,14.4
Darrell Henderson,LAR,16.8,76.6,0.6,1.9,17.8,0.0,0.1,14.2
Joe Mixon,CIN,18.5,76.5,0.5,2.4,20.1,0.1,0.1,14.2
Jerick McKinnon,SF,11.7,52.5,0.5,3.4,29.0,0.2,0.1,13.8
Ronald Jones II,TB,16.0,65.4,0.6,2.7,19.9,0.1,0.1,13.7
Nick Chubb,CLE,16.0,78.4,0.6,1.5,11.6,0.1,0.1,13.6
Devin Singletary,BUF,12.7,59.3,0.4,2.9,23.8,0.1,0.1,13.0
David Montgomery,CHI,15.9,63.4,0.5,2.2,17.0,0.1,0.1,12.6
David Johnson,HOU,14.7,57.1,0.4,2.7,25.2,0.1,0.1,12.5
Todd Gurley II,ATL,14.3,61.5,0.5,2.0,15.5,0.1,0.1,11.7
Kareem Hunt,CLE,9.9,43.6,0.3,3.4,28.3,0.2,0.1,11.6
Myles Gaskin,MIA,10.7,45.2,0.3,4.0,28.8,0.1,0.1,11.3
Mark Ingram II,BAL,10.4,47.4,0.4,1.6,12.9,0.1,0.1,9.9
Antonio Gibson,WAS,10.4,43.8,0.4,2.1,15.7,0.1,0.1,9.4
Adrian Peterson,DET,13.6,54.5,0.3,1.2,8.7,0.0,0.1,8.4
Frank Gore,NYJ,14.8,53.6,0.2,1.2,8.5,0.0,0.1,8.0
Jeff Wilson Jr.,SF,10.1,34.8,0.3,1.5,13.0,0.1,0.1,7.7
Devonta Freeman,NYG,9.0,38.2,0.2,1.9,13.7,0.1,0.1,7.4
James White,NE,4.6,17.5,0.1,3.6,28.2,0.1,0.0,7.4
Latavius Murray,NO,9.6,40.3,0.2,1.6,11.3,0.0,0.1,7.3
Rex Burkhead,NE,5.3,21.6,0.1,2.6,23.4,0.1,0.1,7.0
Nyheim Hines,IND,4.7,17.8,0.1,3.4,25.1,0.1,0.1,7.0
D'Andre Swift,DET,3.9,15.4,0.1,2.9,25.3,0.1,0.0,6.5
J.K. Dobbins,BAL,6.3,28.1,0.2,1.7,13.3,0.1,0.0,6.3
Sony Michel,NE,9.9,42.1,0.2,0.7,4.7,0.0,0.0,6.2
Zack Moss,BUF,7.9,32.5,0.2,1.3,9.9,0.0,0.1,6.0
Malcolm Brown,LAR,6.3,27.7,0.2,1.2,9.6,0.1,0.1,5.9
Joshua Kelley,LAC,9.3,34.7,0.2,1.3,9.6,0.0,0.1,5.9
Cordarrelle Patterson,CHI,5.0,22.9,0.1,1.9,17.1,0.1,0.0,5.9
Jamaal Williams,GB,6.2,23.0,0.1,2.1,14.4,0.1,0.0,5.9
Giovani Bernard,CIN,3.7,13.5,0.1,2.8,21.2,0.1,0.1,5.4
Duke Johnson Jr.,HOU,4.5,19.6,0.1,1.9,15.8,0.1,0.0,5.4
Alexander Mattison,MIN,6.8,29.7,0.1,1.4,9.5,0.0,0.0,5.4
J.D. McKissic,WAS,4.8,18.2,0.1,2.3,17.2,0.1,0.0,5.3
Chase Edmonds,ARI,4.9,18.8,0.1,2.1,14.0,0.1,0.1,5.3
LeSean McCoy,TB,5.0,18.1,0.1,2.2,14.8,0.0,0.0,5.2
Brian Hill,ATL,5.8,24.8,0.1,1.5,10.5,0.0,0.0,5.1
Chris Thompson,JAC,3.4,12.6,0.0,2.5,18.7,0.1,0.0,5.0
Kerryon Johnson,DET,5.7,24.2,0.1,1.2,9.0,0.0,0.0,4.9
Dion Lewis,NYG,4.1,14.8,0.0,2.3,15.6,0.1,0.0,4.7
Gus Edwards,BAL,7.7,34.7,0.1,0.6,3.3,0.0,0.0,4.7
Devine Ozigbo,JAC,3.5,16.6,0.1,1.3,13.6,0.1,0.1,4.7
Boston Scott,PHI,4.4,15.8,0.1,1.8,12.5,0.0,0.0,4.2
Royce Freeman,DEN,4.6,17.2,0.1,1.5,9.7,0.0,0.0,4.1
Travis Homer,SEA,4.9,19.5,0.1,1.2,8.1,0.0,0.0,4.0
Jalen Richard,LV,2.7,11.3,0.0,1.8,13.3,0.0,0.0,3.8
Darrel Williams,KC,4.4,15.4,0.1,1.1,7.9,0.1,0.0,3.8
Reggie Bonnafon,CAR,4.2,17.4,0.1,1.0,6.3,0.0,0.0,3.8
Jordan Wilkins,IND,5.5,24.0,0.1,0.7,4.1,0.0,0.0,3.8
Wayne Gallman,NYG,4.8,17.2,0.1,1.2,7.0,0.0,0.0,3.5
Matt Breida,MIA,4.5,17.1,0.1,1.0,7.0,0.0,0.0,3.4
Jordan Howard,MIA,5.1,17.8,0.2,0.6,3.4,0.0,0.0,3.4
Tony Pollard,DAL,3.3,14.4,0.1,1.1,7.3,0.0,0.0,3.3
Lamical Perine,NYJ,4.9,18.7,0.1,0.8,5.0,0.0,0.0,3.3
Kalen Ballage,NYJ,2.8,10.9,0.1,1.6,9.8,0.0,0.0,3.3
Kyle Juszczyk,SF,0.7,2.2,0.0,1.7,16.8,0.1,0.0,3.3
Josh Adams,NYJ,4.2,14.0,0.2,0.8,3.3,0.0,0.0,3.0
Peyton Barber,WAS,4.7,16.6,0.1,0.6,3.6,0.0,0.0,2.8
Corey Clement,PHI,3.5,11.1,0.1,1.1,7.4,0.0,0.0,2.8
Devontae Booker,LV,3.5,13.2,0.0,1.0,6.7,0.0,0.0,2.8
Damien Harris,NE,3.4,14.0,0.1,0.7,4.1,0.0,0.0,2.6
JaMycal Hasty,SF,3.1,11.7,0.1,0.7,4.8,0.0,0.0,2.6
Darwin Thompson,KC,2.9,11.5,0.1,0.9,4.9,0.0,0.0,2.4
Ito Smith,ATL,2.3,8.4,0.0,1.0,6.3,0.0,0.0,2.4
Ke'Shawn Vaughn,TB,3.1,11.6,0.1,0.7,3.5,0.0,0.0,2.3
Tyler Ervin,GB,2.0,7.2,0.0,1.1,7.6,0.0,0.0,2.3
J.J. Taylor,NE,3.0,12.3,0.1,0.6,3.2,0.0,0.0,2.2
DeeJay Dallas,SEA,1.9,8.2,0.1,0.6,5.0,0.0,0.0,2.1
Justin Jackson,LAC,2.9,11.1,0.0,0.5,3.1,0.0,0.0,2.0
Artavis Pierce,CHI,1.4,5.9,0.0,0.8,5.7,0.0,0.0,2.0
T.J. Yeldon,BUF,2.9,9.9,0.0,0.8,3.9,0.0,0.0,2.0
Ryan Nall,CHI,2.3,7.5,0.0,0.6,3.7,0.0,0.0,1.7
C.J. Prosise,HOU,2.4,8.7,0.0,0.7,2.9,0.0,0.0,1.6
C.J. Ham,MIN,1.3,3.3,0.0,0.8,6.3,0.0,0.0,1.6
Alex Armah,CAR,1.5,3.7,0.0,0.7,5.0,0.0,0.0,1.5
Andy Janovich,CLE,1.7,3.6,0.0,0.8,4.9,0.0,0.0,1.5
Patrick Ricard,BAL,0.7,1.7,0.0,0.7,3.8,0.1,0.0,1.4
Justice Hill,BAL,0.6,5.7,0.0,0.5,2.9,0.0,0.0,1.3
AJ Dillon,GB,2.1,8.4,0.0,0.3,1.5,0.0,0.0,1.3
Alec Ingold,LV,1.1,2.8,0.0,0.7,4.4,0.0,0.0,1.3
Reggie Gilliam,BUF,1.6,4.3,0.0,0.6,3.1,0.0,0.0,1.3
Jakob Johnson,NE,1.0,3.2,0.0,0.8,5.0,0.0,0.0,1.3
Eno Benjamin,ARI,2.1,6.1,0.0,0.8,2.5,0.0,0.0,1.2
Patrick Laird,MIA,1.5,4.6,0.0,0.6,3.4,0.0,0.0,1.1
Dare Ogunbowale,JAC,0.9,2.2,0.0,0.7,4.8,0.0,0.0,1.1
Ryquell Armstead,JAC,1.7,5.6,0.0,0.3,3.8,0.0,0.0,1.1
Trenton Cannon,CAR,0.8,2.4,0.0,0.7,4.1,0.0,0.0,1.1
Lynn Bowden Jr.,MIA,0.4,3.5,0.0,0.5,3.0,0.0,0.0,1.0
Cethan Carter,CIN,0.0,0.0,0.0,0.3,2.9,0.1,0.0,1.0
Mike Boone,MIN,1.0,4.5,0.0,0.4,1.6,0.0,0.0,0.9
Keith Smith,ATL,0.6,1.9,0.0,0.6,2.8,0.0,0.0,0.8
Anthony Sherman,KC,0.8,1.8,0.0,0.4,2.4,0.0,0.0,0.8
Qadree Ollison,ATL,0.7,2.9,0.1,0.2,0.8,0.0,0.0,0.8
Ameer Abdullah,MIN,0.8,3.1,0.0,0.3,2.0,0.0,0.0,0.7
Dontrell Hilliard,CLE,0.5,1.2,0.0,0.3,2.1,0.0,0.0,0.7
Bruce Miller,JAC,0.0,0.0,0.0,0.4,4.0,0.0,0.0,0.7
Dwayne Washington,NO,0.0,3.5,0.0,0.1,1.4,0.0,0.0,0.7
Rico Dowdle,DAL,0.0,2.3,0.0,0.1,1.1,0.0,0.0,0.6
Cullen Gillaspia,HOU,0.6,2.2,0.0,0.2,1.2,0.0,0.0,0.6
Xavier Jones,LAR,0.0,1.7,0.0,0.2,1.9,0.0,0.0,0.6
Samaje Perine,CIN,0.2,2.5,0.0,0.2,1.2,0.0,0.0,0.6
D'Ernest Johnson,CLE,0.8,1.7,0.0,0.3,1.7,0.0,0.0,0.5
John Lovett,GB,0.2,0.6,0.0,0.2,2.4,0.0,0.0,0.5
Michael Burton,NO,0.0,0.1,0.0,0.3,3.2,0.0,0.0,0.5
Bo Scarbrough,DET,1.1,3.6,0.0,0.0,0.3,0.0,0.0,0.4
Elijhaa Penny,NYG,0.5,1.7,0.0,0.2,1.0,0.0,0.0,0.4
Gabe Nabers,LAC,0.0,1.0,0.0,0.2,0.8,0.0,0.0,0.4
LeVante Bellamy,DEN,0.0,1.7,0.0,0.1,1.0,0.0,0.0,0.4
Taiwan Jones,BUF,0.3,1.1,0.0,0.1,1.8,0.0,0.0,0.4
Nick Bellore,SEA,0.0,0.1,0.0,0.2,1.2,0.0,0.0,0.4
Chandler Cox,MIA,0.0,0.1,0.0,0.2,1.8,0.0,0.0,0.4
Buddy Howell,HOU,0.5,1.4,0.0,0.2,0.7,0.0,0.0,0.3
Elijah McGuire,DAL,0.1,0.3,0.0,0.1,0.6,0.0,0.0,0.1
Jason Huntley,PHI,0.2,0.5,0.0,0.1,0.2,0.0,0.0,0.1
Andrew Beck,DEN,0.1,0.3,0.0,0.1,0.5,0.0,0.0,0.1
Troymaine Pope,LAC,0.1,0.2,0.0,0.1,0.3,0.0,0.0,0.1
Raymond Calais,LAR,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.1
Ty Johnson,DET,0.1,0.4,0.0,0.0,0.2,0.0,0.0,0.1
Rod Smith,NYG,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.1
Jason Cabinda,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenjon Barner,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
