Player Name,Team,rec_att,rec_yds,rec_tds,rush_att,rush_yds,rush_tds,fumbles,fpts
DeAndre Hopkins,ARI,7.5,90.6,0.7,0.0,0.2,0.0,0.1,16.7
Davante Adams,GB,6.6,86.0,0.8,0.1,0.4,0.0,0.1,16.6
Tyler Lockett,SEA,6.2,86.4,0.7,0.2,1.2,0.0,0.0,16.2
Calvin Ridley,ATL,6.1,85.6,0.7,0.4,2.3,0.0,0.1,16.1
Amari Cooper,DAL,6.1,81.3,0.6,0.1,0.6,0.0,0.1,14.8
Cooper Kupp,LAR,5.8,74.6,0.7,0.4,2.2,0.0,0.1,14.4
Stefon Diggs,BUF,5.5,78.5,0.6,0.2,1.5,0.0,0.1,14.4
Keenan Allen,LAC,7.0,82.0,0.4,0.2,1.1,0.0,0.1,14.4
D.K. Metcalf,SEA,4.7,77.9,0.7,0.1,0.6,0.0,0.1,14.1
Tyreek Hill,KC,5.2,72.6,0.6,0.6,4.5,0.0,0.0,14.1
Robert Woods,LAR,5.5,72.3,0.4,1.4,8.8,0.1,0.1,13.8
Allen Robinson II,CHI,6.5,74.9,0.5,0.2,1.1,0.0,0.1,13.7
DeVante Parker,MIA,5.3,76.2,0.5,0.0,0.0,0.0,0.0,13.4
Kenny Golladay,DET,5.0,73.7,0.6,0.0,0.2,0.0,0.0,13.4
Adam Thielen,MIN,5.4,71.8,0.6,0.3,1.8,0.0,0.1,13.4
Mike Evans,TB,5.2,70.4,0.6,0.1,0.4,0.0,0.0,13.3
D.J. Moore,CAR,5.8,78.7,0.4,0.3,2.6,0.0,0.1,13.2
Julio Jones,ATL,5.1,74.4,0.5,0.1,0.5,0.0,0.0,12.9
Odell Beckham Jr.,CLE,5.2,71.4,0.5,0.1,0.6,0.0,0.0,12.8
Terry McLaurin,WAS,5.0,75.0,0.4,0.2,1.1,0.0,0.0,12.7
Tyler Boyd,CIN,5.7,67.4,0.5,0.1,0.8,0.0,0.0,12.4
Will Fuller V,HOU,4.7,66.1,0.5,0.2,1.2,0.0,0.0,12.1
Julian Edelman,NE,5.3,66.2,0.4,0.4,3.3,0.0,0.1,11.9
Justin Jefferson,MIN,4.3,61.8,0.5,0.1,0.4,0.0,0.0,11.3
Marquise Brown,BAL,4.3,58.6,0.5,0.3,2.2,0.0,0.0,11.2
Michael Gallup,DAL,3.8,62.9,0.5,0.0,0.3,0.0,0.0,11.2
T.Y. Hilton,IND,4.6,62.2,0.4,0.1,0.5,0.0,0.0,10.9
Robby Anderson,CAR,4.8,64.6,0.3,0.2,0.7,0.0,0.0,10.9
Darius Slayton,NYG,3.9,57.8,0.5,0.0,0.0,0.0,0.0,10.6
Marvin Jones Jr.,DET,4.0,55.3,0.5,0.1,0.1,0.0,0.0,10.6
Jarvis Landry,CLE,4.6,59.0,0.4,0.1,0.5,0.0,0.0,10.5
CeeDee Lamb,DAL,4.5,61.5,0.3,0.5,2.5,0.0,0.0,10.2
Jamison Crowder,NYJ,5.0,58.7,0.3,0.1,0.4,0.0,0.0,10.1
D.J. Chark Jr.,JAC,4.0,54.1,0.5,0.1,0.6,0.0,0.0,10.1
Emmanuel Sanders,NO,4.3,54.4,0.4,0.1,0.5,0.0,0.0,10.1
Brandin Cooks,HOU,4.2,56.4,0.4,0.2,1.5,0.0,0.0,10.1
John Brown,BUF,3.7,52.8,0.5,0.1,0.3,0.0,0.0,10.0
A.J. Green,CIN,4.4,58.3,0.3,0.1,0.3,0.0,0.0,9.8
Jerry Jeudy,DEN,4.7,60.4,0.2,0.1,0.5,0.0,0.0,9.7
Curtis Samuel,CAR,3.5,40.1,0.2,2.8,17.7,0.2,0.1,9.5
Hunter Renfrow,LV,4.4,54.0,0.3,0.0,0.1,0.0,0.0,9.4
Tre'Quan Smith,NO,3.7,52.5,0.3,0.0,0.1,0.0,0.0,9.2
Russell Gage,ATL,5.0,53.4,0.2,0.2,0.8,0.0,0.1,9.1
Keelan Cole,JAC,3.5,49.6,0.4,0.1,0.2,0.0,0.0,9.1
Greg Ward,PHI,5.1,51.4,0.2,0.2,0.8,0.0,0.1,8.7
Preston Williams,MIA,3.5,49.7,0.3,0.0,0.0,0.0,0.0,8.7
Brandon Aiyuk,SF,3.3,46.2,0.2,1.5,7.7,0.1,0.1,8.6
Sammy Watkins,KC,3.9,50.8,0.2,0.2,1.4,0.0,0.0,8.6
Marquez Valdes-Scantling,GB,3.4,53.0,0.2,0.2,1.1,0.0,0.0,8.5
Golden Tate,NYG,4.4,51.2,0.2,0.1,0.7,0.0,0.0,8.5
Cole Beasley,BUF,4.2,50.3,0.2,0.0,0.0,0.0,0.0,8.5
Laviska Shenault Jr.,JAC,3.3,42.7,0.2,1.9,10.5,0.0,0.1,8.5
Tee Higgins,CIN,3.5,46.2,0.3,0.1,0.4,0.0,0.0,8.0
Scotty Miller,TB,3.7,47.7,0.2,0.5,2.5,0.0,0.0,7.9
N'Keal Harry,NE,3.7,45.3,0.2,0.3,2.0,0.0,0.1,7.6
Kendrick Bourne,SF,2.7,39.4,0.3,0.0,0.0,0.0,0.0,7.4
Randall Cobb,HOU,3.4,45.0,0.2,0.1,0.3,0.0,0.0,7.3
Danny Amendola,DET,3.8,44.6,0.2,0.0,0.1,0.0,0.0,7.3
Christian Kirk,ARI,3.4,40.2,0.2,0.3,2.5,0.0,0.0,7.2
Anthony Miller,CHI,3.5,43.0,0.2,0.3,1.7,0.0,0.0,7.2
Deebo Samuel,SF,3.1,38.2,0.2,0.7,5.5,0.0,0.0,7.1
Zach Pascal,IND,3.4,41.9,0.2,0.1,0.6,0.0,0.0,7.1
KJ Hamler,DEN,3.2,40.0,0.2,0.7,3.6,0.0,0.0,6.9
Braxton Berrios,NYJ,3.2,40.8,0.2,0.0,0.3,0.0,0.0,6.8
Dontrelle Inman,WAS,3.1,38.9,0.2,0.0,0.1,0.0,0.0,6.5
Isaiah Ford,MIA,3.4,38.5,0.1,0.1,0.5,0.0,0.0,6.4
Damiere Byrd,NE,3.1,37.8,0.1,0.0,0.2,0.0,0.0,6.1
Larry Fitzgerald,ARI,3.2,35.4,0.2,0.0,0.2,0.0,0.0,6.1
Nelson Agholor,LV,2.9,35.3,0.2,0.1,0.5,0.0,0.0,6.0
Mecole Hardman,KC,2.2,34.8,0.2,0.3,1.9,0.0,0.0,5.9
John Hightower,PHI,3.1,37.0,0.1,0.1,0.4,0.0,0.0,5.9
Tim Patrick,DEN,2.9,35.8,0.1,0.1,0.3,0.0,0.0,5.9
Deontay Burnett,PHI,2.7,36.3,0.1,0.1,0.2,0.0,0.0,5.6
Andy Isabella,ARI,2.3,32.0,0.2,0.2,0.8,0.0,0.0,5.4
Miles Boykin,BAL,2.4,30.7,0.2,0.0,0.1,0.0,0.0,5.4
Cordarrelle Patterson,CHI,1.5,15.1,0.0,4.3,21.4,0.1,0.0,5.3
Josh Reynolds,LAR,2.3,31.7,0.1,0.1,0.7,0.0,0.0,5.2
Chris Hogan,NYJ,2.6,32.1,0.1,0.0,0.2,0.0,0.0,5.1
Deonte Harris,NO,2.6,28.5,0.1,0.4,3.0,0.0,0.0,5.1
Jalen Guyton,LAC,2.4,31.5,0.1,0.0,0.2,0.0,0.0,5.1
Willie Snead IV,BAL,2.4,28.6,0.2,0.0,0.2,0.0,0.0,5.0
Darnell Mooney,CHI,2.5,30.9,0.1,0.0,0.3,0.0,0.0,5.0
Chris Conley,JAC,2.2,31.0,0.1,0.0,0.2,0.0,0.0,5.0
David Moore,SEA,1.8,28.1,0.2,0.2,1.5,0.0,0.0,4.9
Isaiah Wright,WAS,2.4,29.0,0.1,0.1,1.0,0.0,0.0,4.8
Olamide Zaccheaus,ATL,2.0,26.5,0.1,0.0,0.2,0.0,0.0,4.5
Kenny Stills,HOU,1.8,25.0,0.2,0.0,0.1,0.0,0.0,4.4
Zay Jones,LV,2.1,23.2,0.2,0.0,0.1,0.0,0.0,4.3
Gabriel Davis,BUF,2.0,26.0,0.1,0.2,0.9,0.0,0.0,4.3
Justin Watson,TB,2.0,23.4,0.1,0.0,0.2,0.0,0.0,4.1
Cedrick Wilson,DAL,1.6,22.2,0.2,0.0,0.2,0.0,0.0,4.0
C.J. Board,NYG,2.0,23.9,0.1,0.0,0.2,0.0,0.0,3.9
Demarcus Robinson,KC,1.8,23.1,0.1,0.0,0.2,0.0,0.0,3.9
Van Jefferson,LAR,1.7,23.1,0.1,0.2,1.1,0.0,0.0,3.8
Daurice Fountain,IND,1.9,22.6,0.1,0.1,0.3,0.0,0.0,3.7
KhaDarel Hodge,CLE,1.6,22.0,0.1,0.0,0.2,0.0,0.0,3.4
K.J. Hill,LAC,1.8,21.0,0.1,0.0,0.2,0.0,0.0,3.4
Auden Tate,CIN,1.6,21.2,0.1,0.0,0.1,0.0,0.0,3.4
Jakeem Grant,MIA,1.6,18.2,0.1,0.2,1.9,0.0,0.0,3.3
Olabisi Johnson,MIN,1.5,18.7,0.1,0.1,0.2,0.0,0.0,3.1
Marcus Johnson,IND,1.1,17.4,0.1,0.0,0.2,0.0,0.0,3.0
Mike Thomas,CIN,1.6,17.2,0.1,0.0,0.1,0.0,0.0,3.0
Trent Taylor,SF,1.5,18.7,0.1,0.0,0.1,0.0,0.0,3.0
Darrius Shepherd,GB,1.3,16.4,0.1,0.0,0.1,0.0,0.0,3.0
Seth Roberts,CAR,1.5,17.1,0.1,0.0,0.0,0.0,0.0,2.9
Dede Westbrook,JAC,1.6,17.7,0.0,0.2,1.2,0.0,0.0,2.9
Devin Duvernay,BAL,1.3,16.1,0.1,0.1,0.5,0.0,0.0,2.8
Damion Ratley,NYG,1.3,18.0,0.1,0.0,0.1,0.0,0.0,2.8
Mohamed Sanu,SF,1.4,16.0,0.1,0.1,0.5,0.0,0.0,2.7
Chad Beebe,MIN,1.2,15.9,0.1,0.0,0.1,0.0,0.0,2.7
Antonio Gandy-Golden,WAS,1.3,16.0,0.1,0.2,1.2,0.0,0.0,2.7
Brandon Powell,ATL,1.3,17.0,0.0,0.0,0.3,0.0,0.0,2.7
KeeSean Johnson,ARI,1.4,15.8,0.0,0.0,0.2,0.0,0.0,2.4
Freddie Swain,SEA,1.1,13.5,0.1,0.0,0.1,0.0,0.0,2.4
Lawrence Cager,NYJ,1.2,14.5,0.1,0.0,0.2,0.0,0.0,2.4
Ted Ginn Jr.,CHI,1.1,14.0,0.1,0.1,0.4,0.0,0.0,2.4
Henry Ruggs III,LV,1.4,16.4,0.0,0.1,0.4,0.0,0.0,2.4
Jeff Smith,NYJ,1.1,13.4,0.1,0.0,0.1,0.0,0.0,2.3
Isaiah McKenzie,BUF,1.0,11.8,0.0,0.2,1.2,0.0,0.0,2.2
Travis Fulgham,PHI,1.0,11.8,0.1,0.0,0.2,0.0,0.0,2.1
Javon Wims,CHI,1.1,12.6,0.0,0.0,0.1,0.0,0.0,2.0
Cyril Grayson Jr.,TB,1.1,11.9,0.1,0.0,0.2,0.0,0.0,2.0
Josh Malone,NYJ,0.9,11.6,0.0,0.2,0.8,0.0,0.0,2.0
Tyler Johnson,TB,1.0,11.0,0.1,0.0,0.1,0.0,0.0,1.9
Collin Johnson,JAC,0.9,10.6,0.1,0.0,0.1,0.0,0.0,1.9
Joe Reed,LAC,0.9,12.2,0.0,0.2,0.7,0.0,0.0,1.8
Jakobi Meyers,NE,0.9,11.8,0.0,0.0,0.1,0.0,0.0,1.8
Ashton Dulin,IND,0.9,11.7,0.0,0.0,0.2,0.0,0.0,1.8
Noah Brown,DAL,0.8,9.8,0.0,0.0,0.0,0.0,0.0,1.6
DaeSean Hamilton,DEN,0.9,9.3,0.0,0.0,0.1,0.0,0.0,1.6
Keelan Doss,LV,0.7,8.9,0.1,0.0,0.1,0.0,0.0,1.5
Dezmon Patmon,IND,0.6,8.3,0.1,0.0,0.3,0.0,0.0,1.5
Malik Taylor,GB,0.6,9.0,0.0,0.0,0.2,0.0,0.0,1.5
Austin Mack,NYG,0.6,8.0,0.1,0.0,0.3,0.0,0.0,1.4
Hakeem Butler,PHI,0.7,8.5,0.0,0.0,0.1,0.0,0.0,1.3
John Ross,CIN,0.6,8.6,0.0,0.0,0.1,0.0,0.0,1.3
Quintez Cephus,DET,0.6,8.1,0.0,0.0,0.1,0.0,0.0,1.3
Marquez Callaway,NO,0.5,6.8,0.1,0.0,0.0,0.0,0.0,1.3
Bennie Fowler III,NO,0.5,6.2,0.0,0.0,0.0,0.0,0.0,1.1
Donovan Peoples-Jones,CLE,0.5,6.1,0.0,0.0,0.2,0.0,0.0,1.1
Jamal Agnew,DET,0.3,4.3,0.0,0.4,1.4,0.0,0.0,1.0
Marvin Hall,DET,0.4,6.6,0.0,0.0,0.2,0.0,0.0,1.0
Keke Coutee,HOU,0.4,5.2,0.0,0.0,0.3,0.0,0.0,0.9
JJ Arcega-Whiteside,PHI,0.4,6.0,0.0,0.0,0.1,0.0,0.0,0.8
Lynn Bowden Jr.,MIA,0.4,4.5,0.0,0.0,0.0,0.0,0.0,0.8
Tyron Johnson,LAC,0.3,4.9,0.0,0.0,0.3,0.0,0.0,0.8
Penny Hart,SEA,0.2,4.1,0.0,0.0,0.2,0.0,0.0,0.7
Diontae Spencer,DEN,0.3,3.6,0.0,0.1,0.5,0.0,0.0,0.6
Dan Chisena,MIN,0.3,3.6,0.0,0.0,0.2,0.0,0.0,0.6
Dante Pettis,SF,0.3,4.3,0.0,0.0,0.1,0.0,0.0,0.6
Byron Pringle,KC,0.2,4.3,0.0,0.0,0.1,0.0,0.0,0.6
Brandon Zylstra,CAR,0.2,3.3,0.0,0.0,0.0,0.0,0.0,0.5
Rashard Higgins,CLE,0.2,3.8,0.0,0.0,0.1,0.0,0.0,0.5
K.J. Osborn,MIN,0.2,3.1,0.0,0.0,0.6,0.0,0.0,0.5
Tyrie Cleveland,DEN,0.3,3.3,0.0,0.0,0.1,0.0,0.0,0.5
Jaydon Mickens,TB,0.2,3.0,0.0,0.0,0.1,0.0,0.0,0.5
Tajae Sharpe,MIN,0.2,3.1,0.0,0.0,0.0,0.0,0.0,0.5
DeAndre Carter,HOU,0.2,3.0,0.0,0.0,0.1,0.0,0.0,0.5
Jason Moore,LAC,0.2,3.2,0.0,0.0,0.0,0.0,0.0,0.4
Cam Sims,WAS,0.2,2.8,0.0,0.0,0.0,0.0,0.0,0.4
Christian Blake,ATL,0.2,2.8,0.0,0.0,0.0,0.0,0.0,0.4
Gunner Olszewski,NE,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.4
Chad Williams,KC,0.2,2.4,0.0,0.0,0.0,0.0,0.0,0.4
James Proche,BAL,0.1,2.2,0.0,0.0,0.1,0.0,0.0,0.4
Alex Erickson,CIN,0.2,2.3,0.0,0.0,0.0,0.0,0.0,0.3
Marcus Kemp,KC,0.1,2.3,0.0,0.0,0.1,0.0,0.0,0.3
Matthew Slater,NE,0.1,2.2,0.0,0.0,0.1,0.0,0.0,0.3
Nsimba Webster,LAR,0.1,2.1,0.0,0.0,0.1,0.0,0.0,0.3
Mack Hollins,MIA,0.1,1.9,0.0,0.0,0.0,0.0,0.0,0.3
Pharoh Cooper,CAR,0.1,1.7,0.0,0.0,0.1,0.0,0.0,0.3
