Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Los Angeles Rams,LAR,3.0,1.2,0.6,0.9,0.2,0.1,15.8,291.3,8.9
San Francisco 49ers,SF,3.3,1.0,0.7,1.0,0.2,0.0,18.3,269.2,8.5
Cincinnati Bengals,CIN,3.0,1.2,0.5,0.6,0.2,0.0,16.6,296.6,8.5
Buffalo Bills,BUF,2.5,1.1,0.7,1.1,0.2,0.0,16.1,294.9,8.1
Seattle Seahawks,SEA,2.2,1.1,0.6,0.9,0.1,0.0,19.7,351.9,7.5
Tampa Bay Buccaneers,TB,2.5,1.1,0.6,1.1,0.2,0.0,22.7,311.1,6.9
Minnesota Vikings,MIN,2.7,0.9,0.6,0.8,0.1,0.0,23.0,378.0,6.6
Atlanta Falcons,ATL,2.5,1.0,0.5,0.9,0.2,0.0,21.5,348.9,6.5
Chicago Bears,CHI,2.3,0.9,0.7,1.1,0.1,0.0,20.9,359.6,6.2
Kansas City Chiefs,KC,2.5,0.8,0.6,0.9,0.1,0.0,21.5,377.7,6.2
Indianapolis Colts,IND,2.5,0.8,0.6,1.0,0.1,0.0,23.5,377.7,6.2
Green Bay Packers,GB,2.5,0.9,0.6,0.7,0.1,0.0,27.0,372.4,6.2
Pittsburgh Steelers,PIT,2.7,0.7,0.6,1.0,0.1,0.0,22.5,352.3,6.2
Washington Football Team,WF,2.5,0.8,0.6,0.9,0.1,0.0,24.2,346.5,6.1
Denver Broncos,DEN,2.1,1.0,0.5,0.7,0.2,0.0,20.4,334.9,6.1
Los Angeles Chargers,LAC,2.3,0.9,0.5,0.7,0.1,0.0,21.9,348.2,6.1
Philadelphia Eagles,PHI,2.4,0.8,0.6,0.8,0.1,0.0,22.1,334.3,6.0
Dallas Cowboys,DAL,2.3,0.8,0.7,1.1,0.1,0.0,25.1,397.0,6.0
New England Patriots,NE,2.2,0.9,0.5,0.7,0.1,0.0,24.4,370.8,5.8
Detroit Lions,DET,2.4,0.7,0.6,0.8,0.1,0.0,24.2,375.3,5.8
New York Jets,NYJ,2.4,0.8,0.6,0.8,0.1,0.0,25.8,359.2,5.7
Jacksonville Jaguars,JAC,2.4,0.7,0.5,0.5,0.1,0.0,23.9,340.2,5.7
Arizona Cardinals,ARI,2.4,0.6,0.7,1.3,0.1,0.0,21.6,341.2,5.7
Carolina Panthers,CAR,2.4,0.7,0.6,0.9,0.1,0.0,23.7,345.6,5.7
Tennessee Titans,TEN,2.4,0.7,0.5,0.7,0.1,0.0,25.0,354.9,5.7
New Orleans Saints,NO,2.1,0.8,0.5,0.7,0.1,0.0,24.3,368.0,5.5
Miami Dolphins,MIA,2.1,0.7,0.6,0.9,0.1,0.0,29.0,418.7,5.5
New York Giants,NYG,2.0,0.8,0.6,0.9,0.1,0.0,28.0,392.8,5.4
Cleveland Browns,CLE,1.9,0.8,0.5,0.8,0.1,0.0,20.1,309.6,5.4
Houston Texans,HOU,2.0,0.6,0.5,0.7,0.1,0.0,28.7,413.0,4.8
