Player Name,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Travis Kelce,KC,6.8,83.7,0.7,0.1,19.4
Kyle Pitts,ATL,4.9,60.4,0.5,0.0,13.8
T.J. Hockenson,DET,5.1,54.6,0.5,0.0,13.2
Dallas Goedert,PHI,4.2,55.0,0.5,0.0,12.7
Mike Gesicki,MIA,4.9,54.6,0.4,0.0,12.4
Noah Fant,DEN,4.7,50.2,0.4,0.0,12.2
Dalton Schultz,DAL,4.7,53.0,0.4,0.0,12.1
Tyler Higbee,LAR,4.1,46.2,0.4,0.0,10.9
Hunter Henry,NE,3.9,44.9,0.4,0.0,10.5
Ricky Seals-Jones,WAS,3.6,41.5,0.3,0.0,9.8
Jared Cook,LAC,3.6,43.6,0.3,0.0,9.4
Zach Ertz,ARI,3.6,37.4,0.3,0.0,9.0
Rob Gronkowski,TB,3.3,40.2,0.3,0.0,9.0
Tyler Conklin,MIN,3.7,40.2,0.2,0.0,8.7
Evan Engram,NYG,3.6,40.2,0.2,0.0,8.6
Dan Arnold,JAC,3.5,42.1,0.2,0.1,8.5
C.J. Uzomah,CIN,3.0,34.2,0.3,0.0,8.2
Cole Kmet,CHI,3.4,31.8,0.1,0.0,7.3
Pat Freiermuth,PIT,3.0,29.6,0.2,0.0,6.9
Mo Alie-Cox,IND,2.3,28.1,0.2,0.0,6.5
Tommy Sweeney,BUF,2.4,27.1,0.2,0.0,6.4
Gerald Everett,SEA,2.6,28.7,0.1,0.0,6.3
Austin Hooper,CLE,2.7,27.7,0.1,0.0,6.2
Jonnu Smith,NE,2.2,23.4,0.1,0.0,5.3
David Njoku,CLE,2.1,25.8,0.1,0.0,5.3
Adam Trautman,NO,2.1,24.3,0.1,0.0,5.2
Ross Dwelley,SF,2.1,22.0,0.1,0.0,5.1
Anthony Firkser,TEN,2.1,22.3,0.1,0.0,4.8
Jordan Akins,HOU,2.2,22.2,0.1,0.0,4.8
Cameron Brate,TB,2.0,20.1,0.1,0.0,4.7
Blake Jarwin,DAL,1.9,21.2,0.1,0.0,4.7
Hayden Hurst,ATL,2.0,20.9,0.1,0.0,4.7
Ian Thomas,CAR,1.9,19.4,0.1,0.0,4.5
Donald Parham Jr.,LAC,1.7,18.7,0.1,0.0,4.4
O.J. Howard,TB,1.7,21.3,0.1,0.0,4.4
Pharaoh Brown,HOU,1.9,19.4,0.1,0.0,4.2
Will Dissly,SEA,1.5,17.7,0.1,0.0,4.0
Tommy Tremble,CAR,1.5,17.2,0.1,0.0,3.9
Ryan Griffin,NYJ,1.8,17.9,0.0,0.0,3.9
Albert Okwuegbunam,DEN,1.5,14.5,0.1,0.1,3.6
Durham Smythe,MIA,1.6,15.1,0.1,0.0,3.6
MyCole Pruitt,TEN,1.3,15.0,0.1,0.0,3.5
Jack Doyle,IND,1.5,15.8,0.1,0.0,3.5
Tyler Kroft,NYJ,1.6,14.8,0.1,0.0,3.5
Charlie Woerner,SF,1.4,15.4,0.1,0.0,3.4
Marcedes Lewis,GB,1.4,15.0,0.1,0.0,3.4
Juwan Johnson,NO,1.4,14.6,0.1,0.0,3.3
Kyle Rudolph,NYG,1.4,14.2,0.1,0.0,3.2
Geoff Swaim,TEN,1.4,13.6,0.1,0.0,3.1
Harrison Bryant,CLE,1.2,13.3,0.1,0.0,2.9
Jacob Hollister,JAC,1.4,12.1,0.1,0.0,2.9
Brevin Jordan,HOU,1.0,10.0,0.1,0.0,2.6
Richard Rodgers,PHI,0.8,10.6,0.1,0.0,2.2
Tre' McKitty,LAC,0.8,8.3,0.1,0.0,2.2
Chris Herndon IV,MIN,0.9,8.9,0.1,0.0,2.2
Darren Fells,DET,0.9,9.4,0.0,0.0,2.1
Adam Shaheen,MIA,1.0,9.5,0.0,0.0,2.1
Luke Farrell,JAC,0.9,9.3,0.0,0.0,2.0
