Player Name,Team,rec_att,rec_yds,rec_tds,rush_att,rush_yds,rush_tds,fumbles,fpts
Keenan Allen,LAC,7.8,99.2,0.7,0.4,3.1,0.0,0.1,22.0
DeAndre Hopkins,HOU,7.2,93.9,0.8,0.0,0.0,0.0,0.1,21.2
Julio Jones,ATL,6.6,97.0,0.6,0.1,0.9,0.0,0.1,19.9
Michael Thomas,NO,7.7,82.9,0.6,0.0,0.0,0.0,0.1,19.6
Cooper Kupp,LAR,6.9,78.2,0.6,0.4,2.4,0.0,0.1,18.6
Chris Godwin,TB,5.8,85.0,0.6,0.1,0.5,0.0,0.1,18.0
Mike Evans,TB,5.3,92.2,0.6,0.1,0.5,0.0,0.0,17.9
Julian Edelman,NE,6.6,74.2,0.6,0.6,4.6,0.0,0.1,17.6
Odell Beckham Jr.,CLE,5.7,79.8,0.7,0.1,0.7,0.0,0.0,17.6
Tyler Boyd,CIN,6.4,73.4,0.6,0.2,1.6,0.0,0.1,17.3
Sammy Watkins,KC,5.4,74.6,0.7,0.1,0.7,0.0,0.1,16.8
Tyler Lockett,SEA,5.3,73.9,0.7,0.5,3.2,0.0,0.1,16.8
Amari Cooper,DAL,5.3,76.2,0.6,0.2,1.3,0.0,0.1,16.7
Adam Thielen,MIN,5.5,73.0,0.6,0.3,2.1,0.0,0.1,16.5
Larry Fitzgerald,ARI,6.0,70.9,0.6,0.1,0.5,0.0,0.1,16.5
Brandin Cooks,LAR,5.4,74.7,0.5,0.5,2.9,0.0,0.1,16.0
Alshon Jeffery,PHI,5.1,62.8,0.6,0.1,0.4,0.0,0.0,15.2
JuJu Smith-Schuster,PIT,5.2,69.9,0.5,0.0,0.4,0.0,0.0,15.0
T.Y. Hilton,IND,4.9,71.8,0.5,0.0,0.0,0.0,0.0,14.9
Marquise Brown,BAL,4.4,68.5,0.5,0.3,2.2,0.0,0.0,14.6
Allen Robinson,CHI,4.8,66.1,0.5,0.0,0.2,0.0,0.0,14.3
Courtland Sutton,DEN,4.9,67.3,0.5,0.0,0.0,0.0,0.0,14.3
Sterling Shepard,NYG,5.2,60.2,0.5,0.4,2.9,0.0,0.1,14.2
Robert Woods,LAR,5.5,65.8,0.3,0.9,6.4,0.0,0.1,14.2
Emmanuel Sanders,DEN,6.0,68.8,0.2,0.2,1.3,0.0,0.1,14.1
Josh Gordon,NE,4.4,65.3,0.5,0.1,0.3,0.0,0.0,14.0
D.J. Moore,CAR,4.9,60.7,0.4,0.7,7.6,0.0,0.2,13.8
Marquez Valdes-Scantling,GB,4.7,65.6,0.4,0.2,1.3,0.0,0.0,13.8
John Brown,BUF,4.3,65.2,0.4,0.2,0.9,0.0,0.0,13.3
Stefon Diggs,MIN,5.1,61.8,0.3,0.4,2.0,0.0,0.1,13.2
D.J. Chark,JAC,4.6,57.6,0.4,0.1,0.8,0.0,0.1,12.8
Jarvis Landry,CLE,4.8,63.3,0.2,0.3,2.2,0.0,0.1,12.5
Calvin Ridley,ATL,4.5,58.5,0.3,0.2,0.8,0.0,0.0,12.1
Demarcus Robinson,KC,3.6,49.9,0.6,0.0,0.0,0.0,0.0,11.9
Will Fuller,HOU,4.0,61.0,0.3,0.2,0.9,0.0,0.0,11.8
Mike Williams,LAC,3.6,53.6,0.4,0.1,0.7,0.0,0.0,11.7
Curtis Samuel,CAR,4.3,52.0,0.2,0.7,6.0,0.1,0.0,11.7
Tyrell Williams,OAK,4.7,55.6,0.2,0.1,0.3,0.0,0.0,11.5
Auden Tate,CIN,4.8,56.0,0.2,0.0,0.1,0.0,0.1,11.5
Geronimo Allison,GB,3.8,50.3,0.4,0.2,1.1,0.0,0.1,11.2
Jamison Crowder,NYJ,5.0,52.3,0.1,0.3,1.5,0.0,0.1,11.0
Cole Beasley,BUF,4.9,52.8,0.1,0.0,0.0,0.0,0.0,10.8
Golden Tate,NYG,5.1,48.7,0.2,0.2,1.1,0.0,0.1,10.8
Mohamed Sanu,ATL,4.4,50.9,0.2,0.3,1.7,0.0,0.0,10.5
Dede Westbrook,JAC,4.6,46.0,0.2,0.6,4.8,0.0,0.1,10.4
Mecole Hardman,KC,3.5,51.9,0.2,0.2,1.7,0.0,0.0,10.2
D.K. Metcalf,SEA,3.6,51.4,0.2,0.0,0.2,0.0,0.0,10.0
