Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
1,Christian McCaffrey,CAR,JAC,1,4,1.4,0.5,23.8
2,Ezekiel Elliott,DAL,GB,1,8,2.0,0.9,21.7
3,Dalvin Cook,MIN,NYG,1,5,2.9,0.4,21.2
4,Alvin Kamara,NO,TB,2,7,4.3,1.0,20.9
5,David Johnson,ARI,CIN,1,6,4.5,1.0,19.6
6,Nick Chubb,CLE,SF,4,15,6.7,1.4,19.2
7,Leonard Fournette,JAC,CAR,5,12,7.3,1.3,18.4
8,Chris Carson,SEA,LAR,7,15,9.7,1.6,18.3
9,Joe Mixon,CIN,ARI,6,17,9.9,2.6,17.8
10,Le'Veon Bell,NYJ,PHI,6,16,11.2,2.0,15.9
11,Derrick Henry,TEN,BUF,4,19,11.8,2.3,15.5
12,Mark Ingram,BAL,PIT,8,32,12.6,4.4,14.8
13,Austin Ekeler,LAC,DEN,6,18,12.7,3.1,14.6
14,James Conner,PIT,BAL,6,17,13.1,2.6,14.0
15,Aaron Jones,GB,DAL,7,21,14.1,2.8,14.0
16,Todd Gurley,LAR,SEA,10,24,14.8,2.9,13.9
17,Wayne Gallman,NYG,MIN,12,28,18.7,2.1,13.8
18,David Montgomery,CHI,OAK,13,27,18.9,2.2,13.4
19,LeSean McCoy,KC,IND,8,28,19.1,3.1,13.3
20,Marlon Mack,IND,KC,8,35,19.6,4.7,12.9
21,Melvin Gordon,LAC,DEN,17,30,21.0,2.8,12.8
22,James White,NE,WAS,12,33,21.6,3.4,12.6
23,Phillip Lindsay,DEN,LAC,17,27,22.6,1.9,12.4
24,Devonta Freeman,ATL,HOU,18,32,22.7,2.2,11.7
25,Sony Michel,NE,WAS,21,36,26.0,3.0,11.3
26,Josh Jacobs,OAK,CHI,22,34,26.5,2.7,10.9
27,Jordan Howard,PHI,NYJ,22,37,28.7,2.4,10.8
28,Carlos Hyde,HOU,ATL,26,37,30.0,2.2,10.7
29,Chris Thompson,WAS,NE,23,37,30.5,3.6,10.5
30,Miles Sanders,PHI,NYJ,22,40,30.8,3.7,10.2
31,Matt Breida,SF,CLE,18,42,31.4,2.7,10.0
32,Royce Freeman,DEN,LAC,25,39,31.4,2.3,10.0
33,Damien Williams,KC,IND,19,60,30.7,9.7,9.5
34,Tarik Cohen,CHI,OAK,25,38,33.3,3.7,9.5
35,Jaylen Samuels,PIT,BAL,25,41,33.9,3.1,8.8
36,Ronald Jones II,TB,NO,26,45,34.2,3.4,8.4
37,Frank Gore,BUF,TEN,26,45,34.9,2.8,8.3
38,Duke Johnson,HOU,ATL,31,41,37.8,1.7,8.1
39,Nyheim Hines,IND,KC,33,50,40.4,2.9,7.9
40,Giovani Bernard,CIN,ARI,36,51,40.7,2.7,7.7
41,Peyton Barber,TB,NO,39,48,42.9,1.6,7.6
42,Adrian Peterson,WAS,NE,37,51,43.4,2.9,7.5
43,Rashaad Penny,SEA,LAR,36,52,44.7,2.7,7.4
44,Ito Smith,ATL,HOU,40,58,45.5,3.8,7.0
45,Raheem Mostert,SF,CLE,37,57,46.1,5.0,6.8
46,Devin Singletary,BUF,TEN,31,57,47.1,4.7,6.4
47,Darrel Williams,KC,IND,23,55,47.2,5.2,6.4
48,Dion Lewis,TEN,BUF,40,58,48.4,3.8,6.0
49,Malcolm Brown,LAR,SEA,42,67,48.4,4.6,5.8
50,Alexander Mattison,MIN,NYG,46,59,51.9,3.5,5.3
51,Tony Pollard,DAL,GB,38,64,52.1,4.1,5.3
52,Tevin Coleman,SF,CLE,28,66,49.2,7.0,5.2
53,Darren Sproles,PHI,NYJ,41,67,53.7,5.6,4.7
54,Gus Edwards,BAL,PIT,46,61,55.2,2.6,4.5
55,Latavius Murray,NO,TB,40,64,55.6,3.7,4.3
56,Jalen Richard,OAK,CHI,49,63,55.2,3.8,4.2
57,Jordan Wilkins,IND,KC,46,62,55.7,3.9,4.1
58,Dare Ogunbowale,TB,NO,51,63,57.1,3.1,4.1
59,C.J. Prosise,SEA,LAR,46,73,57.6,5.4,4.0
60,Chase Edmonds,ARI,CIN,53,66,60.4,3.3,4.0
61,T.J. Yeldon,BUF,TEN,40,72,61.9,4.8,3.9
62,Justice Hill,BAL,PIT,51,70,63.6,3.6,3.9
63,DeAndre Washington,OAK,CHI,58,71,65.9,2.5,3.6
64,Jeff Wilson,SF,CLE,55,71,62.1,4.3,3.6
65,Dexter Williams,GB,DAL,47,76,64.9,7.6,3.5
66,Ryquell Armstead,JAC,CAR,53,73,65.7,4.0,3.4
67,Ty Montgomery,NYJ,PHI,43,72,66.4,2.9,3.2
68,Dontrell Hilliard,CLE,SF,53,70,63.7,2.3,3.2
69,Jonathan Hilliman,NYG,MIN,59,80,69.4,4.9,3.1
70,Mike Davis,CHI,OAK,53,78,71.7,3.2,3.1
71,Elijhaa Penny,NYG,MIN,67,83,71.6,3.4,3.0
72,Brandon Bolden,NE,WAS,56,84,76.2,5.5,3.0
73,Darwin Thompson,KC,IND,64,78,71.4,3.9,2.3
74,Benny Snell Jr.,PIT,BAL,67,80,75.4,2.4,2.0
75,Wendell Smallwood,WAS,NE,71,78,75.4,1.8,2.0
76,Kyle Juszczyk,SF,CLE,63,85,75.5,6.6,1.7
77,Troymaine Pope,LAC,DEN,65,85,73.8,5.2,1.7
78,Dan Vitale,GB,DAL,72,86,78.5,3.3,1.7
79,Alex Armah,CAR,JAC,76,87,80.6,2.9,1.6
80,Darrell Henderson,LAR,SEA,66,92,78.9,6.0,1.6
81,Ameer Abdullah,MIN,NYG,73,85,79.3,3.7,1.4
82,CJ Ham,MIN,NYG,63,86,80.2,3.1,1.4
83,Reggie Bonnafon,CAR,JAC,76,85,81.4,2.1,1.4
84,Patrick DiMarco,BUF,TEN,73,88,81.1,5.0,1.3
85,Mike Boone,MIN,NYG,84,92,86.4,2.2,1.2
86,D'Ernest Johnson,CLE,SF,80,90,85.6,2.1,1.2
87,Damien Harris,NE,WAS,66,92,80.3,8.6,1.2
88,Tavon Austin,DAL,GB,64,88,75.8,8.6,0
89,Jordan Scarlett,CAR,JAC,85,92,88.3,2.2,1.0
90,Derek Watt,LAC,DEN,81,98,88.1,4.1,1.0
91,Corey Clement,PHI,NYJ,81,93,90.6,2.4,0.9
92,Zach Line,NO,TB,87,99,90.7,3.4,0.9
93,Jamize Olawale,DAL,GB,88,92,90.7,1.1,0.9
94,Tra Carson,GB,DAL,71,94,82.5,11.5,0.8
95,Justin Jackson,LAC,DEN,90,94,91.5,1.5,0.8
