Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
1,DeAndre Hopkins,HOU,ATL,1,9,1.7,0.9,22.0
2,Julio Jones,ATL,HOU,1,6,2.0,1.2,21.0
3,Keenan Allen,LAC,DEN,1,7,2.8,0.8,19.8
4,Michael Thomas,NO,TB,1,9,3.8,0.5,19.7
5,Cooper Kupp,LAR,SEA,5,11,6.4,1.7,18.8
6,Chris Godwin,TB,NO,2,15,6.8,2.0,18.3
7,Odell Beckham Jr.,CLE,SF,5,12,6.9,1.6,18.1
8,Amari Cooper,DAL,GB,5,28,9.3,3.1,17.5
9,Mike Evans,TB,NO,6,18,9.4,2.4,17.5
10,Tyler Lockett,SEA,LAR,3,16,10.8,2.0,17.1
11,Larry Fitzgerald,ARI,CIN,2,16,11.8,1.9,16.9
12,Adam Thielen,MIN,NYG,4,22,12.2,2.5,16.7
13,Tyler Boyd,CIN,ARI,4,18,12.2,2.5,16.5
14,Sammy Watkins,KC,IND,2,30,12.8,3.4,16.3
15,Julian Edelman,NE,WAS,10,20,14.2,1.8,16.2
16,JuJu Smith-Schuster,PIT,BAL,12,28,18.1,2.9,15.8
17,Robert Woods,LAR,SEA,16,31,18.6,2.3,15.2
18,Allen Robinson,CHI,OAK,8,26,18.7,2.9,14.9
19,Brandin Cooks,LAR,SEA,16,29,19.1,2.4,14.8
20,Josh Gordon,NE,WAS,14,46,20.8,4.1,14.6
21,Alshon Jeffery,PHI,NYJ,15,27,21.9,2.5,14.4
22,Stefon Diggs,MIN,NYG,12,45,22.9,3.1,14.1
23,Marquise Brown,BAL,PIT,14,28,23.1,1.8,14.1
24,Emmanuel Sanders,DEN,LAC,17,33,25.6,3.4,13.9
25,Sterling Shepard,NYG,MIN,15,38,26.7,4.5,13.8
26,Marquez Valdes-Scantling,GB,DAL,16,37,28.6,3.9,13.8
27,T.Y. Hilton,IND,KC,4,64,24.9,14.3,13.6
28,Jarvis Landry,CLE,SF,23,38,29.0,4.0,13.4
29,Curtis Samuel,CAR,JAC,21,47,29.9,4.0,13.3
30,D.J. Moore,CAR,JAC,21,54,30.1,3.8,13.1
31,Calvin Ridley,ATL,HOU,15,42,30.5,4.3,13.0
32,Will Fuller,HOU,ATL,17,44,30.6,4.0,11.8
33,Demarcus Robinson,KC,IND,27,44,32.5,3.6,11.7
34,Courtland Sutton,DEN,LAC,19,40,32.6,4.0,11.7
35,D.J. Chark,JAC,CAR,27,54,34.8,3.2,11.3
36,John Brown,BUF,TEN,19,49,36.5,3.8,11.1
37,Geronimo Allison,GB,DAL,24,47,37.1,4.9,11.0
38,Auden Tate,CIN,ARI,27,50,41.1,4.7,11.0
39,Phillip Dorsett,NE,WAS,31,62,41.5,5.3,10.6
40,Golden Tate,NYG,MIN,32,50,41.6,3.8,10.6
41,Mecole Hardman,KC,IND,36,55,42.9,4.8,10.5
42,Cole Beasley,BUF,TEN,23,54,43.3,5.1,10.4
43,D.K. Metcalf,SEA,LAR,37,55,43.5,4.2,10.3
44,Robby Anderson,NYJ,PHI,33,57,44.1,5.5,10.3
45,Terry McLaurin,WAS,NE,25,63,44.4,6.0,10.0
46,Diontae Johnson,PIT,BAL,39,56,44.7,2.2,9.8
47,Mohamed Sanu,ATL,HOU,35,56,46.1,5.3,9.6
48,Jamison Crowder,NYJ,PHI,24,58,49.3,5.5,9.5
49,Deebo Samuel,SF,CLE,32,61,50.9,3.8,9.5
50,Dede Westbrook,JAC,CAR,45,58,51.1,3.5,9.4
51,Corey Davis,TEN,BUF,43,59,51.9,3.9,9.3
52,Nelson Agholor,PHI,NYJ,38,86,52.7,7.4,9.2
53,A.J. Brown,TEN,BUF,45,73,54.9,5.5,8.8
54,Randall Cobb,DAL,GB,30,70,56.8,4.0,8.6
55,KeeSean Johnson,ARI,CIN,46,61,55.2,4.2,8.6
