Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
56,Tyrell Williams,OAK,CHI,30,68,40.7,8.7,8.6
57,Mike Williams,LAC,DEN,35,81,51.5,9.6,8.5
58,Paul Richardson,WAS,NE,35,71,60.6,4.3,8.5
59,Michael Gallup,DAL,GB,37,85,55.8,10.7,8.0
60,Marquise Goodwin,SF,CLE,52,71,62.0,4.3,8.4
61,Keke Coutee,HOU,ATL,45,84,63.1,8.1,7.9
62,Willie Snead,BAL,PIT,49,88,61.0,6.7,7.5
63,Ted Ginn,NO,TB,59,92,65.7,6.5,7.5
64,Chris Conley,JAC,CAR,60,71,64.1,3.1,7.2
65,Dante Pettis,SF,CLE,57,78,66.8,5.3,7.3
66,James Washington,PIT,BAL,57,93,67.6,6.8,7.1
67,Trey Quinn,WAS,NE,51,81,65.3,4.9,7.1
68,Adam Humphries,TEN,BUF,62,78,69.1,4.2,7.0
69,Hunter Renfrow,OAK,CHI,44,82,70.8,5.7,6.6
70,Zach Pascal,IND,KC,56,82,69.8,4.7,6.5
71,Anthony Miller,CHI,OAK,57,79,70.9,3.2,6.1
72,Deon Cain,IND,KC,53,94,73.6,6.6,6.1
73,Trent Sherfield,ARI,CIN,57,77,72.0,4.1,6.1
74,Mack Hollins,PHI,NYJ,58,82,75.7,4.0,6.0
75,DaeSean Hamilton,DEN,LAC,67,87,75.8,5.0,6.0
76,Miles Boykin,BAL,PIT,68,95,79.3,7.3,5.7
77,Chester Rogers,IND,KC,58,88,76.6,7.1,5.5
78,Antonio Callaway,CLE,SF,60,104,80.9,10.2,5.5
79,Javon Wims,CHI,OAK,58,100,81.1,12.0,5.4
80,Jarius Wright,CAR,JAC,68,91,81.5,5.0,5.3
81,Zay Jones,BUF,TEN,69,95,81.9,5.0,5.3
82,Devin Smith,DAL,GB,64,100,80.0,10.4,5.3
83,David Moore,SEA,LAR,71,94,83.7,3.6,5.1
84,Richie James,SF,CLE,66,100,88.9,5.1,5.0
85,Darius Slayton,NYG,MIN,76,97,86.3,5.4,4.9
86,Cordarrelle Patterson,CHI,OAK,76,101,90.0,5.3,4.8
87,Jaron Brown,SEA,LAR,81,94,85.5,3.7,4.6
88,Andy Isabella,ARI,CIN,68,118,88.9,9.7,4.6
89,Damion Ratley,CLE,SF,81,97,88.1,5.0,4.6
90,Alex Erickson,CIN,ARI,71,103,92.5,7.5,4.6
91,Damion Willis,CIN,ARI,81,114,96.1,7.3,4.5
92,Jake Kumerow,GB,DAL,63,106,81.3,12.1,4.4
93,Tajae Sharpe,TEN,BUF,79,104,91.5,5.0,4.4
94,Seth Roberts,BAL,PIT,88,111,95.9,6.6,4.4
95,Kenny Stills,HOU,ATL,57,110,79.3,15.2,4.4
96,Isaiah McKenzie,BUF,TEN,82,113,97.9,8.3,4.3
97,Olabisi Johnson,MIN,NYG,77,106,99.1,6.6,4.2
98,Tre'Quan Smith,NO,TB,74,110,89.9,9.8,4.2
99,Cody Latimer,NYG,MIN,88,112,96.9,7.0,4.1
100,Kendrick Bourne,SF,CLE,82,127,103.1,8.6,4.1
101,J.J. Arcega-Whiteside,PHI,NYJ,87,113,99.0,7.0,3.7
102,Josh Reynolds,LAR,SEA,80,109,97.3,5.4,3.7
103,Jakobi Meyers,NE,WAS,85,120,104.2,8.6,3.7
104,Marqise Lee,JAC,CAR,92,118,102.5,7.6,3.7
105,Kelvin Harmon,WAS,NE,89,116,103.1,5.0,3.6
106,Justin Hardy,ATL,HOU,87,119,106.7,6.1,3.5
107,J.J. Nelson,OAK,CHI,69,128,104.6,15.6,3.3
108,Trevor Davis,OAK,CHI,76,112,99.6,9.0,3.3
109,Pharoh Cooper,ARI,CIN,77,105,93.2,8.2,3.4
110,Travis Benjamin,LAC,DEN,75,122,96.0,14.6,3.1
111,Geremy Davis,LAC,DEN,82,105,95.7,7.6,3.0
112,Ryan Switzer,PIT,BAL,102,126,108.7,6.4,2.9
113,Bobo Wilson,TB,NO,84,127,109.8,10.8,2.9
114,Keelan Doss,OAK,CHI,90,125,113.6,7.6,2.7
115,Braxton Berrios,NYJ,PHI,82,130,111.0,9.2,2.8
116,Justin Watson,TB,NO,98,128,112.0,10.5,2.6
117,Demaryius Thomas,NYJ,PHI,88,134,107.0,15.3,2.6
118,Damiere Byrd,ARI,CIN,96,122,107.3,8.1,2.5
119,Scott Miller,TB,NO,93,121,102.4,11.3,2.3
120,Darrius Shepherd,GB,DAL,101,129,113.4,9.3,2.2
121,Malik Turner,SEA,LAR,114,119,115.8,1.8,2.2
122,Keelan Cole,JAC,CAR,99,125,119.9,5.2,2.2
123,Darius Jennings,TEN,BUF,111,123,118.2,2.5,2.0
124,Austin Carr,NO,TB,112,124,118.5,3.8,2.0
125,Bennie Fowler,FA,,85,120,103.3,14.3,1.9
126,Tavon Austin,DAL,GB,107,133,123.7,8.7,1.7
127,Andre Roberts,BUF,TEN,119,131,125.0,3.8,1.5
128,Chris Moore,BAL,PIT,102,140,121.6,13.4,1.5
129,Josh Bellamy,NYJ,PHI,113,126,121.4,4.5,1.4
130,Taywan Taylor,CLE,SF,109,128,122.4,3.6,1.4
131,Byron Pringle,KC,IND,116,131,122.4,5.0,1.2
132,Russell Gage,ATL,HOU,112,134,127.9,3.6,1.1
133,Rashard Higgins,CLE,SF,86,133,114.7,20.5,1.0
134,DeAndre Carter,HOU,ATL,107,130,124.2,3.6,1.0
135,Laquon Treadwell,MIN,NYG,120,131,125.6,4.1,0.9
136,Andre Patton,LAC,DEN,117,129,127.4,1.4,0.9
137,De'Anthony Thomas,KC,IND,96,139,121.3,18.4,0.9
138,Dwayne Harris,OAK,CHI,107,138,122.0,12.7,0.8
139,Allen Lazard,GB,DAL,125,132,128.6,2.3,0.8
140,Deonte Harris,NO,TB,121,135,128.0,5.4,0.8
141,Johnny Holton,PIT,BAL,119,144,133.5,5.4,0.8
142,Steven Sims,WAS,NE,124,136,129.7,4.9,0.7
143,Cody Core,NYG,MIN,115,145,130.0,15.0,0.6
144,Robert Foster,BUF,TEN,126,147,136.5,10.5,0.6
145,Donte Moncrief,PIT,BAL,130,142,136.0,4.9,0.5
146,Lil'Jordan Humphrey,NO,TB,129,146,137.5,8.5,0.5
147,Diontae Spencer,DEN,LAC,131,137,134.0,3.0,0.5
148,Riley Ridley,CHI,OAK,135,141,138.0,3.0,0.4
149,Gunner Olszewski,NE,WAS,135,148,141.5,6.5,0.4
